t,CH01,CH02,CH03,CH04,CH05,CH06,CH07
t_6979,0.830,0.041,0.041,0.041,0.005,0.023,0.005
t_6980,0.808,0.039,0.039,0.039,0.004,0.022,0.004
t_6981,0.751,0.040,0.040,0.040,0.002,0.021,0.002
t_6982,0.653,0.045,0.045,0.045,0.001,0.023,0.001
t_6983,0.515,0.069,0.069,0.069,0.001,0.035,0.001
t_6984,0.376,0.073,0.073,0.073,0.000,0.037,0.000
t_6985,0.259,0.071,0.071,0.071,0.000,0.036,0.000
t_6986,0.174,0.085,0.085,0.085,0.000,0.043,0.000
t_6987,0.177,0.075,0.075,0.075,0.000,0.038,0.000
t_6988,0.117,0.073,0.073,0.073,0.000,0.037,0.000
t_6989,0.176,0.088,0.088,0.088,0.000,0.044,0.000
t_6990,0.129,0.102,0.102,0.102,0.000,0.051,0.000
t_6991,0.094,0.101,0.101,0.101,0.000,0.051,0.000
t_6992,0.036,0.050,0.050,0.050,0.000,0.025,0.000
t_6993,0.003,0.010,0.010,0.010,0.000,0.005,0.000
t_6994,0.002,0.011,0.011,0.011,0.000,0.006,0.000
t_6995,0.008,0.008,0.008,0.008,0.001,0.005,0.001
t_6996,0.038,0.007,0.007,0.007,0.006,0.007,0.006
t_6997,0.090,0.007,0.007,0.007,0.018,0.013,0.018
t_6998,0.143,0.006,0.006,0.006,0.036,0.021,0.036
t_6999,0.195,0.006,0.006,0.006,0.064,0.035,0.064
t_7000,0.267,0.005,0.005,0.005,0.061,0.033,0.061
t_7001,0.270,0.006,0.006,0.006,0.091,0.049,0.091
t_7002,0.374,0.023,0.023,0.023,0.143,0.083,0.143
t_7003,0.491,0.085,0.085,0.085,0.170,0.128,0.170
t_7004,0.566,0.263,0.263,0.263,0.175,0.219,0.175
t_7005,0.634,0.416,0.416,0.416,0.172,0.294,0.172
t_7006,0.676,0.536,0.536,0.536,0.174,0.355,0.174
t_7007,0.636,0.628,0.628,0.628,0.159,0.394,0.159
t_7008,0.658,0.675,0.675,0.675,0.138,0.407,0.138
t_7009,0.624,0.698,0.698,0.698,0.118,0.408,0.118
t_7010,0.639,0.713,0.713,0.713,0.105,0.409,0.105
t_7011,0.647,0.713,0.713,0.713,0.094,0.404,0.094
t_7012,0.655,0.710,0.710,0.710,0.069,0.390,0.069
t_7013,0.682,0.703,0.703,0.703,0.054,0.379,0.054
t_7014,0.706,0.679,0.679,0.679,0.041,0.360,0.041
t_7015,0.746,0.659,0.659,0.659,0.022,0.341,0.022
t_7016,0.781,0.554,0.554,0.554,0.007,0.281,0.007
t_7017,0.823,0.302,0.302,0.302,0.008,0.155,0.008
t_7018,0.840,0.138,0.138,0.138,0.008,0.073,0.008
t_7019,0.881,0.108,0.108,0.108,0.004,0.056,0.004
t_7020,0.902,0.124,0.124,0.124,0.002,0.063,0.002
t_7021,0.905,0.125,0.125,0.125,0.001,0.063,0.001
t_7022,0.874,0.123,0.123,0.123,0.001,0.062,0.001
t_7023,0.856,0.114,0.114,0.114,0.001,0.058,0.001
t_7024,0.839,0.085,0.085,0.085,0.002,0.044,0.002
t_7025,0.842,0.206,0.206,0.206,0.018,0.112,0.018
t_7026,0.851,0.469,0.469,0.469,0.075,0.272,0.075
t_7027,0.855,0.620,0.620,0.620,0.096,0.358,0.096
t_7028,0.872,0.675,0.675,0.675,0.059,0.367,0.059
t_7029,0.892,0.691,0.691,0.691,0.040,0.366,0.040
t_7030,0.907,0.695,0.695,0.695,0.037,0.366,0.037
t_7031,0.918,0.647,0.647,0.647,0.039,0.343,0.039
t_7032,0.923,0.556,0.556,0.556,0.040,0.298,0.040
t_7033,0.923,0.478,0.478,0.478,0.035,0.257,0.035
t_7034,0.922,0.452,0.452,0.452,0.028,0.240,0.028
t_7035,0.920,0.279,0.279,0.279,0.020,0.150,0.020
t_7036,0.926,0.313,0.313,0.313,0.017,0.165,0.017
t_7037,0.934,0.366,0.366,0.366,0.013,0.190,0.013
t_7038,0.942,0.656,0.656,0.656,0.010,0.333,0.010
t_7039,0.947,0.701,0.701,0.701,0.010,0.356,0.010
t_7040,0.949,0.688,0.688,0.688,0.005,0.347,0.005
t_7041,0.948,0.643,0.643,0.643,0.003,0.323,0.003
t_7042,0.953,0.468,0.468,0.468,0.002,0.235,0.002
t_7043,0.942,0.316,0.316,0.316,0.002,0.159,0.002
t_7044,0.940,0.312,0.312,0.312,0.005,0.159,0.005
t_7045,0.943,0.407,0.407,0.407,0.014,0.211,0.014
t_7046,0.927,0.544,0.544,0.544,0.029,0.287,0.029
t_7047,0.921,0.393,0.393,0.393,0.049,0.221,0.049
t_7048,0.890,0.730,0.730,0.730,0.078,0.404,0.078
t_7049,0.853,0.752,0.752,0.752,0.178,0.465,0.178
t_7050,0.766,0.780,0.780,0.780,0.221,0.501,0.221
t_7051,0.605,0.807,0.807,0.807,0.207,0.507,0.207
t_7052,0.501,0.791,0.791,0.791,0.251,0.521,0.251
t_7053,0.245,0.674,0.674,0.674,0.286,0.480,0.286
t_7054,0.127,0.651,0.651,0.651,0.301,0.476,0.301
t_7055,0.054,0.381,0.381,0.381,0.269,0.325,0.269
t_7056,0.019,0.258,0.258,0.258,0.212,0.235,0.212
t_7057,0.010,0.147,0.147,0.147,0.158,0.153,0.158
t_7058,0.006,0.095,0.095,0.095,0.123,0.109,0.123
t_7059,0.004,0.051,0.051,0.051,0.087,0.069,0.087
t_7060,0.011,0.024,0.024,0.024,0.054,0.039,0.054
t_7061,0.066,0.046,0.046,0.046,0.029,0.038,0.029
t_7062,0.157,0.078,0.078,0.078,0.014,0.046,0.014
t_7063,0.264,0.120,0.120,0.120,0.007,0.064,0.007
t_7064,0.333,0.126,0.126,0.126,0.002,0.064,0.002
t_7065,0.417,0.070,0.070,0.070,0.000,0.035,0.000
t_7066,0.450,0.025,0.025,0.025,0.000,0.013,0.000
t_7067,0.471,0.011,0.011,0.011,0.000,0.006,0.000
t_7068,0.432,0.006,0.006,0.006,0.000,0.003,0.000
t_7069,0.380,0.000,0.000,0.000,0.000,0.000,0.000
t_7070,0.319,0.000,0.000,0.000,0.000,0.000,0.000
t_7071,0.309,0.000,0.000,0.000,0.002,0.001,0.002
t_7072,0.202,0.000,0.000,0.000,0.002,0.001,0.002
t_7073,0.115,0.001,0.001,0.001,0.002,0.002,0.002
t_7074,0.045,0.006,0.006,0.006,0.001,0.004,0.001
t_7075,0.006,0.009,0.009,0.009,0.000,0.005,0.000
t_7076,0.026,0.022,0.022,0.022,0.001,0.012,0.001
t_7077,0.113,0.058,0.058,0.058,0.002,0.030,0.002
t_7078,0.194,0.033,0.033,0.033,0.001,0.017,0.001
t_7079,0.250,0.009,0.009,0.009,0.001,0.005,0.001
t_7080,0.210,0.000,0.000,0.000,0.000,0.000,0.000
t_7081,0.190,0.000,0.000,0.000,0.000,0.000,0.000
t_7082,0.182,0.011,0.011,0.011,0.000,0.006,0.000
t_7083,0.190,0.032,0.032,0.032,0.000,0.016,0.000
t_7084,0.235,0.031,0.031,0.031,0.000,0.016,0.000
t_7085,0.387,0.023,0.023,0.023,0.000,0.012,0.000
t_7086,0.480,0.021,0.021,0.021,0.000,0.011,0.000
t_7087,0.548,0.043,0.043,0.043,0.000,0.022,0.000
t_7088,0.545,0.021,0.021,0.021,0.000,0.011,0.000
t_7089,0.615,0.006,0.006,0.006,0.000,0.003,0.000
t_7090,0.644,0.002,0.002,0.002,0.000,0.001,0.000
t_7091,0.629,0.001,0.001,0.001,0.000,0.001,0.000
t_7092,0.638,0.001,0.001,0.001,0.000,0.001,0.000
t_7093,0.679,0.004,0.004,0.004,0.000,0.002,0.000
t_7094,0.688,0.007,0.007,0.007,0.000,0.004,0.000
t_7095,0.623,0.008,0.008,0.008,0.000,0.004,0.000
t_7096,0.504,0.004,0.004,0.004,0.000,0.002,0.000
t_7097,0.434,0.001,0.001,0.001,0.000,0.001,0.000
t_7098,0.438,0.001,0.001,0.001,0.001,0.001,0.001
t_7099,0.449,0.001,0.001,0.001,0.002,0.002,0.002
t_7100,0.440,0.001,0.001,0.001,0.002,0.002,0.002
t_7101,0.438,0.000,0.000,0.000,0.002,0.001,0.002
t_7102,0.417,0.000,0.000,0.000,0.002,0.001,0.002
t_7103,0.391,0.000,0.000,0.000,0.001,0.001,0.001
t_7104,0.378,0.000,0.000,0.000,0.001,0.001,0.001
t_7105,0.350,0.000,0.000,0.000,0.001,0.001,0.001
t_7106,0.324,0.000,0.000,0.000,0.001,0.001,0.001
t_7107,0.288,0.000,0.000,0.000,0.001,0.001,0.001
t_7108,0.288,0.000,0.000,0.000,0.001,0.001,0.001
t_7109,0.283,0.002,0.002,0.002,0.001,0.002,0.001
t_7110,0.270,0.013,0.013,0.013,0.001,0.007,0.001
t_7111,0.243,0.038,0.038,0.038,0.000,0.019,0.000
t_7112,0.192,0.051,0.051,0.051,0.000,0.026,0.000
t_7113,0.147,0.029,0.029,0.029,0.000,0.015,0.000
t_7114,0.201,0.007,0.007,0.007,0.000,0.004,0.000
t_7115,0.266,0.002,0.002,0.002,0.000,0.001,0.000
t_7116,0.304,0.001,0.001,0.001,0.000,0.001,0.000
t_7117,0.342,0.001,0.001,0.001,0.000,0.001,0.000
t_7118,0.335,0.001,0.001,0.001,0.000,0.001,0.000
t_7119,0.277,0.002,0.002,0.002,0.000,0.001,0.000
t_7120,0.165,0.007,0.007,0.007,0.000,0.004,0.000
t_7121,0.132,0.031,0.031,0.031,0.001,0.016,0.001
t_7122,0.147,0.059,0.059,0.059,0.009,0.034,0.009
t_7123,0.164,0.083,0.083,0.083,0.022,0.053,0.022
t_7124,0.179,0.088,0.088,0.088,0.033,0.061,0.033
t_7125,0.184,0.102,0.102,0.102,0.026,0.064,0.026
t_7126,0.159,0.139,0.139,0.139,0.023,0.081,0.023
t_7127,0.129,0.171,0.171,0.171,0.022,0.097,0.022
t_7128,0.108,0.170,0.170,0.170,0.029,0.100,0.029
t_7129,0.094,0.185,0.185,0.185,0.047,0.116,0.047
t_7130,0.080,0.217,0.217,0.217,0.077,0.147,0.077
t_7131,0.069,0.230,0.230,0.230,0.132,0.181,0.132
t_7132,0.080,0.227,0.227,0.227,0.127,0.177,0.127
t_7133,0.111,0.217,0.217,0.217,0.092,0.155,0.092
t_7134,0.151,0.198,0.198,0.198,0.086,0.142,0.086
t_7135,0.176,0.149,0.149,0.149,0.081,0.115,0.081
t_7136,0.175,0.102,0.102,0.102,0.059,0.081,0.059
t_7137,0.188,0.018,0.018,0.018,0.020,0.019,0.020
t_7138,0.239,0.007,0.007,0.007,0.006,0.007,0.006
t_7139,0.250,0.005,0.005,0.005,0.010,0.008,0.010
t_7140,0.218,0.004,0.004,0.004,0.012,0.008,0.012
t_7141,0.179,0.004,0.004,0.004,0.010,0.007,0.010
t_7142,0.148,0.006,0.006,0.006,0.009,0.008,0.009
t_7143,0.134,0.008,0.008,0.008,0.004,0.006,0.004
t_7144,0.120,0.007,0.007,0.007,0.003,0.005,0.003
t_7145,0.131,0.002,0.002,0.002,0.006,0.004,0.006
t_7146,0.193,0.001,0.001,0.001,0.005,0.003,0.005
t_7147,0.219,0.001,0.001,0.001,0.002,0.002,0.002
t_7148,0.232,0.000,0.000,0.000,0.000,0.000,0.000
t_7149,0.263,0.000,0.000,0.000,0.000,0.000,0.000
t_7150,0.287,0.000,0.000,0.000,0.000,0.000,0.000
t_7151,0.300,0.000,0.000,0.000,0.000,0.000,0.000
t_7152,0.316,0.000,0.000,0.000,0.000,0.000,0.000
t_7153,0.340,0.000,0.000,0.000,0.000,0.000,0.000
t_7154,0.374,0.001,0.001,0.001,0.000,0.001,0.000
t_7155,0.391,0.001,0.001,0.001,0.000,0.001,0.000
t_7156,0.373,0.001,0.001,0.001,0.000,0.001,0.000
t_7157,0.367,0.002,0.002,0.002,0.000,0.001,0.000
t_7158,0.371,0.003,0.003,0.003,0.000,0.002,0.000
t_7159,0.358,0.003,0.003,0.003,0.001,0.002,0.001
t_7160,0.346,0.003,0.003,0.003,0.001,0.002,0.001
t_7161,0.408,0.003,0.003,0.003,0.001,0.002,0.001
t_7162,0.620,0.002,0.002,0.002,0.007,0.005,0.007
t_7163,0.609,0.001,0.001,0.001,0.021,0.011,0.021
t_7164,0.566,0.000,0.000,0.000,0.050,0.025,0.050
t_7165,0.545,0.001,0.001,0.001,0.088,0.045,0.088
t_7166,0.536,0.000,0.000,0.000,0.107,0.054,0.107
t_7167,0.534,0.000,0.000,0.000,0.100,0.050,0.100
t_7168,0.512,0.000,0.000,0.000,0.069,0.035,0.069
t_7169,0.489,0.000,0.000,0.000,0.074,0.037,0.074
t_7170,0.557,0.000,0.000,0.000,0.087,0.044,0.087
t_7171,0.590,0.000,0.000,0.000,0.106,0.053,0.106
t_7172,0.601,0.003,0.003,0.003,0.130,0.067,0.130
t_7173,0.606,0.005,0.005,0.005,0.141,0.073,0.141
t_7174,0.603,0.007,0.007,0.007,0.154,0.081,0.154
t_7175,0.586,0.013,0.013,0.013,0.156,0.085,0.156
t_7176,0.551,0.024,0.024,0.024,0.161,0.093,0.161
t_7177,0.512,0.039,0.039,0.039,0.163,0.101,0.163
t_7178,0.473,0.060,0.060,0.060,0.153,0.107,0.153
t_7179,0.436,0.098,0.098,0.098,0.155,0.127,0.155
t_7180,0.370,0.136,0.136,0.136,0.131,0.134,0.131
t_7181,0.275,0.137,0.137,0.137,0.109,0.123,0.109
t_7182,0.183,0.140,0.140,0.140,0.100,0.120,0.100
t_7183,0.114,0.141,0.141,0.141,0.078,0.110,0.078
t_7184,0.063,0.136,0.136,0.136,0.037,0.087,0.037
t_7185,0.028,0.066,0.066,0.066,0.011,0.039,0.011
t_7186,0.025,0.037,0.037,0.037,0.016,0.027,0.016
t_7187,0.022,0.028,0.028,0.028,0.013,0.021,0.013
t_7188,0.003,0.017,0.017,0.017,0.008,0.013,0.008
t_7189,0.000,0.016,0.016,0.016,0.003,0.010,0.003
t_7190,0.000,0.014,0.014,0.014,0.001,0.008,0.001
t_7191,0.000,0.012,0.012,0.012,0.000,0.006,0.000
t_7192,0.000,0.010,0.010,0.010,0.000,0.005,0.000
t_7193,0.001,0.013,0.013,0.013,0.000,0.007,0.000
t_7194,0.001,0.018,0.018,0.018,0.000,0.009,0.000
t_7195,0.000,0.024,0.024,0.024,0.000,0.012,0.000
t_7196,0.000,0.034,0.034,0.034,0.000,0.017,0.000
t_7197,0.000,0.045,0.045,0.045,0.002,0.024,0.002
t_7198,0.001,0.081,0.081,0.081,0.005,0.043,0.005
t_7199,0.010,0.103,0.103,0.103,0.000,0.052,0.000
t_7200,0.036,0.085,0.085,0.085,0.000,0.043,0.000
t_7201,0.046,0.113,0.113,0.113,0.000,0.057,0.000
t_7202,0.043,0.137,0.137,0.137,0.000,0.069,0.000
t_7203,0.034,0.153,0.153,0.153,0.000,0.077,0.000
t_7204,0.019,0.141,0.141,0.141,0.000,0.071,0.000
t_7205,0.009,0.121,0.121,0.121,0.000,0.061,0.000
t_7206,0.003,0.114,0.114,0.114,0.000,0.057,0.000
t_7207,0.002,0.110,0.110,0.110,0.001,0.056,0.001
t_7208,0.002,0.100,0.100,0.100,0.002,0.051,0.002
t_7209,0.001,0.061,0.061,0.061,0.000,0.031,0.000
t_7210,0.000,0.017,0.017,0.017,0.000,0.009,0.000
t_7211,0.000,0.007,0.007,0.007,0.000,0.004,0.000
t_7212,0.000,0.005,0.005,0.005,0.000,0.003,0.000
t_7213,0.000,0.004,0.004,0.004,0.002,0.003,0.002
t_7214,0.000,0.002,0.002,0.002,0.002,0.002,0.002
t_7215,0.000,0.001,0.001,0.001,0.000,0.001,0.000
t_7216,0.000,0.001,0.001,0.001,0.000,0.001,0.000
t_7217,0.000,0.001,0.001,0.001,0.001,0.001,0.001
t_7218,0.000,0.001,0.001,0.001,0.002,0.002,0.002
t_7219,0.000,0.001,0.001,0.001,0.004,0.003,0.004
t_7220,0.000,0.001,0.001,0.001,0.006,0.004,0.006
t_7221,0.001,0.000,0.000,0.000,0.011,0.006,0.011
t_7222,0.001,0.000,0.000,0.000,0.018,0.009,0.018
t_7223,0.001,0.000,0.000,0.000,0.023,0.012,0.023
t_7224,0.002,0.000,0.000,0.000,0.025,0.013,0.025
t_7225,0.004,0.000,0.000,0.000,0.029,0.015,0.029
t_7226,0.009,0.000,0.000,0.000,0.036,0.018,0.036
t_7227,0.022,0.000,0.000,0.000,0.042,0.021,0.042
t_7228,0.051,0.000,0.000,0.000,0.050,0.025,0.050
t_7229,0.047,0.000,0.000,0.000,0.058,0.029,0.058
t_7230,0.087,0.000,0.000,0.000,0.056,0.028,0.056
t_7231,0.119,0.000,0.000,0.000,0.053,0.027,0.053
t_7232,0.129,0.000,0.000,0.000,0.034,0.017,0.034
t_7233,0.072,0.000,0.000,0.000,0.011,0.006,0.011
t_7234,0.057,0.000,0.000,0.000,0.010,0.005,0.010
t_7235,0.124,0.000,0.000,0.000,0.006,0.003,0.006
t_7236,0.186,0.000,0.000,0.000,0.002,0.001,0.002
t_7237,0.252,0.000,0.000,0.000,0.001,0.001,0.001
t_7238,0.301,0.000,0.000,0.000,0.000,0.000,0.000
t_7239,0.305,0.003,0.003,0.003,0.000,0.002,0.000
t_7240,0.302,0.018,0.018,0.018,0.000,0.009,0.000
t_7241,0.385,0.032,0.032,0.032,0.002,0.017,0.002
t_7242,0.467,0.047,0.047,0.047,0.002,0.025,0.002
t_7243,0.501,0.044,0.044,0.044,0.002,0.023,0.002
t_7244,0.507,0.043,0.043,0.043,0.003,0.023,0.003
t_7245,0.489,0.057,0.057,0.057,0.003,0.030,0.003
t_7246,0.460,0.093,0.093,0.093,0.003,0.048,0.003
t_7247,0.423,0.115,0.115,0.115,0.002,0.059,0.002
t_7248,0.381,0.119,0.119,0.119,0.002,0.061,0.002
t_7249,0.345,0.112,0.112,0.112,0.002,0.057,0.002
t_7250,0.323,0.083,0.083,0.083,0.002,0.043,0.002
t_7251,0.327,0.050,0.050,0.050,0.001,0.026,0.001
t_7252,0.281,0.016,0.016,0.016,0.005,0.011,0.005
t_7253,0.223,0.008,0.008,0.008,0.009,0.009,0.009
t_7254,0.180,0.009,0.009,0.009,0.015,0.012,0.015
t_7255,0.137,0.010,0.010,0.010,0.029,0.020,0.029
t_7256,0.082,0.014,0.014,0.014,0.040,0.027,0.040
t_7257,0.103,0.009,0.009,0.009,0.061,0.035,0.061
t_7258,0.064,0.009,0.009,0.009,0.075,0.042,0.075
t_7259,0.009,0.010,0.010,0.010,0.100,0.055,0.100
t_7260,0.004,0.007,0.007,0.007,0.112,0.060,0.112
t_7261,0.001,0.006,0.006,0.006,0.130,0.068,0.130
t_7262,0.000,0.006,0.006,0.006,0.150,0.078,0.150
t_7263,0.000,0.006,0.006,0.006,0.169,0.088,0.169
t_7264,0.000,0.008,0.008,0.008,0.171,0.090,0.171
t_7265,0.002,0.017,0.017,0.017,0.229,0.123,0.229
t_7266,0.005,0.030,0.030,0.030,0.236,0.133,0.236
t_7267,0.004,0.036,0.036,0.036,0.189,0.113,0.189
t_7268,0.001,0.030,0.030,0.030,0.140,0.085,0.140
t_7269,0.000,0.024,0.024,0.024,0.107,0.066,0.107
t_7270,0.000,0.014,0.014,0.014,0.086,0.050,0.086
t_7271,0.000,0.007,0.007,0.007,0.068,0.038,0.068
t_7272,0.001,0.001,0.001,0.001,0.050,0.026,0.050
t_7273,0.003,0.002,0.002,0.002,0.038,0.020,0.038
t_7274,0.009,0.006,0.006,0.006,0.036,0.021,0.036
t_7275,0.015,0.012,0.012,0.012,0.025,0.019,0.025
t_7276,0.018,0.021,0.021,0.021,0.007,0.014,0.007
t_7277,0.015,0.032,0.032,0.032,0.002,0.017,0.002
t_7278,0.016,0.049,0.049,0.049,0.002,0.026,0.002
t_7279,0.020,0.067,0.067,0.067,0.002,0.035,0.002
t_7280,0.026,0.064,0.064,0.064,0.001,0.033,0.001
t_7281,0.018,0.049,0.049,0.049,0.001,0.025,0.001
t_7282,0.022,0.025,0.025,0.025,0.000,0.013,0.000
t_7283,0.035,0.007,0.007,0.007,0.000,0.004,0.000
t_7284,0.031,0.001,0.001,0.001,0.000,0.001,0.000
t_7285,0.031,0.000,0.000,0.000,0.000,0.000,0.000
t_7286,0.032,0.000,0.000,0.000,0.000,0.000,0.000
t_7287,0.038,0.005,0.005,0.005,0.000,0.003,0.000
t_7288,0.031,0.003,0.003,0.003,0.000,0.002,0.000
t_7289,0.043,0.001,0.001,0.001,0.000,0.001,0.000
t_7290,0.075,0.000,0.000,0.000,0.001,0.001,0.001
t_7291,0.103,0.000,0.000,0.000,0.001,0.001,0.001
t_7292,0.126,0.006,0.006,0.006,0.001,0.004,0.001
t_7293,0.128,0.016,0.016,0.016,0.001,0.009,0.001
t_7294,0.143,0.034,0.034,0.034,0.005,0.020,0.005
t_7295,0.161,0.026,0.026,0.026,0.015,0.021,0.015
t_7296,0.156,0.031,0.031,0.031,0.022,0.027,0.022
t_7297,0.137,0.033,0.033,0.033,0.029,0.031,0.029
t_7298,0.116,0.073,0.073,0.073,0.043,0.058,0.043
t_7299,0.088,0.081,0.081,0.081,0.062,0.072,0.062
t_7300,0.062,0.071,0.071,0.071,0.065,0.068,0.065
t_7301,0.042,0.065,0.065,0.065,0.061,0.063,0.061
t_7302,0.110,0.068,0.068,0.068,0.052,0.060,0.052
t_7303,0.063,0.077,0.077,0.077,0.037,0.057,0.037
t_7304,0.014,0.090,0.090,0.090,0.019,0.055,0.019
t_7305,0.000,0.066,0.066,0.066,0.001,0.034,0.001
t_7306,0.000,0.038,0.038,0.038,0.000,0.019,0.000
t_7307,0.005,0.040,0.040,0.040,0.001,0.021,0.001
t_7308,0.076,0.038,0.038,0.038,0.000,0.019,0.000
t_7309,0.179,0.047,0.047,0.047,0.000,0.024,0.000
t_7310,0.263,0.040,0.040,0.040,0.000,0.020,0.000
t_7311,0.315,0.034,0.034,0.034,0.000,0.017,0.000
t_7312,0.330,0.112,0.112,0.112,0.001,0.057,0.001
t_7313,0.370,0.279,0.279,0.279,0.022,0.151,0.022
t_7314,0.457,0.533,0.533,0.533,0.099,0.316,0.099
t_7315,0.535,0.748,0.748,0.748,0.160,0.454,0.160
t_7316,0.581,0.879,0.879,0.879,0.174,0.527,0.174
t_7317,0.635,0.931,0.931,0.931,0.177,0.554,0.177
t_7318,0.728,0.982,0.982,0.982,0.128,0.555,0.128
t_7319,0.806,0.998,0.998,0.998,0.118,0.558,0.118
t_7320,0.840,0.999,0.999,0.999,0.103,0.551,0.103
t_7321,0.814,0.963,0.963,0.963,0.090,0.527,0.090
t_7322,0.785,0.939,0.939,0.939,0.076,0.508,0.076
t_7323,0.674,0.669,0.669,0.669,0.066,0.368,0.066
t_7324,0.484,0.563,0.563,0.563,0.066,0.315,0.066
t_7325,0.269,0.448,0.448,0.448,0.086,0.267,0.086
t_7326,0.288,0.290,0.290,0.290,0.122,0.206,0.122
t_7327,0.263,0.180,0.180,0.180,0.135,0.158,0.135
t_7328,0.187,0.150,0.150,0.150,0.119,0.135,0.119
t_7329,0.126,0.114,0.114,0.114,0.094,0.104,0.094
t_7330,0.162,0.159,0.159,0.159,0.084,0.122,0.084
t_7331,0.357,0.297,0.297,0.297,0.085,0.191,0.085
t_7332,0.537,0.438,0.438,0.438,0.072,0.255,0.072
t_7333,0.592,0.763,0.763,0.763,0.063,0.413,0.063
t_7334,0.654,0.781,0.781,0.781,0.055,0.418,0.055
t_7335,0.593,0.641,0.641,0.641,0.045,0.343,0.045
t_7336,0.458,0.366,0.366,0.366,0.081,0.224,0.081
t_7337,0.381,0.312,0.312,0.312,0.159,0.236,0.159
t_7338,0.424,0.287,0.287,0.287,0.282,0.285,0.282
t_7339,0.423,0.261,0.261,0.261,0.415,0.338,0.415
t_7340,0.382,0.227,0.227,0.227,0.530,0.379,0.530
t_7341,0.269,0.206,0.206,0.206,0.602,0.404,0.602
t_7342,0.138,0.173,0.173,0.173,0.625,0.399,0.625
t_7343,0.039,0.131,0.131,0.131,0.595,0.363,0.595
t_7344,0.020,0.092,0.092,0.092,0.543,0.318,0.543
t_7345,0.018,0.053,0.053,0.053,0.498,0.276,0.498
t_7346,0.029,0.025,0.025,0.025,0.466,0.246,0.466
t_7347,0.049,0.012,0.012,0.012,0.438,0.225,0.438
t_7348,0.097,0.009,0.009,0.009,0.400,0.205,0.400
t_7349,0.130,0.016,0.016,0.016,0.374,0.195,0.374
t_7350,0.180,0.029,0.029,0.029,0.349,0.189,0.349
t_7351,0.289,0.067,0.067,0.067,0.316,0.192,0.316
t_7352,0.389,0.099,0.099,0.099,0.270,0.185,0.270
t_7353,0.398,0.091,0.091,0.091,0.217,0.154,0.217
t_7354,0.354,0.120,0.120,0.120,0.235,0.178,0.235
t_7355,0.385,0.189,0.189,0.189,0.224,0.207,0.224
t_7356,0.395,0.275,0.275,0.275,0.202,0.239,0.202
t_7357,0.435,0.225,0.225,0.225,0.165,0.195,0.165
t_7358,0.425,0.262,0.262,0.262,0.118,0.190,0.118
t_7359,0.315,0.508,0.508,0.508,0.070,0.289,0.070
t_7360,0.221,0.610,0.610,0.610,0.029,0.320,0.029
t_7361,0.209,0.754,0.754,0.754,0.017,0.386,0.017
t_7362,0.163,0.582,0.582,0.582,0.027,0.305,0.027
t_7363,0.156,0.648,0.648,0.648,0.047,0.348,0.047
t_7364,0.163,0.901,0.901,0.901,0.093,0.497,0.093
t_7365,0.176,0.926,0.926,0.926,0.150,0.538,0.150
t_7366,0.189,0.957,0.957,0.957,0.186,0.572,0.186
t_7367,0.211,0.981,0.981,0.981,0.217,0.599,0.217
t_7368,0.373,0.995,0.995,0.995,0.250,0.623,0.250
t_7369,0.569,0.995,0.995,0.995,0.296,0.646,0.296
t_7370,0.667,0.995,0.995,0.995,0.345,0.670,0.345
t_7371,0.615,0.995,0.995,0.995,0.367,0.681,0.367
t_7372,0.410,0.971,0.971,0.971,0.388,0.680,0.388
t_7373,0.329,0.950,0.950,0.950,0.478,0.714,0.478
t_7374,0.261,0.846,0.846,0.846,0.647,0.747,0.647
t_7375,0.290,0.710,0.710,0.710,0.806,0.758,0.806
t_7376,0.294,0.626,0.626,0.626,0.917,0.772,0.917
t_7377,0.272,0.612,0.612,0.612,0.929,0.771,0.929
t_7378,0.258,0.651,0.651,0.651,0.887,0.769,0.887
t_7379,0.270,0.585,0.585,0.585,0.824,0.705,0.824
t_7380,0.263,0.525,0.525,0.525,0.787,0.656,0.787
t_7381,0.221,0.537,0.537,0.537,0.719,0.628,0.719
t_7382,0.191,0.517,0.517,0.517,0.656,0.587,0.656
t_7383,0.157,0.440,0.440,0.440,0.596,0.518,0.596
t_7384,0.142,0.428,0.428,0.428,0.527,0.478,0.527
t_7385,0.172,0.432,0.432,0.432,0.456,0.444,0.456
t_7386,0.214,0.442,0.442,0.442,0.377,0.410,0.377
t_7387,0.246,0.451,0.451,0.451,0.314,0.383,0.314
t_7388,0.282,0.433,0.433,0.433,0.264,0.349,0.264
t_7389,0.315,0.407,0.407,0.407,0.237,0.322,0.237
t_7390,0.291,0.407,0.407,0.407,0.245,0.326,0.245
t_7391,0.236,0.406,0.406,0.406,0.256,0.331,0.256
t_7392,0.175,0.388,0.388,0.388,0.230,0.309,0.230
t_7393,0.121,0.382,0.382,0.382,0.225,0.304,0.225
t_7394,0.096,0.387,0.387,0.387,0.216,0.302,0.216
t_7395,0.077,0.410,0.410,0.410,0.208,0.309,0.208
t_7396,0.079,0.675,0.675,0.675,0.190,0.433,0.190
t_7397,0.078,0.700,0.700,0.700,0.173,0.437,0.173
t_7398,0.070,0.754,0.754,0.754,0.160,0.457,0.160
t_7399,0.057,0.754,0.754,0.754,0.151,0.453,0.151
t_7400,0.043,0.708,0.708,0.708,0.124,0.416,0.124
t_7401,0.031,0.593,0.593,0.593,0.074,0.334,0.074
