t,CH01,CH02,CH03,CH04,CH05,CH06,CH07
t_7424,0.544,0.068,0.068,0.068,0.777,0.423,0.777
t_7425,0.56,0.039,0.039,0.039,0.711,0.375,0.711
t_7426,0.676,0.032,0.032,0.032,0.608,0.32,0.608
t_7427,0.822,0.09,0.09,0.09,0.556,0.323,0.556
t_7428,0.882,0.199,0.199,0.199,0.567,0.383,0.567
t_7429,0.931,0.174,0.174,0.174,0.56,0.367,0.56
t_7430,0.944,0.146,0.146,0.146,0.581,0.364,0.581
t_7431,0.949,0.095,0.095,0.095,0.639,0.367,0.639
t_7432,0.932,0.039,0.039,0.039,0.745,0.392,0.745
t_7433,0.903,0.024,0.024,0.024,0.823,0.424,0.823
t_7434,0.91,0.023,0.023,0.023,0.836,0.43,0.836
t_7435,0.907,0.021,0.021,0.021,0.815,0.418,0.815
t_7436,0.894,0.022,0.022,0.022,0.782,0.402,0.782
t_7437,0.88,0.018,0.018,0.018,0.727,0.373,0.727
t_7438,0.881,0.013,0.013,0.013,0.654,0.334,0.654
t_7439,0.88,0.006,0.006,0.006,0.587,0.297,0.587
t_7440,0.871,0.003,0.003,0.003,0.54,0.272,0.54
t_7441,0.86,0.001,0.001,0.001,0.491,0.246,0.491
t_7442,0.844,0.0,0.0,0.0,0.443,0.222,0.443
t_7443,0.819,0.0,0.0,0.0,0.405,0.203,0.405
t_7444,0.782,0.0,0.0,0.0,0.411,0.206,0.411
t_7445,0.739,0.002,0.002,0.002,0.413,0.208,0.413
t_7446,0.67,0.02,0.02,0.02,0.438,0.229,0.438
t_7447,0.595,0.015,0.015,0.015,0.468,0.242,0.468
t_7448,0.512,0.02,0.02,0.02,0.521,0.271,0.521
t_7449,0.478,0.017,0.017,0.017,0.622,0.32,0.622
t_7450,0.593,0.015,0.015,0.015,0.714,0.365,0.714
t_7451,0.666,0.052,0.052,0.052,0.786,0.419,0.786
t_7452,0.668,0.101,0.101,0.101,0.862,0.482,0.862
t_7453,0.663,0.208,0.208,0.208,0.919,0.564,0.919
t_7454,0.708,0.276,0.276,0.276,0.95,0.613,0.95
t_7455,0.732,0.261,0.261,0.261,0.954,0.608,0.954
t_7456,0.662,0.253,0.253,0.253,0.967,0.61,0.967
t_7457,0.583,0.274,0.274,0.274,0.979,0.627,0.979
t_7458,0.647,0.275,0.275,0.275,0.983,0.629,0.983
t_7459,0.671,0.242,0.242,0.242,0.981,0.612,0.981
t_7460,0.707,0.212,0.212,0.212,0.982,0.597,0.982
t_7461,0.721,0.188,0.188,0.188,0.978,0.583,0.978
t_7462,0.691,0.157,0.157,0.157,0.972,0.565,0.972
t_7463,0.637,0.121,0.121,0.121,0.96,0.541,0.96
t_7464,0.62,0.107,0.107,0.107,0.941,0.524,0.941
t_7465,0.62,0.086,0.086,0.086,0.913,0.5,0.913
t_7466,0.615,0.067,0.067,0.067,0.885,0.476,0.885
t_7467,0.624,0.051,0.051,0.051,0.851,0.451,0.851
t_7468,0.649,0.039,0.039,0.039,0.821,0.43,0.821
t_7469,0.654,0.029,0.029,0.029,0.766,0.398,0.766
t_7470,0.624,0.024,0.024,0.024,0.692,0.358,0.692
t_7471,0.579,0.02,0.02,0.02,0.616,0.318,0.616
t_7472,0.514,0.014,0.014,0.014,0.543,0.279,0.543
t_7473,0.447,0.008,0.008,0.008,0.457,0.233,0.457
t_7474,0.522,0.005,0.005,0.005,0.404,0.205,0.404
t_7475,0.607,0.004,0.004,0.004,0.383,0.194,0.383
t_7476,0.641,0.004,0.004,0.004,0.378,0.191,0.378
t_7477,0.664,0.006,0.006,0.006,0.378,0.192,0.378
t_7478,0.653,0.006,0.006,0.006,0.334,0.17,0.334
t_7479,0.602,0.007,0.007,0.007,0.282,0.145,0.282
t_7480,0.496,0.012,0.012,0.012,0.332,0.172,0.332
t_7481,0.367,0.043,0.043,0.043,0.387,0.215,0.387
t_7482,0.395,0.129,0.129,0.129,0.435,0.282,0.435
t_7483,0.437,0.178,0.178,0.178,0.477,0.328,0.477
t_7484,0.507,0.262,0.262,0.262,0.525,0.394,0.525
t_7485,0.575,0.305,0.305,0.305,0.584,0.445,0.584
t_7486,0.619,0.419,0.419,0.419,0.637,0.528,0.637
t_7487,0.658,0.58,0.58,0.58,0.694,0.637,0.694
t_7488,0.679,0.75,0.75,0.75,0.765,0.758,0.765
t_7489,0.614,0.905,0.905,0.905,0.845,0.875,0.845
t_7490,0.769,0.953,0.953,0.953,0.908,0.931,0.908
t_7491,0.843,0.978,0.978,0.978,0.947,0.963,0.947
t_7492,0.868,0.935,0.935,0.935,0.976,0.956,0.976
t_7493,0.896,0.87,0.87,0.87,0.972,0.921,0.972
t_7494,0.917,0.765,0.765,0.765,0.962,0.864,0.962
t_7495,0.917,0.682,0.682,0.682,0.946,0.814,0.946
t_7496,0.892,0.723,0.723,0.723,0.923,0.823,0.923
t_7497,0.876,0.96,0.96,0.96,0.919,0.94,0.919
t_7498,0.94,0.958,0.958,0.958,0.929,0.944,0.929
t_7499,0.973,0.955,0.955,0.955,0.936,0.946,0.936
t_7500,0.986,0.934,0.934,0.934,0.938,0.936,0.938
t_7501,0.99,0.887,0.887,0.887,0.916,0.902,0.916
t_7502,0.99,0.855,0.855,0.855,0.89,0.873,0.89
t_7503,0.987,0.781,0.781,0.781,0.876,0.829,0.876
t_7504,0.964,0.671,0.671,0.671,0.903,0.787,0.903
t_7505,0.948,0.642,0.642,0.642,0.925,0.784,0.925
t_7506,0.954,0.6,0.6,0.6,0.935,0.768,0.935
t_7507,0.934,0.563,0.563,0.563,0.94,0.752,0.94
t_7508,0.929,0.503,0.503,0.503,0.936,0.72,0.936
t_7509,0.919,0.266,0.266,0.266,0.933,0.6,0.933
t_7510,0.889,0.225,0.225,0.225,0.917,0.571,0.917
t_7511,0.83,0.224,0.224,0.224,0.895,0.56,0.895
t_7512,0.749,0.242,0.242,0.242,0.89,0.566,0.89
t_7513,0.645,0.265,0.265,0.265,0.892,0.579,0.892
t_7514,0.573,0.242,0.242,0.242,0.905,0.574,0.905
t_7515,0.524,0.233,0.233,0.233,0.918,0.576,0.918
t_7516,0.499,0.264,0.264,0.264,0.94,0.602,0.94
t_7517,0.528,0.29,0.29,0.29,0.963,0.627,0.963
t_7518,0.563,0.332,0.332,0.332,0.972,0.652,0.972
t_7519,0.554,0.419,0.419,0.419,0.976,0.698,0.976
t_7520,0.489,0.525,0.525,0.525,0.984,0.755,0.984
t_7521,0.407,0.628,0.628,0.628,0.988,0.808,0.988
t_7522,0.577,0.782,0.782,0.782,0.995,0.889,0.995
t_7523,0.759,0.871,0.871,0.871,0.994,0.933,0.994
t_7524,0.819,0.914,0.914,0.914,0.985,0.95,0.985
t_7525,0.865,0.929,0.929,0.929,0.976,0.953,0.976
t_7526,0.87,0.877,0.877,0.877,0.972,0.925,0.972
t_7527,0.845,0.795,0.795,0.795,0.969,0.882,0.969
t_7528,0.744,0.797,0.797,0.797,0.957,0.877,0.957
t_7529,0.716,0.727,0.727,0.727,0.944,0.836,0.944
t_7530,0.746,0.678,0.678,0.678,0.871,0.775,0.871
t_7531,0.732,0.557,0.557,0.557,0.749,0.653,0.749
t_7532,0.682,0.532,0.532,0.532,0.605,0.569,0.605
t_7533,0.621,0.513,0.513,0.513,0.467,0.49,0.467
t_7534,0.567,0.46,0.46,0.46,0.376,0.418,0.376
t_7535,0.507,0.464,0.464,0.464,0.322,0.393,0.322
t_7536,0.448,0.501,0.501,0.501,0.276,0.389,0.276
t_7537,0.408,0.542,0.542,0.542,0.208,0.375,0.208
t_7538,0.39,0.579,0.579,0.579,0.191,0.385,0.191
t_7539,0.382,0.606,0.606,0.606,0.297,0.452,0.297
t_7540,0.384,0.662,0.662,0.662,0.617,0.64,0.617
t_7541,0.399,0.737,0.737,0.737,0.925,0.831,0.925
t_7542,0.431,0.806,0.806,0.806,0.992,0.899,0.992
t_7543,0.466,0.856,0.856,0.856,0.995,0.926,0.995
t_7544,0.493,0.89,0.89,0.89,0.998,0.944,0.998
t_7545,0.497,0.904,0.904,0.904,0.998,0.951,0.998
t_7546,0.687,0.893,0.893,0.893,0.997,0.945,0.997
t_7547,0.807,0.891,0.891,0.891,0.997,0.944,0.997
t_7548,0.847,0.894,0.894,0.894,0.997,0.946,0.997
t_7549,0.87,0.913,0.913,0.913,0.997,0.955,0.997
t_7550,0.879,0.838,0.838,0.838,0.996,0.917,0.996
t_7551,0.862,0.767,0.767,0.767,0.995,0.881,0.995
t_7552,0.77,0.761,0.761,0.761,0.988,0.875,0.988
t_7553,0.715,0.769,0.769,0.769,0.969,0.869,0.969
t_7554,0.744,0.758,0.758,0.758,0.945,0.852,0.945
t_7555,0.758,0.807,0.807,0.807,0.839,0.823,0.839
t_7556,0.752,0.756,0.756,0.756,0.662,0.709,0.662
t_7557,0.727,0.681,0.681,0.681,0.532,0.607,0.532
t_7558,0.683,0.528,0.528,0.528,0.306,0.417,0.306
t_7559,0.651,0.605,0.605,0.605,0.22,0.413,0.22
t_7560,0.648,0.478,0.478,0.478,0.256,0.367,0.256
t_7561,0.664,0.353,0.353,0.353,0.313,0.333,0.313
t_7562,0.696,0.237,0.237,0.237,0.365,0.301,0.365
t_7563,0.721,0.153,0.153,0.153,0.423,0.288,0.423
t_7564,0.772,0.106,0.106,0.106,0.47,0.288,0.47
t_7565,0.814,0.064,0.064,0.064,0.505,0.285,0.505
t_7566,0.831,0.024,0.024,0.024,0.503,0.264,0.503
t_7567,0.841,0.007,0.007,0.007,0.481,0.244,0.481
t_7568,0.817,0.003,0.003,0.003,0.448,0.226,0.448
t_7569,0.806,0.004,0.004,0.004,0.476,0.24,0.476
t_7570,0.858,0.016,0.016,0.016,0.573,0.295,0.573
t_7571,0.878,0.02,0.02,0.02,0.685,0.353,0.685
t_7572,0.881,0.024,0.024,0.024,0.752,0.388,0.752
t_7573,0.88,0.03,0.03,0.03,0.78,0.405,0.78
t_7574,0.873,0.018,0.018,0.018,0.795,0.407,0.795
t_7575,0.865,0.016,0.016,0.016,0.819,0.418,0.819
t_7576,0.802,0.007,0.007,0.007,0.867,0.437,0.867
t_7577,0.719,0.006,0.006,0.006,0.899,0.453,0.899
t_7578,0.703,0.006,0.006,0.006,0.908,0.457,0.908
t_7579,0.686,0.005,0.005,0.005,0.899,0.452,0.899
t_7580,0.677,0.003,0.003,0.003,0.876,0.44,0.876
t_7581,0.646,0.002,0.002,0.002,0.84,0.421,0.84
t_7582,0.593,0.001,0.001,0.001,0.79,0.396,0.79
t_7583,0.54,0.001,0.001,0.001,0.753,0.377,0.753
t_7584,0.534,0.001,0.001,0.001,0.742,0.372,0.742
t_7585,0.562,0.001,0.001,0.001,0.736,0.369,0.736
t_7586,0.563,0.001,0.001,0.001,0.75,0.376,0.75
t_7587,0.526,0.001,0.001,0.001,0.758,0.38,0.758
t_7588,0.467,0.003,0.003,0.003,0.769,0.386,0.769
t_7589,0.435,0.004,0.004,0.004,0.776,0.39,0.776
t_7590,0.399,0.006,0.006,0.006,0.769,0.388,0.769
t_7591,0.359,0.007,0.007,0.007,0.75,0.379,0.75
t_7592,0.332,0.008,0.008,0.008,0.708,0.358,0.708
t_7593,0.267,0.007,0.007,0.007,0.643,0.325,0.643
t_7594,0.245,0.005,0.005,0.005,0.599,0.302,0.599
t_7595,0.304,0.008,0.008,0.008,0.613,0.311,0.613
t_7596,0.319,0.022,0.022,0.022,0.584,0.303,0.584
t_7597,0.306,0.036,0.036,0.036,0.544,0.29,0.544
t_7598,0.274,0.071,0.071,0.071,0.483,0.277,0.483
t_7599,0.252,0.089,0.089,0.089,0.433,0.261,0.433
t_7600,0.168,0.16,0.16,0.16,0.371,0.266,0.371
t_7601,0.156,0.319,0.319,0.319,0.282,0.301,0.282
t_7602,0.177,0.496,0.496,0.496,0.239,0.368,0.239
t_7603,0.197,0.66,0.66,0.66,0.219,0.44,0.219
t_7604,0.239,0.917,0.917,0.917,0.226,0.572,0.226
t_7605,0.331,0.922,0.922,0.922,0.246,0.584,0.246
t_7606,0.334,0.921,0.921,0.921,0.291,0.606,0.291
t_7607,0.328,0.828,0.828,0.828,0.308,0.568,0.308
t_7608,0.347,0.754,0.754,0.754,0.316,0.535,0.316
t_7609,0.363,0.621,0.621,0.621,0.321,0.471,0.321
t_7610,0.414,0.484,0.484,0.484,0.304,0.394,0.304
t_7611,0.466,0.436,0.436,0.436,0.272,0.354,0.272
t_7612,0.529,0.404,0.404,0.404,0.252,0.328,0.252
t_7613,0.697,0.408,0.408,0.408,0.215,0.312,0.215
t_7614,0.736,0.477,0.477,0.477,0.195,0.336,0.195
t_7615,0.769,0.429,0.429,0.429,0.151,0.29,0.151
t_7616,0.789,0.542,0.542,0.542,0.133,0.338,0.133
t_7617,0.789,0.366,0.366,0.366,0.12,0.243,0.12
t_7618,0.854,0.511,0.511,0.511,0.146,0.329,0.146
t_7619,0.923,0.615,0.615,0.615,0.201,0.408,0.201
t_7620,0.959,0.619,0.619,0.619,0.264,0.442,0.264
t_7621,0.97,0.592,0.592,0.592,0.269,0.431,0.269
t_7622,0.974,0.584,0.584,0.584,0.241,0.413,0.241
t_7623,0.972,0.543,0.543,0.543,0.19,0.367,0.19
t_7624,0.942,0.494,0.494,0.494,0.193,0.344,0.193
t_7625,0.921,0.529,0.529,0.529,0.213,0.371,0.213
t_7626,0.94,0.58,0.58,0.58,0.208,0.394,0.208
t_7627,0.941,0.589,0.589,0.589,0.189,0.389,0.189
t_7628,0.94,0.573,0.573,0.573,0.154,0.364,0.154
t_7629,0.936,0.535,0.535,0.535,0.107,0.321,0.107
t_7630,0.932,0.442,0.442,0.442,0.075,0.259,0.075
t_7631,0.925,0.338,0.338,0.338,0.071,0.205,0.071
t_7632,0.916,0.268,0.268,0.268,0.059,0.164,0.059
t_7633,0.908,0.253,0.253,0.253,0.054,0.154,0.054
t_7634,0.908,0.293,0.293,0.293,0.047,0.17,0.047
t_7635,0.912,0.35,0.35,0.35,0.051,0.201,0.051
t_7636,0.917,0.412,0.412,0.412,0.059,0.236,0.059
t_7637,0.924,0.51,0.51,0.51,0.073,0.292,0.073
t_7638,0.928,0.634,0.634,0.634,0.095,0.365,0.095
t_7639,0.928,0.524,0.524,0.524,0.109,0.317,0.109
t_7640,0.922,0.608,0.608,0.608,0.091,0.35,0.091
t_7641,0.923,0.657,0.657,0.657,0.057,0.357,0.057
t_7642,0.933,0.786,0.786,0.786,0.088,0.437,0.088
t_7643,0.939,0.809,0.809,0.809,0.127,0.468,0.127
t_7644,0.941,0.777,0.777,0.777,0.137,0.457,0.137
t_7645,0.944,0.77,0.77,0.77,0.143,0.457,0.143
t_7646,0.945,0.756,0.756,0.756,0.131,0.444,0.131
t_7647,0.947,0.717,0.717,0.717,0.078,0.398,0.078
t_7648,0.94,0.726,0.726,0.726,0.067,0.397,0.067
t_7649,0.934,0.745,0.745,0.745,0.075,0.41,0.075
t_7650,0.935,0.744,0.744,0.744,0.065,0.405,0.065
t_7651,0.933,0.629,0.629,0.629,0.042,0.336,0.042
t_7652,0.933,0.573,0.573,0.573,0.022,0.298,0.022
t_7653,0.933,0.523,0.523,0.523,0.008,0.266,0.008
t_7654,0.932,0.488,0.488,0.488,0.004,0.246,0.004
t_7655,0.928,0.467,0.467,0.467,0.001,0.234,0.001
t_7656,0.924,0.454,0.454,0.454,0.0,0.227,0.0
t_7657,0.92,0.423,0.423,0.423,0.0,0.212,0.0
t_7658,0.909,0.377,0.377,0.377,0.0,0.189,0.0
t_7659,0.879,0.341,0.341,0.341,0.0,0.171,0.0
t_7660,0.826,0.288,0.288,0.288,0.0,0.144,0.0
t_7661,0.791,0.238,0.238,0.238,0.0,0.119,0.0
t_7662,0.773,0.205,0.205,0.205,0.0,0.103,0.0
t_7663,0.75,0.191,0.191,0.191,0.0,0.096,0.0
t_7664,0.734,0.187,0.187,0.187,0.0,0.094,0.0
t_7665,0.709,0.163,0.163,0.163,0.0,0.082,0.0
t_7666,0.729,0.185,0.185,0.185,0.0,0.093,0.0
t_7667,0.752,0.297,0.297,0.297,0.0,0.149,0.0
t_7668,0.784,0.356,0.356,0.356,0.0,0.178,0.0
t_7669,0.82,0.366,0.366,0.366,0.0,0.183,0.0
t_7670,0.835,0.378,0.378,0.378,0.0,0.189,0.0
t_7671,0.851,0.37,0.37,0.37,0.001,0.186,0.001
t_7672,0.831,0.363,0.363,0.363,0.001,0.182,0.001
t_7673,0.83,0.402,0.402,0.402,0.002,0.202,0.002
t_7674,0.862,0.399,0.399,0.399,0.003,0.201,0.003
t_7675,0.865,0.358,0.358,0.358,0.002,0.18,0.002
t_7676,0.858,0.298,0.298,0.298,0.001,0.15,0.001
t_7677,0.842,0.241,0.241,0.241,0.001,0.121,0.001
t_7678,0.836,0.223,0.223,0.223,0.0,0.112,0.0
t_7679,0.814,0.237,0.237,0.237,0.0,0.119,0.0
t_7680,0.778,0.267,0.267,0.267,0.0,0.134,0.0
t_7681,0.735,0.315,0.315,0.315,0.0,0.158,0.0
t_7682,0.7,0.389,0.389,0.389,0.0,0.195,0.0
t_7683,0.674,0.448,0.448,0.448,0.001,0.225,0.001
t_7684,0.622,0.49,0.49,0.49,0.003,0.247,0.003
t_7685,0.604,0.458,0.458,0.458,0.006,0.232,0.006
t_7686,0.608,0.419,0.419,0.419,0.004,0.212,0.004
t_7687,0.61,0.333,0.333,0.333,0.002,0.168,0.002
t_7688,0.598,0.284,0.284,0.284,0.001,0.143,0.001
t_7689,0.602,0.2,0.2,0.2,0.0,0.1,0.0
t_7690,0.633,0.119,0.119,0.119,0.0,0.06,0.0
t_7691,0.648,0.127,0.127,0.127,0.0,0.064,0.0
t_7692,0.631,0.162,0.162,0.162,0.0,0.081,0.0
t_7693,0.61,0.19,0.19,0.19,0.0,0.095,0.0
t_7694,0.61,0.199,0.199,0.199,0.0,0.1,0.0
t_7695,0.604,0.173,0.173,0.173,0.0,0.087,0.0
t_7696,0.54,0.19,0.19,0.19,0.0,0.095,0.0
t_7697,0.508,0.242,0.242,0.242,0.0,0.121,0.0
t_7698,0.486,0.249,0.249,0.249,0.0,0.125,0.0
t_7699,0.444,0.263,0.263,0.263,0.0,0.132,0.0
t_7700,0.39,0.224,0.224,0.224,0.0,0.112,0.0
t_7701,0.331,0.186,0.186,0.186,0.0,0.093,0.0
t_7702,0.288,0.178,0.178,0.178,0.0,0.089,0.0
t_7703,0.241,0.219,0.219,0.219,0.0,0.11,0.0
t_7704,0.209,0.224,0.224,0.224,0.0,0.112,0.0
t_7705,0.18,0.235,0.235,0.235,0.0,0.118,0.0
t_7706,0.139,0.253,0.253,0.253,0.0,0.127,0.0
t_7707,0.104,0.271,0.271,0.271,0.001,0.136,0.001
t_7708,0.062,0.243,0.243,0.243,0.002,0.123,0.002
t_7709,0.033,0.188,0.188,0.188,0.004,0.096,0.004
t_7710,0.079,0.147,0.147,0.147,0.007,0.077,0.007
t_7711,0.048,0.104,0.104,0.104,0.012,0.058,0.012
t_7712,0.025,0.078,0.078,0.078,0.016,0.047,0.016
t_7713,0.006,0.031,0.031,0.031,0.01,0.021,0.01
t_7714,0.001,0.001,0.001,0.001,0.001,0.001,0.001
t_7715,0.0,0.0,0.0,0.0,0.002,0.001,0.002
t_7716,0.0,0.0,0.0,0.0,0.014,0.007,0.014
t_7717,0.0,0.0,0.0,0.0,0.034,0.017,0.034
t_7718,0.001,0.0,0.0,0.0,0.049,0.025,0.049
t_7719,0.002,0.0,0.0,0.0,0.051,0.026,0.051
t_7720,0.004,0.0,0.0,0.0,0.069,0.035,0.069
t_7721,0.008,0.017,0.017,0.017,0.096,0.057,0.096
t_7722,0.02,0.132,0.132,0.132,0.14,0.136,0.14
t_7723,0.052,0.282,0.282,0.282,0.134,0.208,0.134
t_7724,0.126,0.419,0.419,0.419,0.11,0.265,0.11
t_7725,0.205,0.511,0.511,0.511,0.115,0.313,0.115
t_7726,0.275,0.613,0.613,0.613,0.133,0.373,0.133
t_7727,0.317,0.71,0.71,0.71,0.137,0.424,0.137
t_7728,0.339,0.725,0.725,0.725,0.111,0.418,0.111
t_7729,0.354,0.761,0.761,0.761,0.1,0.431,0.1
t_7730,0.289,0.785,0.785,0.785,0.047,0.416,0.047
t_7731,0.291,0.796,0.796,0.796,0.052,0.424,0.052
t_7732,0.289,0.79,0.79,0.79,0.055,0.423,0.055
t_7733,0.299,0.763,0.763,0.763,0.05,0.407,0.05
t_7734,0.344,0.739,0.739,0.739,0.047,0.393,0.047
t_7735,0.436,0.688,0.688,0.688,0.045,0.367,0.045
t_7736,0.572,0.609,0.609,0.609,0.033,0.321,0.033
t_7737,0.679,0.484,0.484,0.484,0.01,0.247,0.01
t_7738,0.777,0.327,0.327,0.327,0.002,0.165,0.002
t_7739,0.855,0.195,0.195,0.195,0.0,0.098,0.0
t_7740,0.902,0.104,0.104,0.104,0.0,0.052,0.0
t_7741,0.918,0.039,0.039,0.039,0.0,0.02,0.0
t_7742,0.922,0.015,0.015,0.015,0.0,0.008,0.0
t_7743,0.917,0.026,0.026,0.026,0.0,0.013,0.0
t_7744,0.923,0.056,0.056,0.056,0.0,0.028,0.0
t_7745,0.932,0.153,0.153,0.153,0.001,0.077,0.001
t_7746,0.932,0.246,0.246,0.246,0.003,0.125,0.003
t_7747,0.931,0.494,0.494,0.494,0.005,0.25,0.005
t_7748,0.933,0.532,0.532,0.532,0.005,0.269,0.005
t_7749,0.936,0.521,0.521,0.521,0.006,0.264,0.006
t_7750,0.942,0.512,0.512,0.512,0.009,0.261,0.009
t_7751,0.948,0.482,0.482,0.482,0.008,0.245,0.008
t_7752,0.956,0.465,0.465,0.465,0.007,0.236,0.007
t_7753,0.959,0.487,0.487,0.487,0.007,0.247,0.007
t_7754,0.965,0.316,0.316,0.316,0.007,0.162,0.007
t_7755,0.965,0.343,0.343,0.343,0.007,0.175,0.007
t_7756,0.963,0.579,0.579,0.579,0.006,0.293,0.006
t_7757,0.961,0.594,0.594,0.594,0.005,0.3,0.005
t_7758,0.962,0.625,0.625,0.625,0.005,0.315,0.005
t_7759,0.963,0.659,0.659,0.659,0.005,0.332,0.005
t_7760,0.964,0.684,0.684,0.684,0.003,0.344,0.003
t_7761,0.96,0.667,0.667,0.667,0.001,0.334,0.001
t_7762,0.961,0.64,0.64,0.64,0.0,0.32,0.0
t_7763,0.963,0.63,0.63,0.63,0.0,0.315,0.0
t_7764,0.964,0.633,0.633,0.633,0.0,0.317,0.0
t_7765,0.963,0.636,0.636,0.636,0.0,0.318,0.0
t_7766,0.963,0.642,0.642,0.642,0.0,0.321,0.0
t_7767,0.964,0.682,0.682,0.682,0.001,0.342,0.001
t_7768,0.96,0.73,0.73,0.73,0.003,0.367,0.003
t_7769,0.958,0.757,0.757,0.757,0.01,0.384,0.01
t_7770,0.956,0.766,0.766,0.766,0.016,0.391,0.016
t_7771,0.957,0.765,0.765,0.765,0.015,0.39,0.015
t_7772,0.96,0.756,0.756,0.756,0.014,0.385,0.014
t_7773,0.969,0.755,0.755,0.755,0.015,0.385,0.015
t_7774,0.973,0.76,0.76,0.76,0.019,0.39,0.019
t_7775,0.976,0.782,0.782,0.782,0.027,0.405,0.027
t_7776,0.977,0.812,0.812,0.812,0.036,0.424,0.036
t_7777,0.978,0.893,0.893,0.893,0.042,0.468,0.042
t_7778,0.978,0.939,0.939,0.939,0.044,0.492,0.044
t_7779,0.978,0.959,0.959,0.959,0.047,0.503,0.047
t_7780,0.974,0.963,0.963,0.963,0.053,0.508,0.053
t_7781,0.968,0.962,0.962,0.962,0.056,0.509,0.056
t_7782,0.961,0.96,0.96,0.96,0.064,0.512,0.064
t_7783,0.953,0.955,0.955,0.955,0.074,0.515,0.074
t_7784,0.947,0.925,0.925,0.925,0.094,0.51,0.094
t_7785,0.939,0.856,0.856,0.856,0.101,0.479,0.101
t_7786,0.917,0.716,0.716,0.716,0.083,0.4,0.083
t_7787,0.893,0.692,0.692,0.692,0.061,0.377,0.061
t_7788,0.876,0.631,0.631,0.631,0.046,0.339,0.046
t_7789,0.849,0.543,0.543,0.543,0.043,0.293,0.043
t_7790,0.834,0.494,0.494,0.494,0.041,0.268,0.041
t_7791,0.804,0.5,0.5,0.5,0.039,0.27,0.039
t_7792,0.803,0.576,0.576,0.576,0.026,0.301,0.026
t_7793,0.834,0.674,0.674,0.674,0.021,0.348,0.021
t_7794,0.843,0.706,0.706,0.706,0.023,0.365,0.023
t_7795,0.843,0.707,0.707,0.707,0.03,0.369,0.03
t_7796,0.834,0.692,0.692,0.692,0.033,0.363,0.033
t_7797,0.82,0.666,0.666,0.666,0.034,0.35,0.034
t_7798,0.801,0.665,0.665,0.665,0.039,0.352,0.039
t_7799,0.778,0.627,0.627,0.627,0.035,0.331,0.035
t_7800,0.751,0.587,0.587,0.587,0.034,0.311,0.034
t_7801,0.717,0.556,0.556,0.556,0.038,0.297,0.038
t_7802,0.682,0.543,0.543,0.543,0.037,0.29,0.037
t_7803,0.643,0.553,0.553,0.553,0.035,0.294,0.035
t_7804,0.591,0.531,0.531,0.531,0.032,0.282,0.032
t_7805,0.562,0.551,0.551,0.551,0.032,0.292,0.032
t_7806,0.541,0.59,0.59,0.59,0.03,0.31,0.03
t_7807,0.531,0.632,0.632,0.632,0.034,0.333,0.034
t_7808,0.534,0.66,0.66,0.66,0.043,0.352,0.043
t_7809,0.53,0.649,0.649,0.649,0.051,0.35,0.051
t_7810,0.549,0.548,0.548,0.548,0.049,0.299,0.049
t_7811,0.574,0.415,0.415,0.415,0.046,0.231,0.046
t_7812,0.572,0.299,0.299,0.299,0.052,0.176,0.052
t_7813,0.568,0.215,0.215,0.215,0.069,0.142,0.069
t_7814,0.553,0.156,0.156,0.156,0.086,0.121,0.086
t_7815,0.543,0.144,0.144,0.144,0.106,0.125,0.106
t_7816,0.448,0.184,0.184,0.184,0.122,0.153,0.122
t_7817,0.351,0.23,0.23,0.23,0.133,0.182,0.133
t_7818,0.281,0.279,0.279,0.279,0.139,0.209,0.139
t_7819,0.294,0.306,0.306,0.306,0.131,0.219,0.131
t_7820,0.299,0.27,0.27,0.27,0.116,0.193,0.116
t_7821,0.31,0.175,0.175,0.175,0.091,0.133,0.091
t_7822,0.275,0.129,0.129,0.129,0.112,0.121,0.112
t_7823,0.218,0.11,0.11,0.11,0.127,0.119,0.127
t_7824,0.167,0.1,0.1,0.1,0.132,0.116,0.132
t_7825,0.113,0.103,0.103,0.103,0.126,0.115,0.126
t_7826,0.053,0.103,0.103,0.103,0.112,0.108,0.112
t_7827,0.022,0.06,0.06,0.06,0.116,0.088,0.116
t_7828,0.027,0.059,0.059,0.059,0.11,0.085,0.11
t_7829,0.028,0.045,0.045,0.045,0.119,0.082,0.119
t_7830,0.031,0.028,0.028,0.028,0.128,0.078,0.128
t_7831,0.035,0.016,0.016,0.016,0.103,0.06,0.103
t_7832,0.034,0.01,0.01,0.01,0.075,0.043,0.075
t_7833,0.028,0.0,0.0,0.0,0.059,0.03,0.059
t_7834,0.02,0.0,0.0,0.0,0.05,0.025,0.05
t_7835,0.025,0.0,0.0,0.0,0.046,0.023,0.046
t_7836,0.035,0.0,0.0,0.0,0.042,0.021,0.042
t_7837,0.06,0.001,0.001,0.001,0.032,0.017,0.032
t_7838,0.094,0.001,0.001,0.001,0.02,0.011,0.02
t_7839,0.1,0.001,0.001,0.001,0.01,0.006,0.01
t_7840,0.118,0.001,0.001,0.001,0.037,0.019,0.037
t_7841,0.186,0.001,0.001,0.001,0.039,0.02,0.039
t_7842,0.232,0.004,0.004,0.004,0.031,0.018,0.031
t_7843,0.267,0.019,0.019,0.019,0.021,0.02,0.021
t_7844,0.308,0.046,0.046,0.046,0.012,0.029,0.012
t_7845,0.356,0.083,0.083,0.083,0.007,0.045,0.007
t_7846,0.451,0.053,0.053,0.053,0.004,0.029,0.004
