t,CH01,CH02,CH03,CH04,CH05,CH06,CH07
t_4085,0.013,0.237,0.237,0.237,0.004,0.121,0.004
t_4086,0.007,0.1,0.1,0.1,0.007,0.054,0.007
t_4087,0.017,0.015,0.015,0.015,0.005,0.01,0.005
t_4088,0.018,0.006,0.006,0.006,0.021,0.014,0.021
t_4089,0.008,0.001,0.001,0.001,0.026,0.014,0.026
t_4090,0.004,0.0,0.0,0.0,0.015,0.008,0.015
t_4091,0.007,0.0,0.0,0.0,0.002,0.001,0.002
t_4092,0.005,0.0,0.0,0.0,0.0,0.0,0.0
t_4093,0.015,0.0,0.0,0.0,0.0,0.0,0.0
t_4094,0.025,0.025,0.025,0.025,0.001,0.013,0.001
t_4095,0.04,0.069,0.069,0.069,0.001,0.035,0.001
t_4096,0.031,0.125,0.125,0.125,0.001,0.063,0.001
t_4097,0.012,0.159,0.159,0.159,0.001,0.08,0.001
t_4098,0.002,0.129,0.129,0.129,0.001,0.065,0.001
t_4099,0.001,0.096,0.096,0.096,0.001,0.049,0.001
t_4100,0.009,0.058,0.058,0.058,0.0,0.029,0.0
t_4101,0.028,0.019,0.019,0.019,0.001,0.01,0.001
t_4102,0.042,0.007,0.007,0.007,0.001,0.004,0.001
t_4103,0.05,0.006,0.006,0.006,0.0,0.003,0.0
t_4104,0.04,0.004,0.004,0.004,0.0,0.002,0.0
t_4105,0.039,0.003,0.003,0.003,0.0,0.002,0.0
t_4106,0.036,0.002,0.002,0.002,0.0,0.001,0.0
t_4107,0.038,0.001,0.001,0.001,0.0,0.001,0.0
t_4108,0.041,0.0,0.0,0.0,0.0,0.0,0.0
t_4109,0.049,0.0,0.0,0.0,0.0,0.0,0.0
t_4110,0.088,0.013,0.013,0.013,0.0,0.007,0.0
t_4111,0.119,0.068,0.068,0.068,0.001,0.035,0.001
t_4112,0.104,0.222,0.222,0.222,0.006,0.114,0.006
t_4113,0.087,0.238,0.238,0.238,0.025,0.132,0.025
t_4114,0.039,0.184,0.184,0.184,0.037,0.111,0.037
t_4115,0.01,0.158,0.158,0.158,0.056,0.107,0.056
t_4116,0.003,0.161,0.161,0.161,0.111,0.136,0.111
t_4117,0.001,0.167,0.167,0.167,0.213,0.19,0.213
t_4118,0.001,0.157,0.157,0.157,0.33,0.244,0.33
t_4119,0.0,0.138,0.138,0.138,0.44,0.289,0.44
t_4120,0.0,0.11,0.11,0.11,0.483,0.297,0.483
t_4121,0.0,0.175,0.175,0.175,0.462,0.319,0.462
t_4122,0.001,0.087,0.087,0.087,0.366,0.227,0.366
t_4123,0.033,0.011,0.011,0.011,0.232,0.122,0.232
t_4124,0.096,0.001,0.001,0.001,0.164,0.083,0.164
t_4125,0.14,0.0,0.0,0.0,0.127,0.064,0.127
t_4126,0.152,0.0,0.0,0.0,0.112,0.056,0.112
t_4127,0.038,0.0,0.0,0.0,0.089,0.045,0.089
t_4128,0.043,0.0,0.0,0.0,0.06,0.03,0.06
t_4129,0.046,0.0,0.0,0.0,0.031,0.016,0.031
t_4130,0.055,0.001,0.001,0.001,0.01,0.006,0.01
t_4131,0.071,0.001,0.001,0.001,0.002,0.002,0.002
t_4132,0.103,0.0,0.0,0.0,0.0,0.0,0.0
t_4133,0.089,0.0,0.0,0.0,0.0,0.0,0.0
t_4134,0.073,0.008,0.008,0.008,0.0,0.004,0.0
t_4135,0.085,0.032,0.032,0.032,0.0,0.016,0.0
t_4136,0.084,0.106,0.106,0.106,0.0,0.053,0.0
t_4137,0.073,0.212,0.212,0.212,0.0,0.106,0.0
t_4138,0.068,0.222,0.222,0.222,0.0,0.111,0.0
t_4139,0.08,0.298,0.298,0.298,0.0,0.149,0.0
t_4140,0.103,0.37,0.37,0.37,0.004,0.187,0.004
t_4141,0.147,0.399,0.399,0.399,0.016,0.208,0.016
t_4142,0.193,0.431,0.431,0.431,0.036,0.234,0.036
t_4143,0.226,0.446,0.446,0.446,0.072,0.259,0.072
t_4144,0.257,0.459,0.459,0.459,0.098,0.279,0.098
t_4145,0.271,0.435,0.435,0.435,0.089,0.262,0.089
t_4146,0.246,0.314,0.314,0.314,0.035,0.175,0.035
t_4147,0.174,0.207,0.207,0.207,0.02,0.114,0.02
t_4148,0.145,0.193,0.193,0.193,0.026,0.11,0.026
t_4149,0.153,0.209,0.209,0.209,0.038,0.124,0.038
t_4150,0.131,0.274,0.274,0.274,0.056,0.165,0.056
t_4151,0.105,0.359,0.359,0.359,0.079,0.219,0.079
t_4152,0.09,0.425,0.425,0.425,0.103,0.264,0.103
t_4153,0.079,0.465,0.465,0.465,0.126,0.296,0.126
t_4154,0.061,0.464,0.464,0.464,0.15,0.307,0.15
t_4155,0.051,0.439,0.439,0.439,0.171,0.305,0.171
t_4156,0.074,0.398,0.398,0.398,0.181,0.29,0.181
t_4157,0.087,0.349,0.349,0.349,0.166,0.258,0.166
t_4158,0.082,0.32,0.32,0.32,0.149,0.235,0.149
t_4159,0.094,0.382,0.382,0.382,0.338,0.36,0.338
t_4160,0.132,0.435,0.435,0.435,0.469,0.452,0.469
t_4161,0.139,0.485,0.485,0.485,0.503,0.494,0.503
t_4162,0.124,0.497,0.497,0.497,0.55,0.524,0.55
t_4163,0.091,0.492,0.492,0.492,0.59,0.541,0.59
t_4164,0.081,0.481,0.481,0.481,0.589,0.535,0.589
t_4165,0.081,0.476,0.476,0.476,0.582,0.529,0.582
t_4166,0.074,0.445,0.445,0.445,0.58,0.513,0.58
t_4167,0.064,0.373,0.373,0.373,0.571,0.472,0.571
t_4168,0.055,0.282,0.282,0.282,0.54,0.411,0.54
t_4169,0.049,0.195,0.195,0.195,0.456,0.326,0.456
t_4170,0.021,0.11,0.11,0.11,0.295,0.203,0.295
t_4171,0.007,0.035,0.035,0.035,0.167,0.101,0.167
t_4172,0.008,0.019,0.019,0.019,0.126,0.073,0.126
t_4173,0.008,0.007,0.007,0.007,0.098,0.053,0.098
t_4174,0.005,0.007,0.007,0.007,0.081,0.044,0.081
t_4175,0.004,0.008,0.008,0.008,0.065,0.037,0.065
t_4176,0.004,0.006,0.006,0.006,0.052,0.029,0.052
t_4177,0.004,0.006,0.006,0.006,0.039,0.023,0.039
t_4178,0.003,0.008,0.008,0.008,0.026,0.017,0.026
t_4179,0.004,0.018,0.018,0.018,0.014,0.016,0.014
t_4180,0.007,0.033,0.033,0.033,0.003,0.018,0.003
t_4181,0.016,0.117,0.117,0.117,0.001,0.059,0.001
t_4182,0.006,0.084,0.084,0.084,0.0,0.042,0.0
t_4183,0.001,0.052,0.052,0.052,0.0,0.026,0.0
t_4184,0.0,0.039,0.039,0.039,0.0,0.02,0.0
t_4185,0.001,0.066,0.066,0.066,0.0,0.033,0.0
t_4186,0.029,0.055,0.055,0.055,0.0,0.028,0.0
t_4187,0.135,0.088,0.088,0.088,0.0,0.044,0.0
t_4188,0.283,0.11,0.11,0.11,0.0,0.055,0.0
t_4189,0.456,0.104,0.104,0.104,0.0,0.052,0.0
t_4190,0.598,0.068,0.068,0.068,0.0,0.034,0.0
t_4191,0.659,0.032,0.032,0.032,0.001,0.017,0.001
t_4192,0.737,0.011,0.011,0.011,0.0,0.006,0.0
t_4193,0.674,0.008,0.008,0.008,0.0,0.004,0.0
t_4194,0.651,0.011,0.011,0.011,0.0,0.006,0.0
t_4195,0.626,0.034,0.034,0.034,0.0,0.017,0.0
t_4196,0.589,0.113,0.113,0.113,0.0,0.057,0.0
t_4197,0.538,0.231,0.231,0.231,0.004,0.118,0.004
t_4198,0.45,0.587,0.587,0.587,0.02,0.304,0.02
t_4199,0.365,0.725,0.725,0.725,0.027,0.376,0.027
t_4200,0.299,0.557,0.557,0.557,0.029,0.293,0.029
t_4201,0.228,0.549,0.549,0.549,0.04,0.295,0.04
t_4202,0.225,0.536,0.536,0.536,0.044,0.29,0.044
t_4203,0.23,0.526,0.526,0.526,0.05,0.288,0.05
t_4204,0.215,0.657,0.657,0.657,0.042,0.35,0.042
t_4205,0.195,0.58,0.58,0.58,0.034,0.307,0.034
t_4206,0.168,0.41,0.41,0.41,0.014,0.212,0.014
t_4207,0.304,0.286,0.286,0.286,0.012,0.149,0.012
t_4208,0.477,0.298,0.298,0.298,0.024,0.161,0.024
t_4209,0.614,0.234,0.234,0.234,0.026,0.13,0.026
t_4210,0.579,0.331,0.331,0.331,0.023,0.177,0.023
t_4211,0.546,0.324,0.324,0.324,0.02,0.172,0.02
t_4212,0.385,0.539,0.539,0.539,0.015,0.277,0.015
t_4213,0.296,0.732,0.732,0.732,0.013,0.373,0.013
t_4214,0.297,0.699,0.699,0.699,0.018,0.359,0.018
t_4215,0.311,0.681,0.681,0.681,0.037,0.359,0.037
t_4216,0.35,0.594,0.594,0.594,0.085,0.34,0.085
t_4217,0.378,0.457,0.457,0.457,0.161,0.309,0.161
t_4218,0.369,0.303,0.303,0.303,0.252,0.278,0.252
t_4219,0.278,0.234,0.234,0.234,0.313,0.274,0.313
t_4220,0.217,0.233,0.233,0.233,0.32,0.277,0.32
t_4221,0.221,0.313,0.313,0.313,0.33,0.322,0.33
t_4222,0.237,0.456,0.456,0.456,0.333,0.395,0.333
t_4223,0.254,0.613,0.613,0.613,0.348,0.481,0.348
t_4224,0.269,0.723,0.723,0.723,0.323,0.523,0.323
t_4225,0.264,0.822,0.822,0.822,0.265,0.544,0.265
t_4226,0.248,0.896,0.896,0.896,0.209,0.553,0.209
t_4227,0.243,0.974,0.974,0.974,0.16,0.567,0.16
t_4228,0.226,0.981,0.981,0.981,0.172,0.577,0.172
t_4229,0.198,0.993,0.993,0.993,0.243,0.618,0.243
t_4230,0.156,0.965,0.965,0.965,0.316,0.641,0.316
t_4231,0.228,0.956,0.956,0.956,0.482,0.719,0.482
t_4232,0.285,0.992,0.992,0.992,0.734,0.863,0.734
t_4233,0.284,0.998,0.998,0.998,0.884,0.941,0.884
t_4234,0.269,0.996,0.996,0.996,0.94,0.968,0.94
t_4235,0.234,0.973,0.973,0.973,0.972,0.973,0.972
t_4236,0.238,0.946,0.946,0.946,0.985,0.966,0.985
t_4237,0.284,0.914,0.914,0.914,0.987,0.951,0.987
t_4238,0.334,0.764,0.764,0.764,0.987,0.876,0.987
t_4239,0.375,0.643,0.643,0.643,0.977,0.81,0.977
t_4240,0.415,0.583,0.583,0.583,0.961,0.772,0.961
t_4241,0.423,0.482,0.482,0.482,0.898,0.69,0.898
t_4242,0.392,0.337,0.337,0.337,0.725,0.531,0.725
t_4243,0.236,0.187,0.187,0.187,0.512,0.35,0.512
t_4244,0.138,0.142,0.142,0.142,0.437,0.29,0.437
t_4245,0.105,0.139,0.139,0.139,0.412,0.276,0.412
t_4246,0.081,0.111,0.111,0.111,0.387,0.249,0.387
t_4247,0.074,0.095,0.095,0.095,0.361,0.228,0.361
t_4248,0.078,0.092,0.092,0.092,0.327,0.21,0.327
t_4249,0.095,0.098,0.098,0.098,0.288,0.193,0.288
t_4250,0.105,0.113,0.113,0.113,0.26,0.187,0.26
t_4251,0.122,0.127,0.127,0.127,0.24,0.184,0.24
t_4252,0.132,0.131,0.131,0.131,0.233,0.182,0.233
t_4253,0.159,0.121,0.121,0.121,0.193,0.157,0.193
t_4254,0.161,0.117,0.117,0.117,0.214,0.166,0.214
t_4255,0.204,0.209,0.209,0.209,0.314,0.262,0.314
t_4256,0.225,0.294,0.294,0.294,0.342,0.318,0.342
t_4257,0.23,0.377,0.377,0.377,0.385,0.381,0.385
t_4258,0.208,0.37,0.37,0.37,0.375,0.373,0.375
t_4259,0.185,0.364,0.364,0.364,0.378,0.371,0.378
t_4260,0.198,0.379,0.379,0.379,0.39,0.385,0.39
t_4261,0.218,0.399,0.399,0.399,0.39,0.395,0.39
t_4262,0.243,0.375,0.375,0.375,0.362,0.369,0.362
t_4263,0.258,0.309,0.309,0.309,0.338,0.324,0.338
t_4264,0.284,0.249,0.249,0.249,0.34,0.295,0.34
t_4265,0.287,0.203,0.203,0.203,0.324,0.264,0.324
t_4266,0.278,0.148,0.148,0.148,0.263,0.206,0.263
t_4267,0.191,0.063,0.063,0.063,0.171,0.117,0.171
t_4268,0.101,0.048,0.048,0.048,0.194,0.121,0.194
t_4269,0.099,0.027,0.027,0.027,0.243,0.135,0.243
t_4270,0.082,0.027,0.027,0.027,0.294,0.161,0.294
t_4271,0.059,0.027,0.027,0.027,0.295,0.161,0.295
t_4272,0.045,0.035,0.035,0.035,0.274,0.155,0.274
t_4273,0.041,0.045,0.045,0.045,0.244,0.145,0.244
t_4274,0.066,0.107,0.107,0.107,0.217,0.162,0.217
t_4275,0.067,0.131,0.131,0.131,0.202,0.167,0.202
t_4276,0.044,0.143,0.143,0.143,0.215,0.179,0.215
t_4277,0.046,0.14,0.14,0.14,0.195,0.168,0.195
t_4278,0.024,0.103,0.103,0.103,0.198,0.151,0.198
t_4279,0.074,0.072,0.072,0.072,0.354,0.213,0.354
t_4280,0.111,0.124,0.124,0.124,0.405,0.265,0.405
t_4281,0.104,0.177,0.177,0.177,0.416,0.297,0.416
t_4282,0.091,0.179,0.179,0.179,0.429,0.304,0.429
t_4283,0.071,0.206,0.206,0.206,0.437,0.322,0.437
t_4284,0.057,0.206,0.206,0.206,0.457,0.332,0.457
t_4285,0.047,0.21,0.21,0.21,0.456,0.333,0.456
t_4286,0.042,0.194,0.194,0.194,0.468,0.331,0.468
t_4287,0.041,0.176,0.176,0.176,0.476,0.326,0.476
t_4288,0.049,0.16,0.16,0.16,0.435,0.298,0.435
t_4289,0.06,0.126,0.126,0.126,0.353,0.24,0.353
t_4290,0.061,0.069,0.069,0.069,0.191,0.13,0.191
t_4291,0.038,0.015,0.015,0.015,0.076,0.046,0.076
t_4292,0.032,0.006,0.006,0.006,0.04,0.023,0.04
t_4293,0.108,0.0,0.0,0.0,0.022,0.011,0.022
t_4294,0.116,0.0,0.0,0.0,0.017,0.009,0.017
t_4295,0.103,0.0,0.0,0.0,0.016,0.008,0.016
t_4296,0.091,0.0,0.0,0.0,0.016,0.008,0.016
t_4297,0.086,0.001,0.001,0.001,0.013,0.007,0.013
t_4298,0.097,0.003,0.003,0.003,0.009,0.006,0.009
t_4299,0.107,0.004,0.004,0.004,0.008,0.006,0.008
t_4300,0.112,0.006,0.006,0.006,0.006,0.006,0.006
t_4301,0.027,0.02,0.02,0.02,0.002,0.011,0.002
t_4302,0.061,0.028,0.028,0.028,0.001,0.015,0.001
t_4303,0.042,0.015,0.015,0.015,0.003,0.009,0.003
t_4304,0.003,0.017,0.017,0.017,0.004,0.011,0.004
t_4305,0.003,0.021,0.021,0.021,0.005,0.013,0.005
t_4306,0.004,0.046,0.046,0.046,0.013,0.03,0.013
t_4307,0.007,0.078,0.078,0.078,0.016,0.047,0.016
t_4308,0.012,0.146,0.146,0.146,0.012,0.079,0.012
t_4309,0.016,0.242,0.242,0.242,0.009,0.126,0.009
t_4310,0.017,0.399,0.399,0.399,0.008,0.204,0.008
t_4311,0.018,0.443,0.443,0.443,0.012,0.228,0.012
t_4312,0.018,0.39,0.39,0.39,0.019,0.205,0.019
t_4313,0.022,0.282,0.282,0.282,0.029,0.156,0.029
t_4314,0.036,0.177,0.177,0.177,0.016,0.097,0.016
t_4315,0.054,0.149,0.149,0.149,0.01,0.08,0.01
t_4316,0.098,0.146,0.146,0.146,0.011,0.079,0.011
t_4317,0.163,0.126,0.126,0.126,0.016,0.071,0.016
t_4318,0.211,0.094,0.094,0.094,0.031,0.063,0.031
t_4319,0.192,0.063,0.063,0.063,0.055,0.059,0.055
t_4320,0.189,0.029,0.029,0.029,0.095,0.062,0.095
t_4321,0.168,0.011,0.011,0.011,0.127,0.069,0.127
t_4322,0.153,0.01,0.01,0.01,0.13,0.07,0.13
t_4323,0.153,0.01,0.01,0.01,0.116,0.063,0.116
t_4324,0.134,0.013,0.013,0.013,0.101,0.057,0.101
t_4325,0.113,0.015,0.015,0.015,0.061,0.038,0.061
t_4326,0.061,0.007,0.007,0.007,0.046,0.027,0.046
t_4327,0.08,0.007,0.007,0.007,0.113,0.06,0.113
t_4328,0.261,0.012,0.012,0.012,0.135,0.074,0.135
t_4329,0.177,0.009,0.009,0.009,0.146,0.078,0.146
t_4330,0.083,0.006,0.006,0.006,0.155,0.081,0.155
t_4331,0.019,0.004,0.004,0.004,0.149,0.077,0.149
t_4332,0.001,0.002,0.002,0.002,0.129,0.066,0.129
t_4333,0.0,0.001,0.001,0.001,0.1,0.051,0.1
t_4334,0.001,0.0,0.0,0.0,0.068,0.034,0.068
t_4335,0.004,0.0,0.0,0.0,0.042,0.021,0.042
t_4336,0.008,0.0,0.0,0.0,0.021,0.011,0.021
t_4337,0.009,0.0,0.0,0.0,0.004,0.002,0.004
t_4338,0.01,0.0,0.0,0.0,0.0,0.0,0.0
t_4339,0.031,0.0,0.0,0.0,0.0,0.0,0.0
t_4340,0.105,0.0,0.0,0.0,0.0,0.0,0.0
t_4341,0.202,0.001,0.001,0.001,0.0,0.001,0.0
t_4342,0.271,0.002,0.002,0.002,0.0,0.001,0.0
t_4343,0.322,0.018,0.018,0.018,0.003,0.011,0.003
t_4344,0.287,0.155,0.155,0.155,0.01,0.083,0.01
t_4345,0.278,0.238,0.238,0.238,0.02,0.129,0.02
t_4346,0.216,0.374,0.374,0.374,0.027,0.201,0.027
t_4347,0.196,0.476,0.476,0.476,0.024,0.25,0.024
t_4348,0.165,0.54,0.54,0.54,0.034,0.287,0.034
t_4349,0.152,0.512,0.512,0.512,0.018,0.265,0.018
t_4350,0.149,0.365,0.365,0.365,0.009,0.187,0.009
t_4351,0.231,0.172,0.172,0.172,0.008,0.09,0.008
t_4352,0.473,0.082,0.082,0.082,0.017,0.05,0.017
t_4353,0.665,0.067,0.067,0.067,0.027,0.047,0.027
t_4354,0.723,0.023,0.023,0.023,0.047,0.035,0.047
t_4355,0.728,0.016,0.016,0.016,0.067,0.042,0.067
t_4356,0.701,0.015,0.015,0.015,0.09,0.053,0.09
t_4357,0.643,0.02,0.02,0.02,0.078,0.049,0.078
t_4358,0.636,0.035,0.035,0.035,0.048,0.042,0.048
t_4359,0.573,0.042,0.042,0.042,0.02,0.031,0.02
t_4360,0.582,0.03,0.03,0.03,0.013,0.022,0.013
t_4361,0.516,0.01,0.01,0.01,0.007,0.009,0.007
t_4362,0.315,0.004,0.004,0.004,0.003,0.004,0.003
t_4363,0.127,0.011,0.011,0.011,0.002,0.007,0.002
t_4364,0.037,0.032,0.032,0.032,0.001,0.017,0.001
t_4365,0.014,0.136,0.136,0.136,0.0,0.068,0.0
t_4366,0.013,0.158,0.158,0.158,0.004,0.081,0.004
t_4367,0.014,0.196,0.196,0.196,0.013,0.105,0.013
t_4368,0.015,0.118,0.118,0.118,0.02,0.069,0.02
t_4369,0.022,0.119,0.119,0.119,0.019,0.069,0.019
t_4370,0.017,0.194,0.194,0.194,0.009,0.102,0.009
t_4371,0.013,0.201,0.201,0.201,0.006,0.104,0.006
t_4372,0.01,0.212,0.212,0.212,0.004,0.108,0.004
t_4373,0.016,0.215,0.215,0.215,0.005,0.11,0.005
t_4374,0.023,0.178,0.178,0.178,0.003,0.091,0.003
t_4375,0.039,0.091,0.091,0.091,0.01,0.051,0.01
t_4376,0.074,0.133,0.133,0.133,0.015,0.074,0.015
t_4377,0.102,0.191,0.191,0.191,0.027,0.109,0.027
t_4378,0.131,0.238,0.238,0.238,0.06,0.149,0.06
t_4379,0.176,0.281,0.281,0.281,0.106,0.194,0.106
t_4380,0.216,0.319,0.319,0.319,0.13,0.225,0.13
t_4381,0.231,0.342,0.342,0.342,0.128,0.235,0.128
t_4382,0.231,0.331,0.331,0.331,0.113,0.222,0.113
t_4383,0.223,0.292,0.292,0.292,0.095,0.194,0.095
t_4384,0.205,0.256,0.256,0.256,0.07,0.163,0.07
t_4385,0.24,0.258,0.258,0.258,0.036,0.147,0.036
t_4386,0.289,0.214,0.214,0.214,0.036,0.125,0.036
t_4387,0.191,0.062,0.062,0.062,0.06,0.061,0.06
t_4388,0.092,0.035,0.035,0.035,0.099,0.067,0.099
t_4389,0.068,0.043,0.043,0.043,0.152,0.098,0.152
t_4390,0.087,0.042,0.042,0.042,0.195,0.119,0.195
t_4391,0.08,0.042,0.042,0.042,0.233,0.138,0.233
t_4392,0.076,0.095,0.095,0.095,0.266,0.181,0.266
t_4393,0.046,0.151,0.151,0.151,0.255,0.203,0.255
t_4394,0.026,0.161,0.161,0.161,0.19,0.176,0.19
t_4395,0.017,0.165,0.165,0.165,0.134,0.15,0.134
t_4396,0.017,0.181,0.181,0.181,0.104,0.143,0.104
t_4397,0.016,0.219,0.219,0.219,0.065,0.142,0.065
t_4398,0.011,0.222,0.222,0.222,0.019,0.121,0.019
t_4399,0.02,0.332,0.332,0.332,0.014,0.173,0.014
t_4400,0.038,0.545,0.545,0.545,0.014,0.28,0.014
t_4401,0.066,0.461,0.461,0.461,0.012,0.237,0.012
t_4402,0.136,0.561,0.561,0.561,0.007,0.284,0.007
t_4403,0.258,0.654,0.654,0.654,0.009,0.332,0.009
t_4404,0.452,0.737,0.737,0.737,0.013,0.375,0.013
t_4405,0.604,0.816,0.816,0.816,0.02,0.418,0.02
t_4406,0.686,0.907,0.907,0.907,0.028,0.468,0.028
t_4407,0.678,0.883,0.883,0.883,0.034,0.459,0.034
t_4408,0.571,0.698,0.698,0.698,0.066,0.382,0.066
t_4409,0.494,0.838,0.838,0.838,0.089,0.464,0.089
t_4410,0.333,0.928,0.928,0.928,0.066,0.497,0.066
t_4411,0.287,0.904,0.904,0.904,0.066,0.485,0.066
t_4412,0.277,0.921,0.921,0.921,0.09,0.506,0.09
t_4413,0.3,0.78,0.78,0.78,0.136,0.458,0.136
t_4414,0.306,0.815,0.815,0.815,0.145,0.48,0.145
t_4415,0.239,0.817,0.817,0.817,0.137,0.477,0.137
t_4416,0.226,0.777,0.777,0.777,0.145,0.461,0.145
t_4417,0.21,0.716,0.716,0.716,0.163,0.44,0.163
t_4418,0.194,0.644,0.644,0.644,0.213,0.429,0.213
t_4419,0.2,0.565,0.565,0.565,0.302,0.434,0.302
t_4420,0.182,0.465,0.465,0.465,0.42,0.443,0.42
t_4421,0.193,0.42,0.42,0.42,0.459,0.44,0.459
t_4422,0.215,0.417,0.417,0.417,0.42,0.419,0.42
t_4423,0.347,0.496,0.496,0.496,0.458,0.477,0.458
t_4424,0.466,0.446,0.446,0.446,0.55,0.498,0.55
t_4425,0.563,0.476,0.476,0.476,0.588,0.532,0.588
t_4426,0.63,0.498,0.498,0.498,0.574,0.536,0.574
t_4427,0.662,0.536,0.536,0.536,0.591,0.564,0.591
t_4428,0.7,0.648,0.648,0.648,0.654,0.651,0.654
t_4429,0.754,0.666,0.666,0.666,0.743,0.705,0.743
t_4430,0.784,0.662,0.662,0.662,0.798,0.73,0.798
t_4431,0.791,0.646,0.646,0.646,0.814,0.73,0.814
t_4432,0.762,0.63,0.63,0.63,0.828,0.729,0.828
t_4433,0.715,0.55,0.55,0.55,0.824,0.687,0.824
t_4434,0.636,0.355,0.355,0.355,0.751,0.553,0.751
t_4435,0.479,0.288,0.288,0.288,0.704,0.496,0.704
t_4436,0.43,0.303,0.303,0.303,0.725,0.514,0.725
t_4437,0.446,0.307,0.307,0.307,0.737,0.522,0.737
t_4438,0.465,0.326,0.326,0.326,0.74,0.533,0.74
t_4439,0.494,0.343,0.343,0.343,0.726,0.535,0.726
t_4440,0.474,0.33,0.33,0.33,0.712,0.521,0.712
t_4441,0.43,0.326,0.326,0.326,0.701,0.514,0.701
t_4442,0.397,0.289,0.289,0.289,0.686,0.488,0.686
t_4443,0.384,0.28,0.28,0.28,0.667,0.474,0.667
t_4444,0.377,0.291,0.291,0.291,0.649,0.47,0.649
t_4445,0.367,0.321,0.321,0.321,0.601,0.461,0.601
t_4446,0.373,0.38,0.38,0.38,0.587,0.484,0.587
t_4447,0.5,0.623,0.623,0.623,0.715,0.669,0.715
t_4448,0.587,0.747,0.747,0.747,0.796,0.772,0.796
t_4449,0.623,0.499,0.499,0.499,0.824,0.662,0.824
t_4450,0.576,0.669,0.669,0.669,0.854,0.762,0.854
t_4451,0.546,0.598,0.598,0.598,0.878,0.738,0.878
t_4452,0.471,0.612,0.612,0.612,0.894,0.753,0.894
t_4453,0.423,0.624,0.624,0.624,0.884,0.754,0.884
t_4454,0.44,0.631,0.631,0.631,0.889,0.76,0.889
t_4455,0.48,0.583,0.583,0.583,0.898,0.741,0.898
t_4456,0.447,0.512,0.512,0.512,0.917,0.715,0.917
t_4457,0.383,0.541,0.541,0.541,0.885,0.713,0.885
t_4458,0.307,0.487,0.487,0.487,0.858,0.673,0.858
t_4459,0.182,0.266,0.266,0.266,0.899,0.583,0.899
t_4460,0.119,0.19,0.19,0.19,0.899,0.545,0.899
t_4461,0.097,0.168,0.168,0.168,0.883,0.526,0.883
t_4462,0.095,0.172,0.172,0.172,0.859,0.516,0.859
t_4463,0.085,0.192,0.192,0.192,0.818,0.505,0.818
t_4464,0.063,0.413,0.413,0.413,0.758,0.586,0.758
t_4465,0.05,0.493,0.493,0.493,0.666,0.58,0.666
t_4466,0.053,0.548,0.548,0.548,0.593,0.571,0.593
t_4467,0.065,0.626,0.626,0.626,0.538,0.582,0.538
t_4468,0.066,0.749,0.749,0.749,0.504,0.627,0.504
t_4469,0.062,0.826,0.826,0.826,0.519,0.673,0.519
t_4470,0.084,0.882,0.882,0.882,0.536,0.709,0.536
t_4471,0.102,0.915,0.915,0.915,0.633,0.774,0.633
t_4472,0.145,0.758,0.758,0.758,0.758,0.758,0.758
t_4473,0.263,0.745,0.745,0.745,0.823,0.784,0.823
t_4474,0.284,0.78,0.78,0.78,0.733,0.757,0.733
t_4475,0.235,0.851,0.851,0.851,0.711,0.781,0.711
t_4476,0.194,0.854,0.854,0.854,0.717,0.786,0.717
t_4477,0.172,0.816,0.816,0.816,0.775,0.796,0.775
t_4478,0.166,0.801,0.801,0.801,0.826,0.814,0.826
t_4479,0.169,0.79,0.79,0.79,0.861,0.826,0.861
t_4480,0.191,0.732,0.732,0.732,0.838,0.785,0.838
t_4481,0.217,0.657,0.657,0.657,0.763,0.71,0.763
t_4482,0.196,0.461,0.461,0.461,0.651,0.556,0.651
t_4483,0.135,0.302,0.302,0.302,0.638,0.47,0.638
t_4484,0.09,0.258,0.258,0.258,0.63,0.444,0.63
t_4485,0.098,0.22,0.22,0.22,0.592,0.406,0.592
t_4486,0.099,0.201,0.201,0.201,0.545,0.373,0.545
t_4487,0.088,0.169,0.169,0.169,0.494,0.332,0.494
t_4488,0.079,0.134,0.134,0.134,0.444,0.289,0.444
t_4489,0.073,0.089,0.089,0.089,0.402,0.246,0.402
t_4490,0.196,0.069,0.069,0.069,0.371,0.22,0.371
t_4491,0.196,0.057,0.057,0.057,0.354,0.206,0.354
t_4492,0.173,0.041,0.041,0.041,0.308,0.175,0.308
t_4493,0.141,0.026,0.026,0.026,0.272,0.149,0.272
t_4494,0.091,0.006,0.006,0.006,0.25,0.128,0.25
t_4495,0.126,0.008,0.008,0.008,0.38,0.194,0.38
t_4496,0.113,0.031,0.031,0.031,0.514,0.273,0.514
t_4497,0.01,0.047,0.047,0.047,0.554,0.301,0.554
t_4498,0.003,0.041,0.041,0.041,0.55,0.296,0.55
t_4499,0.001,0.038,0.038,0.038,0.499,0.269,0.499
t_4500,0.001,0.043,0.043,0.043,0.42,0.232,0.42
t_4501,0.001,0.054,0.054,0.054,0.35,0.202,0.35
t_4502,0.001,0.067,0.067,0.067,0.285,0.176,0.285
t_4503,0.002,0.076,0.076,0.076,0.232,0.154,0.232
t_4504,0.004,0.084,0.084,0.084,0.195,0.14,0.195
t_4505,0.005,0.071,0.071,0.071,0.141,0.106,0.141
t_4506,0.003,0.064,0.064,0.064,0.062,0.063,0.062
t_4507,0.001,0.008,0.008,0.008,0.029,0.019,0.029
