t,CH01,CH02,CH03,CH04,CH05,CH06,CH07
t_2717,0.000,0.000,0.000,0.067,0.034,0.067,0.0783
t_2718,0.000,0.000,0.000,0.081,0.041,0.081,0.0975
t_2719,0.000,0.000,0.000,0.043,0.022,0.043,0.1102
t_2720,0.000,0.000,0.000,0.056,0.028,0.056,0.0813
t_2721,0.000,0.000,0.000,0.182,0.091,0.182,0.0686
t_2722,0.000,0.000,0.000,0.269,0.135,0.269,0.2236
t_2723,0.002,0.002,0.002,0.267,0.135,0.267,0.327
t_2724,0.004,0.004,0.004,0.252,0.128,0.252,0.3452
t_2725,0.008,0.008,0.008,0.254,0.131,0.254,0.3157
t_2726,0.010,0.010,0.010,0.278,0.144,0.278,0.2227
t_2727,0.007,0.007,0.007,0.322,0.165,0.322,0.1187
t_2728,0.002,0.002,0.002,0.359,0.181,0.359,0.0516
t_2729,0.000,0.000,0.000,0.350,0.175,0.350,0.0294
t_2730,0.000,0.000,0.000,0.443,0.222,0.443,0.0197
t_2731,0.000,0.000,0.000,0.518,0.259,0.518,0.0057
t_2732,0.000,0.000,0.000,0.521,0.261,0.521,0.0032
t_2733,0.000,0.000,0.000,0.473,0.237,0.473,0.0014
t_2734,0.000,0.000,0.000,0.415,0.208,0.415,0.002
t_2735,0.000,0.000,0.000,0.353,0.177,0.353,0.0069
t_2736,0.000,0.000,0.000,0.297,0.149,0.297,0.0138
t_2737,0.000,0.000,0.000,0.254,0.127,0.254,0.0237
t_2738,0.000,0.000,0.000,0.248,0.124,0.248,0.0335
t_2739,0.000,0.000,0.000,0.255,0.128,0.255,0.0224
t_2740,0.001,0.001,0.001,0.241,0.121,0.241,0.01
t_2741,0.001,0.001,0.001,0.220,0.111,0.220,0.0015
t_2742,0.001,0.001,0.001,0.172,0.087,0.172,0
t_2743,0.001,0.001,0.001,0.161,0.081,0.161,0.0001
t_2744,0.001,0.001,0.001,0.199,0.100,0.199,0.001
t_2745,0.003,0.003,0.003,0.171,0.087,0.171,0.0092
t_2746,0.002,0.002,0.002,0.128,0.065,0.128,0.0551
t_2747,0.000,0.000,0.000,0.085,0.043,0.085,0.1104
t_2748,0.001,0.001,0.001,0.054,0.028,0.054,0.1453
t_2749,0.007,0.007,0.007,0.035,0.021,0.035,0.1481
t_2750,0.013,0.013,0.013,0.022,0.018,0.022,0.1302
t_2751,0.025,0.025,0.025,0.014,0.020,0.014,0.0912
t_2752,0.133,0.133,0.133,0.011,0.072,0.011,0.0592
t_2753,0.254,0.254,0.254,0.005,0.130,0.005,0.0364
t_2754,0.195,0.195,0.195,0.001,0.098,0.001,0.0198
t_2755,0.218,0.218,0.218,0.001,0.110,0.001,0.0162
t_2756,0.242,0.242,0.242,0.001,0.122,0.001,0.0123
t_2757,0.220,0.220,0.220,0.004,0.112,0.004,0.0061
t_2758,0.232,0.232,0.232,0.014,0.123,0.014,0.0023
t_2759,0.237,0.237,0.237,0.040,0.139,0.040,0.0058
t_2760,0.222,0.222,0.222,0.044,0.133,0.044,0.0149
t_2761,0.194,0.194,0.194,0.039,0.117,0.039,0.0216
t_2762,0.165,0.165,0.165,0.030,0.098,0.030,0.0271
t_2763,0.140,0.140,0.140,0.030,0.085,0.030,0.0232
t_2764,0.128,0.128,0.128,0.037,0.083,0.037,0.0306
t_2765,0.122,0.122,0.122,0.046,0.084,0.046,0.0414
t_2766,0.112,0.112,0.112,0.050,0.081,0.050,0.0458
t_2767,0.097,0.097,0.097,0.061,0.079,0.061,0.0672
t_2768,0.092,0.092,0.092,0.083,0.088,0.083,0.0937
t_2769,0.104,0.104,0.104,0.102,0.103,0.102,0.0858
t_2770,0.110,0.110,0.110,0.105,0.108,0.105,0.0635
t_2771,0.127,0.127,0.127,0.098,0.113,0.098,0.0586
t_2772,0.150,0.150,0.150,0.092,0.121,0.092,0.0716
t_2773,0.179,0.179,0.179,0.087,0.133,0.087,0.083
t_2774,0.200,0.200,0.200,0.082,0.141,0.082,0.0899
t_2775,0.213,0.213,0.213,0.065,0.139,0.065,0.0931
t_2776,0.223,0.223,0.223,0.061,0.142,0.061,0.0768
t_2777,0.207,0.207,0.207,0.062,0.135,0.062,0.0578
t_2778,0.161,0.161,0.161,0.087,0.124,0.087,0.0322
t_2779,0.120,0.120,0.120,0.133,0.127,0.133,0.016
t_2780,0.198,0.198,0.198,0.166,0.182,0.166,0.0079
t_2781,0.233,0.233,0.233,0.177,0.205,0.177,0.0055
t_2782,0.252,0.252,0.252,0.166,0.209,0.166,0.0046
t_2783,0.244,0.244,0.244,0.168,0.206,0.168,0.0052
t_2784,0.127,0.127,0.127,0.173,0.150,0.173,0.0058
t_2785,0.119,0.119,0.119,0.194,0.157,0.194,0.0087
t_2786,0.104,0.104,0.104,0.200,0.152,0.200,0.0113
t_2787,0.085,0.085,0.085,0.194,0.140,0.194,0.0128
t_2788,0.069,0.069,0.069,0.190,0.130,0.190,0.0118
t_2789,0.063,0.063,0.063,0.167,0.115,0.167,0.0088
t_2790,0.045,0.045,0.045,0.143,0.094,0.143,0.0049
t_2791,0.028,0.028,0.028,0.153,0.091,0.153,0.0043
t_2792,0.021,0.021,0.021,0.191,0.106,0.191,0.0177
t_2793,0.035,0.035,0.035,0.202,0.119,0.202,0.0348
t_2794,0.029,0.029,0.029,0.198,0.114,0.198,0.048
t_2795,0.028,0.028,0.028,0.180,0.104,0.180,0.0569
t_2796,0.030,0.030,0.030,0.166,0.098,0.166,0.0576
t_2797,0.027,0.027,0.027,0.155,0.091,0.155,0.0563
t_2798,0.019,0.019,0.019,0.146,0.083,0.146,0.051
t_2799,0.013,0.013,0.013,0.144,0.079,0.144,0.0443
t_2800,0.003,0.003,0.003,0.129,0.066,0.129,0.0405
t_2801,0.005,0.005,0.005,0.088,0.047,0.088,0.0296
t_2802,0.000,0.000,0.000,0.048,0.024,0.048,0.018
t_2803,0.000,0.000,0.000,0.050,0.025,0.050,0.0093
t_2804,0.000,0.000,0.000,0.055,0.028,0.055,0.0031
t_2805,0.000,0.000,0.000,0.054,0.027,0.054,0.0009
t_2806,0.000,0.000,0.000,0.040,0.020,0.040,0.0015
t_2807,0.000,0.000,0.000,0.029,0.015,0.029,0.003
t_2808,0.000,0.000,0.000,0.024,0.012,0.024,0.0048
t_2809,0.000,0.000,0.000,0.022,0.011,0.022,0.0045
t_2810,0.000,0.000,0.000,0.020,0.010,0.020,0.0034
t_2811,0.000,0.000,0.000,0.020,0.010,0.020,0.0023
t_2812,0.000,0.000,0.000,0.026,0.013,0.026,0.0027
t_2813,0.000,0.000,0.000,0.027,0.014,0.027,0.0048
t_2814,0.000,0.000,0.000,0.015,0.008,0.015,0.0053
t_2815,0.000,0.000,0.000,0.013,0.007,0.013,0.0017
t_2816,0.005,0.005,0.005,0.011,0.008,0.011,0.0001
t_2817,0.009,0.009,0.009,0.006,0.008,0.006,0
t_2818,0.011,0.011,0.011,0.003,0.007,0.003,0
t_2819,0.007,0.007,0.007,0.002,0.005,0.002,0
t_2820,0.001,0.001,0.001,0.002,0.002,0.002,0
t_2821,0.000,0.000,0.000,0.001,0.001,0.001,0
t_2822,0.000,0.000,0.000,0.000,0.000,0.000,0.0001
t_2823,0.000,0.000,0.000,0.000,0.000,0.000,0
t_2824,0.000,0.000,0.000,0.000,0.000,0.000,0.0034
t_2825,0.001,0.001,0.001,0.000,0.001,0.000,0.0132
t_2826,0.003,0.003,0.003,0.000,0.002,0.000,0.017
t_2827,0.004,0.004,0.004,0.000,0.002,0.000,0.0071
t_2828,0.006,0.006,0.006,0.000,0.003,0.000,0.0011
t_2829,0.005,0.005,0.005,0.000,0.003,0.000,0
t_2830,0.004,0.004,0.004,0.001,0.003,0.001,0
t_2831,0.006,0.006,0.006,0.004,0.005,0.004,0
t_2832,0.003,0.003,0.003,0.008,0.006,0.008,0
t_2833,0.004,0.004,0.004,0.013,0.009,0.013,0.0001
t_2834,0.017,0.017,0.017,0.002,0.010,0.002,0.0001
t_2835,0.029,0.029,0.029,0.003,0.016,0.003,0
t_2836,0.049,0.049,0.049,0.003,0.026,0.003,0
t_2837,0.085,0.085,0.085,0.004,0.045,0.004,0
t_2838,0.112,0.112,0.112,0.001,0.057,0.001,0
t_2839,0.066,0.066,0.066,0.000,0.033,0.000,0.0001
t_2840,0.033,0.033,0.033,0.000,0.017,0.000,0.0114
t_2841,0.026,0.026,0.026,0.000,0.013,0.000,0.018
t_2842,0.012,0.012,0.012,0.000,0.006,0.000,0.0272
t_2843,0.009,0.009,0.009,0.000,0.005,0.000,0.0473
t_2844,0.008,0.008,0.008,0.000,0.004,0.000,0.0593
t_2845,0.009,0.009,0.009,0.001,0.005,0.001,0.0632
t_2846,0.010,0.010,0.010,0.001,0.006,0.001,0.0597
t_2847,0.018,0.018,0.018,0.002,0.010,0.002,0.053
t_2848,0.025,0.025,0.025,0.002,0.014,0.002,0.0564
t_2849,0.022,0.022,0.022,0.003,0.013,0.003,0.0614
t_2850,0.017,0.017,0.017,0.006,0.012,0.006,0.0486
t_2851,0.018,0.018,0.018,0.009,0.014,0.009,0.0251
t_2852,0.014,0.014,0.014,0.013,0.014,0.013,0.0167
t_2853,0.018,0.018,0.018,0.026,0.022,0.026,0.017
t_2854,0.024,0.024,0.024,0.020,0.022,0.020,0.0197
t_2855,0.032,0.032,0.032,0.009,0.021,0.009,0.0213
t_2856,0.042,0.042,0.042,0.001,0.022,0.001,0.0349
t_2857,0.035,0.035,0.035,0.008,0.022,0.008,0.0345
t_2858,0.023,0.023,0.023,0.028,0.026,0.028,0.0235
t_2859,0.020,0.020,0.020,0.067,0.044,0.067,0.0152
t_2860,0.020,0.020,0.020,0.087,0.054,0.087,0.0215
t_2861,0.014,0.014,0.014,0.087,0.051,0.087,0.0406
t_2862,0.016,0.016,0.016,0.052,0.034,0.052,0.0582
t_2863,0.015,0.015,0.015,0.034,0.025,0.034,0.0644
t_2864,0.013,0.013,0.013,0.029,0.021,0.029,0.075
t_2865,0.010,0.010,0.010,0.012,0.011,0.012,0.0635
t_2866,0.007,0.007,0.007,0.004,0.006,0.004,0.0389
t_2867,0.003,0.003,0.003,0.002,0.003,0.002,0.0227
t_2868,0.002,0.002,0.002,0.002,0.002,0.002,0.0173
t_2869,0.003,0.003,0.003,0.001,0.002,0.001,0.0167
t_2870,0.003,0.003,0.003,0.001,0.002,0.001,0.018
t_2871,0.008,0.008,0.008,0.001,0.005,0.001,0.0187
t_2872,0.009,0.009,0.009,0.001,0.005,0.001,0.025
t_2873,0.011,0.011,0.011,0.001,0.006,0.001,0.0328
t_2874,0.016,0.016,0.016,0.001,0.009,0.001,0.0201
t_2875,0.019,0.019,0.019,0.001,0.010,0.001,0.0264
t_2876,0.028,0.028,0.028,0.001,0.015,0.001,0.0633
t_2877,0.010,0.010,0.010,0.001,0.006,0.001,0.116
t_2878,0.018,0.018,0.018,0.001,0.010,0.001,0.1489
t_2879,0.026,0.026,0.026,0.001,0.014,0.001,0.18
t_2880,0.031,0.031,0.031,0.001,0.016,0.001,0.2101
t_2881,0.017,0.017,0.017,0.002,0.010,0.002,0.2128
t_2882,0.018,0.018,0.018,0.002,0.010,0.002,0.1978
t_2883,0.021,0.021,0.021,0.002,0.012,0.002,0.1816
t_2884,0.026,0.026,0.026,0.001,0.014,0.001,0.1683
t_2885,0.041,0.041,0.041,0.000,0.021,0.000,0.1487
t_2886,0.043,0.043,0.043,0.000,0.022,0.000,0.1168
t_2887,0.061,0.061,0.061,0.000,0.031,0.000,0.0701
t_2888,0.143,0.143,0.143,0.000,0.072,0.000,0.0032
t_2889,0.179,0.179,0.179,0.000,0.090,0.000,0.0007
t_2890,0.141,0.141,0.141,0.000,0.071,0.000,0.0002
t_2891,0.095,0.095,0.095,0.000,0.048,0.000,0
t_2892,0.075,0.075,0.075,0.000,0.038,0.000,0.0001
t_2893,0.068,0.068,0.068,0.001,0.035,0.001,0.0002
t_2894,0.077,0.077,0.077,0.003,0.040,0.003,0.0011
t_2895,0.100,0.100,0.100,0.006,0.053,0.006,0.004
t_2896,0.156,0.156,0.156,0.016,0.086,0.016,0.0066
t_2897,0.226,0.226,0.226,0.028,0.127,0.028,0.0082
t_2898,0.235,0.235,0.235,0.023,0.129,0.023,0.0066
t_2899,0.301,0.301,0.301,0.034,0.168,0.034,0.0042
t_2900,0.351,0.351,0.351,0.051,0.201,0.051,0.0029
t_2901,0.350,0.350,0.350,0.057,0.204,0.057,0.0053
t_2902,0.288,0.288,0.288,0.059,0.174,0.059,0.011
t_2903,0.223,0.223,0.223,0.060,0.142,0.060,0.0227
t_2904,0.208,0.208,0.208,0.060,0.134,0.060,0.0295
t_2905,0.163,0.163,0.163,0.062,0.113,0.062,0.0329
t_2906,0.134,0.134,0.134,0.069,0.102,0.069,0.0362
t_2907,0.104,0.104,0.104,0.072,0.088,0.072,0.0315
t_2908,0.071,0.071,0.071,0.071,0.071,0.071,0.0332
t_2909,0.065,0.065,0.065,0.074,0.070,0.074,0.0365
t_2910,0.054,0.054,0.054,0.057,0.056,0.057,0.0334
t_2911,0.016,0.016,0.016,0.090,0.053,0.090,0.0156
t_2912,0.019,0.019,0.019,0.129,0.074,0.129,0.0025
t_2913,0.022,0.022,0.022,0.139,0.081,0.139,0.0036
t_2914,0.020,0.020,0.020,0.131,0.076,0.131,0.0032
t_2915,0.020,0.020,0.020,0.112,0.066,0.112,0.0049
t_2916,0.024,0.024,0.024,0.103,0.064,0.103,0.0062
t_2917,0.035,0.035,0.035,0.109,0.072,0.109,0.0211
t_2918,0.047,0.047,0.047,0.113,0.080,0.113,0.057
t_2919,0.056,0.056,0.056,0.109,0.083,0.109,0.0697
t_2920,0.068,0.068,0.068,0.113,0.091,0.113,0.0804
t_2921,0.079,0.079,0.079,0.113,0.096,0.113,0.0772
t_2922,0.097,0.097,0.097,0.087,0.092,0.087,0.0491
t_2923,0.166,0.166,0.166,0.138,0.152,0.138,0.0209
t_2924,0.195,0.195,0.195,0.162,0.179,0.162,0.0056
t_2925,0.150,0.150,0.150,0.156,0.153,0.156,0.0016
t_2926,0.155,0.155,0.155,0.184,0.170,0.184,0.0009
t_2927,0.123,0.123,0.123,0.195,0.159,0.195,0.0015
t_2928,0.112,0.112,0.112,0.198,0.155,0.198,0.0014
t_2929,0.126,0.126,0.126,0.190,0.158,0.190,0.0022
t_2930,0.269,0.269,0.269,0.178,0.224,0.178,0.0055
t_2931,0.336,0.336,0.336,0.168,0.252,0.168,0.0071
t_2932,0.354,0.354,0.354,0.134,0.244,0.134,0.0053
t_2933,0.347,0.347,0.347,0.112,0.230,0.112,0.0008
t_2934,0.274,0.274,0.274,0.064,0.169,0.064,0
t_2935,0.094,0.094,0.094,0.024,0.059,0.024,0
t_2936,0.001,0.001,0.001,0.052,0.027,0.052,0.0004
t_2937,0.000,0.000,0.000,0.052,0.026,0.052,0.003
t_2938,0.001,0.001,0.001,0.056,0.029,0.056,0.0088
t_2939,0.000,0.000,0.000,0.058,0.029,0.058,0.0139
t_2940,0.000,0.000,0.000,0.068,0.034,0.068,0.0175
t_2941,0.000,0.000,0.000,0.072,0.036,0.072,0.0322
t_2942,0.000,0.000,0.000,0.072,0.036,0.072,0.0413
t_2943,0.000,0.000,0.000,0.069,0.035,0.069,0.0572
t_2944,0.000,0.000,0.000,0.056,0.028,0.056,0.0607
t_2945,0.000,0.000,0.000,0.034,0.017,0.034,0.0575
t_2946,0.000,0.000,0.000,0.020,0.010,0.020,0.0339
t_2947,0.000,0.000,0.000,0.024,0.012,0.024,0.0077
t_2948,0.001,0.001,0.001,0.019,0.010,0.019,0.0008
t_2949,0.009,0.009,0.009,0.013,0.011,0.013,0
t_2950,0.015,0.015,0.015,0.014,0.015,0.014,0
t_2951,0.012,0.012,0.012,0.017,0.015,0.017,0
t_2952,0.011,0.011,0.011,0.022,0.017,0.022,0
t_2953,0.009,0.009,0.009,0.025,0.017,0.025,0
t_2954,0.005,0.005,0.005,0.012,0.009,0.012,0
t_2955,0.002,0.002,0.002,0.001,0.002,0.001,0
t_2956,0.002,0.002,0.002,0.000,0.001,0.000,0
t_2957,0.001,0.001,0.001,0.000,0.001,0.000,0
t_2958,0.000,0.000,0.000,0.000,0.000,0.000,0
t_2959,0.000,0.000,0.000,0.000,0.000,0.000,0.0001
t_2960,0.000,0.000,0.000,0.000,0.000,0.000,0.006
t_2961,0.000,0.000,0.000,0.000,0.000,0.000,0.0153
t_2962,0.000,0.000,0.000,0.000,0.000,0.000,0.0228
t_2963,0.000,0.000,0.000,0.000,0.000,0.000,0.0297
t_2964,0.000,0.000,0.000,0.002,0.001,0.002,0.0355
t_2965,0.010,0.010,0.010,0.003,0.007,0.003,0.0411
t_2966,0.024,0.024,0.024,0.004,0.014,0.004,0.0472
t_2967,0.009,0.009,0.009,0.006,0.008,0.006,0.0505
t_2968,0.014,0.014,0.014,0.006,0.010,0.006,0.0574
t_2969,0.013,0.013,0.013,0.003,0.008,0.003,0.048
t_2970,0.009,0.009,0.009,0.002,0.006,0.002,0.0263
t_2971,0.011,0.011,0.011,0.002,0.007,0.002,0.0223
t_2972,0.007,0.007,0.007,0.001,0.004,0.001,0.0484
t_2973,0.006,0.006,0.006,0.001,0.004,0.001,0.069
t_2974,0.007,0.007,0.007,0.002,0.005,0.002,0.0695
t_2975,0.006,0.006,0.006,0.003,0.005,0.003,0.0645
t_2976,0.006,0.006,0.006,0.003,0.005,0.003,0.0635
t_2977,0.008,0.008,0.008,0.002,0.005,0.002,0.0692
t_2978,0.007,0.007,0.007,0.001,0.004,0.001,0.0809
t_2979,0.009,0.009,0.009,0.000,0.005,0.000,0.0923
t_2980,0.013,0.013,0.013,0.000,0.007,0.000,0.0915
t_2981,0.022,0.022,0.022,0.000,0.011,0.000,0.0609
t_2982,0.028,0.028,0.028,0.000,0.014,0.000,0.0462
t_2983,0.011,0.011,0.011,0.000,0.006,0.000,0.0197
t_2984,0.001,0.001,0.001,0.000,0.001,0.000,0.006
t_2985,0.001,0.001,0.001,0.001,0.001,0.001,0.0043
t_2986,0.000,0.000,0.000,0.004,0.002,0.004,0.0046
t_2987,0.000,0.000,0.000,0.011,0.006,0.011,0.0103
t_2988,0.002,0.002,0.002,0.014,0.008,0.014,0.0192
t_2989,0.009,0.009,0.009,0.011,0.010,0.011,0.0285
t_2990,0.017,0.017,0.017,0.008,0.013,0.008,0.0404
t_2991,0.020,0.020,0.020,0.009,0.015,0.009,0.0552
t_2992,0.021,0.021,0.021,0.007,0.014,0.007,0.0417
t_2993,0.016,0.016,0.016,0.002,0.009,0.002,0.0261
t_2994,0.015,0.015,0.015,0.000,0.008,0.000,0.0103
t_2995,0.022,0.022,0.022,0.000,0.011,0.000,0.0051
t_2996,0.026,0.026,0.026,0.000,0.013,0.000,0.0057
t_2997,0.030,0.030,0.030,0.000,0.015,0.000,0.0073
t_2998,0.049,0.049,0.049,0.000,0.025,0.000,0.0068
t_2999,0.046,0.046,0.046,0.000,0.023,0.000,0.0077
t_3000,0.046,0.046,0.046,0.001,0.024,0.001,0.0119
t_3001,0.044,0.044,0.044,0.002,0.023,0.002,0.016
t_3002,0.045,0.045,0.045,0.004,0.025,0.004,0.0198
t_3003,0.043,0.043,0.043,0.008,0.026,0.008,0.0196
t_3004,0.079,0.079,0.079,0.015,0.047,0.015,0.0174
t_3005,0.083,0.083,0.083,0.030,0.057,0.030,0.015
t_3006,0.064,0.064,0.064,0.033,0.049,0.033,0.0104
t_3007,0.020,0.020,0.020,0.009,0.015,0.009,0
t_3008,0.001,0.001,0.001,0.009,0.005,0.009,0.0085
t_3009,0.000,0.000,0.000,0.014,0.007,0.014,0.0193
t_3010,0.000,0.000,0.000,0.014,0.007,0.014,0.0239
t_3011,0.000,0.000,0.000,0.013,0.007,0.013,0.0351
t_3012,0.000,0.000,0.000,0.018,0.009,0.018,0.0492
t_3013,0.000,0.000,0.000,0.033,0.017,0.033,0.0653
t_3014,0.000,0.000,0.000,0.056,0.028,0.056,0.0843
t_3015,0.000,0.000,0.000,0.079,0.040,0.079,0.0979
t_3016,0.001,0.001,0.001,0.081,0.041,0.081,0.0952
t_3017,0.002,0.002,0.002,0.034,0.018,0.034,0.0777
t_3018,0.001,0.001,0.001,0.019,0.010,0.019,0.0509
t_3019,0.002,0.002,0.002,0.015,0.009,0.015,0.027
t_3020,0.001,0.001,0.001,0.011,0.006,0.011,0.0129
t_3021,0.001,0.001,0.001,0.016,0.009,0.016,0.0103
t_3022,0.001,0.001,0.001,0.028,0.015,0.028,0.016
t_3023,0.002,0.002,0.002,0.045,0.024,0.045,0.0308
t_3024,0.002,0.002,0.002,0.059,0.031,0.059,0.0398
t_3025,0.002,0.002,0.002,0.065,0.034,0.065,0.0431
t_3026,0.002,0.002,0.002,0.067,0.035,0.067,0.0428
t_3027,0.003,0.003,0.003,0.078,0.041,0.078,0.0434
t_3028,0.002,0.002,0.002,0.061,0.032,0.061,0.0382
t_3029,0.002,0.002,0.002,0.058,0.030,0.058,0.0318
t_3030,0.004,0.004,0.004,0.047,0.026,0.047,0.0262
t_3031,0.001,0.001,0.001,0.019,0.010,0.019,0.0143
t_3032,0.001,0.001,0.001,0.032,0.017,0.032,0.0004
t_3033,0.001,0.001,0.001,0.040,0.021,0.040,0
t_3034,0.001,0.001,0.001,0.044,0.023,0.044,0
t_3035,0.001,0.001,0.001,0.047,0.024,0.047,0.0001
t_3036,0.002,0.002,0.002,0.048,0.025,0.048,0.0013
t_3037,0.005,0.005,0.005,0.051,0.028,0.051,0.0028
t_3038,0.012,0.012,0.012,0.055,0.034,0.055,0.0028
t_3039,0.019,0.019,0.019,0.055,0.037,0.055,0.0049
t_3040,0.026,0.026,0.026,0.045,0.036,0.045,0.0211
t_3041,0.033,0.033,0.033,0.014,0.024,0.014,0.0479
t_3042,0.015,0.015,0.015,0.005,0.010,0.005,0.0624
t_3043,0.019,0.019,0.019,0.004,0.012,0.004,0.0915
t_3044,0.039,0.039,0.039,0.005,0.022,0.005,0.1601
t_3045,0.061,0.061,0.061,0.009,0.035,0.009,0.2029
t_3046,0.098,0.098,0.098,0.019,0.059,0.019,0.1855
t_3047,0.141,0.141,0.141,0.039,0.090,0.039,0.1477
t_3048,0.324,0.324,0.324,0.071,0.198,0.071,0.1079
t_3049,0.379,0.379,0.379,0.129,0.254,0.129,0.0857
t_3050,0.410,0.410,0.410,0.198,0.304,0.198,0.0744
t_3051,0.416,0.416,0.416,0.272,0.344,0.272,0.0638
t_3052,0.398,0.398,0.398,0.329,0.364,0.329,0.0621
t_3053,0.375,0.375,0.375,0.352,0.364,0.352,0.0626
t_3054,0.320,0.320,0.320,0.305,0.313,0.305,0.0562
t_3055,0.111,0.111,0.111,0.254,0.183,0.254,0.0561
t_3056,0.108,0.108,0.108,0.320,0.214,0.320,0.0551
t_3057,0.140,0.140,0.140,0.468,0.304,0.468,0.045
t_3058,0.198,0.198,0.198,0.555,0.377,0.555,0.0398
t_3059,0.247,0.247,0.247,0.646,0.447,0.646,0.0369
t_3060,0.280,0.280,0.280,0.708,0.494,0.708,0.0491
t_3061,0.329,0.329,0.329,0.725,0.527,0.725,0.0723
t_3062,0.402,0.402,0.402,0.709,0.556,0.709,0.1197
t_3063,0.482,0.482,0.482,0.666,0.574,0.666,0.1588
t_3064,0.491,0.491,0.491,0.559,0.525,0.559,0.144
t_3065,0.359,0.359,0.359,0.390,0.375,0.390,0.1152
t_3066,0.222,0.222,0.222,0.360,0.291,0.360,0.074
t_3067,0.166,0.166,0.166,0.368,0.267,0.368,0.0398
t_3068,0.204,0.204,0.204,0.390,0.297,0.390,0.017
t_3069,0.259,0.259,0.259,0.409,0.334,0.409,0.0077
t_3070,0.289,0.289,0.289,0.420,0.355,0.420,0.0052
t_3071,0.307,0.307,0.307,0.436,0.372,0.436,0.0045
t_3072,0.319,0.319,0.319,0.435,0.377,0.435,0.0039
t_3073,0.310,0.310,0.310,0.428,0.369,0.428,0.0044
t_3074,0.266,0.266,0.266,0.434,0.350,0.434,0.008
t_3075,0.197,0.197,0.197,0.390,0.294,0.390,0.0108
t_3076,0.198,0.198,0.198,0.392,0.295,0.392,0.0135
t_3077,0.177,0.177,0.177,0.348,0.263,0.348,0.017
t_3078,0.149,0.149,0.149,0.305,0.227,0.305,0.0211
t_3079,0.189,0.189,0.189,0.326,0.258,0.326,0.0724
t_3080,0.265,0.265,0.265,0.375,0.320,0.375,0.1596
t_3081,0.311,0.311,0.311,0.434,0.373,0.434,0.2317
t_3082,0.294,0.294,0.294,0.477,0.386,0.477,0.2435
t_3083,0.485,0.485,0.485,0.526,0.506,0.526,0.224
t_3084,0.476,0.476,0.476,0.573,0.525,0.573,0.2084
t_3085,0.474,0.474,0.474,0.620,0.547,0.620,0.1909
t_3086,0.448,0.448,0.448,0.659,0.554,0.659,0.1701
t_3087,0.416,0.416,0.416,0.670,0.543,0.670,0.1603
t_3088,0.360,0.360,0.360,0.665,0.513,0.665,0.1761
t_3089,0.276,0.276,0.276,0.570,0.423,0.570,0.2073
t_3090,0.160,0.160,0.160,0.360,0.260,0.360,0.1928
t_3091,0.105,0.105,0.105,0.232,0.169,0.232,0.1871
t_3092,0.031,0.031,0.031,0.170,0.101,0.170,0.2474
t_3093,0.009,0.009,0.009,0.115,0.062,0.115,0.3225
t_3094,0.007,0.007,0.007,0.074,0.041,0.074,0.3841
t_3095,0.006,0.006,0.006,0.047,0.027,0.047,0.3667
t_3096,0.008,0.008,0.008,0.033,0.021,0.033,0.3129
t_3097,0.007,0.007,0.007,0.018,0.013,0.018,0.3029
t_3098,0.004,0.004,0.004,0.009,0.007,0.009,0.2692
t_3099,0.005,0.005,0.005,0.004,0.005,0.004,0.2442
t_3100,0.006,0.006,0.006,0.002,0.004,0.002,0.1985
t_3101,0.008,0.008,0.008,0.001,0.005,0.001,0.138
t_3102,0.006,0.006,0.006,0.000,0.003,0.000,0.0755
t_3103,0.001,0.001,0.001,0.000,0.001,0.000,0.0172
t_3104,0.000,0.000,0.000,0.000,0.000,0.000,0.004
t_3105,0.000,0.000,0.000,0.000,0.000,0.000,0.0072
t_3106,0.000,0.000,0.000,0.000,0.000,0.000,0.0168
t_3107,0.000,0.000,0.000,0.000,0.000,0.000,0.0273
t_3108,0.000,0.000,0.000,0.000,0.000,0.000,0.0474
t_3109,0.011,0.011,0.011,0.001,0.006,0.001,0.0539
t_3110,0.034,0.034,0.034,0.002,0.018,0.002,0.0725
t_3111,0.039,0.039,0.039,0.002,0.021,0.002,0.0786
t_3112,0.018,0.018,0.018,0.001,0.010,0.001,0.0921
t_3113,0.005,0.005,0.005,0.001,0.003,0.001,0.1079
t_3114,0.006,0.006,0.006,0.001,0.004,0.001,0.0928
t_3115,0.013,0.013,0.013,0.001,0.007,0.001,0.0513
t_3116,0.035,0.035,0.035,0.002,0.019,0.002,0.0181
t_3117,0.035,0.035,0.035,0.001,0.018,0.001,0.0043
t_3118,0.029,0.029,0.029,0.001,0.015,0.001,0.0007
t_3119,0.024,0.024,0.024,0.000,0.012,0.000,0.0007
t_3120,0.019,0.019,0.019,0.000,0.010,0.000,0.0031
t_3121,0.015,0.015,0.015,0.000,0.008,0.000,0.0121
t_3122,0.011,0.011,0.011,0.000,0.006,0.000,0.0299
t_3123,0.008,0.008,0.008,0.000,0.004,0.000,0.0439
t_3124,0.007,0.007,0.007,0.000,0.004,0.000,0.0482
t_3125,0.006,0.006,0.006,0.001,0.004,0.001,0.0358
t_3126,0.003,0.003,0.003,0.001,0.002,0.001,0.0134
t_3127,0.003,0.003,0.003,0.001,0.002,0.001,0.0043
t_3128,0.002,0.002,0.002,0.001,0.002,0.001,0.0021
t_3129,0.001,0.001,0.001,0.001,0.001,0.001,0.0053
t_3130,0.000,0.000,0.000,0.000,0.000,0.000,0.0126
