t,CH01,CH02,CH03,CH04,CH05,CH06,CH07
t_5096,0.000,0.000,0.000,0.000,0.000,0.000,0.027
t_5097,0.000,0.000,0.000,0.000,0.000,0.000,0.0248
t_5098,0.000,0.000,0.000,0.000,0.000,0.000,0.0193
t_5099,0.000,0.000,0.000,0.000,0.000,0.000,0.011
t_5100,0.000,0.000,0.000,0.000,0.000,0.000,0.0112
t_5101,0.000,0.000,0.000,0.000,0.000,0.000,0.0162
t_5102,0.000,0.000,0.000,0.000,0.000,0.000,0.0149
t_5103,0.000,0.000,0.000,0.000,0.000,0.000,0.0103
t_5104,0.001,0.001,0.001,0.000,0.001,0.000,0.0055
t_5105,0.001,0.001,0.001,0.001,0.001,0.001,0.0054
t_5106,0.008,0.008,0.008,0.002,0.005,0.002,0.0022
t_5107,0.011,0.011,0.011,0.008,0.010,0.008,0.0021
t_5108,0.029,0.029,0.029,0.022,0.026,0.022,0.0019
t_5109,0.048,0.048,0.048,0.039,0.044,0.039,0.007
t_5110,0.035,0.035,0.035,0.050,0.043,0.050,0.0177
t_5111,0.016,0.016,0.016,0.049,0.033,0.049,0.0179
t_5112,0.010,0.010,0.010,0.038,0.024,0.038,0.018
t_5113,0.006,0.006,0.006,0.027,0.017,0.027,0.0223
t_5114,0.002,0.002,0.002,0.018,0.010,0.018,0.0289
t_5115,0.000,0.000,0.000,0.011,0.006,0.011,0.0379
t_5116,0.000,0.000,0.000,0.007,0.004,0.007,0.0496
t_5117,0.004,0.004,0.004,0.004,0.004,0.004,0.0649
t_5118,0.003,0.003,0.003,0.001,0.002,0.001,0.0789
t_5119,0.001,0.001,0.001,0.002,0.002,0.002,0.0937
t_5120,0.002,0.002,0.002,0.007,0.005,0.007,0.0633
t_5121,0.008,0.008,0.008,0.002,0.005,0.002,0.041
t_5122,0.008,0.008,0.008,0.002,0.005,0.002,0.025
t_5123,0.013,0.013,0.013,0.001,0.007,0.001,0.0187
t_5124,0.016,0.016,0.016,0.001,0.009,0.001,0.0151
t_5125,0.033,0.033,0.033,0.001,0.017,0.001,0.0178
t_5126,0.062,0.062,0.062,0.001,0.032,0.001,0.0322
t_5127,0.097,0.097,0.097,0.002,0.050,0.002,0.0536
t_5128,0.111,0.111,0.111,0.002,0.057,0.002,0.0597
t_5129,0.062,0.062,0.062,0.004,0.033,0.004,0.0483
t_5130,0.071,0.071,0.071,0.005,0.038,0.005,0.0264
t_5131,0.064,0.064,0.064,0.011,0.038,0.011,0.0325
t_5132,0.074,0.074,0.074,0.021,0.048,0.021,0.0234
t_5133,0.084,0.084,0.084,0.025,0.055,0.025,0.0183
t_5134,0.111,0.111,0.111,0.024,0.068,0.024,0.0285
t_5135,0.101,0.101,0.101,0.013,0.057,0.013,0.0531
t_5136,0.086,0.086,0.086,0.005,0.046,0.005,0.0527
t_5137,0.062,0.062,0.062,0.002,0.032,0.002,0.0479
t_5138,0.049,0.049,0.049,0.001,0.025,0.001,0.032
t_5139,0.040,0.040,0.040,0.000,0.020,0.000,0.0211
t_5140,0.026,0.026,0.026,0.000,0.013,0.000,0.0218
t_5141,0.013,0.013,0.013,0.000,0.007,0.000,0.0223
t_5142,0.007,0.007,0.007,0.000,0.004,0.000,0.0161
t_5143,0.002,0.002,0.002,0.000,0.001,0.000,0.0021
t_5144,0.004,0.004,0.004,0.000,0.002,0.000,0.0003
t_5145,0.004,0.004,0.004,0.000,0.002,0.000,0.0023
t_5146,0.003,0.003,0.003,0.000,0.002,0.000,0.0148
t_5147,0.002,0.002,0.002,0.000,0.001,0.000,0.0246
t_5148,0.003,0.003,0.003,0.000,0.002,0.000,0.0341
t_5149,0.003,0.003,0.003,0.000,0.002,0.000,0.0425
t_5150,0.006,0.006,0.006,0.000,0.003,0.000,0.047
t_5151,0.011,0.011,0.011,0.000,0.006,0.000,0.051
t_5152,0.009,0.009,0.009,0.000,0.005,0.000,0.0537
t_5153,0.022,0.022,0.022,0.000,0.011,0.000,0.0467
t_5154,0.052,0.052,0.052,0.000,0.026,0.000,0.0285
t_5155,0.094,0.094,0.094,0.001,0.048,0.001,0.01
t_5156,0.153,0.153,0.153,0.002,0.078,0.002,0.0037
t_5157,0.187,0.187,0.187,0.001,0.094,0.001,0.0044
t_5158,0.152,0.152,0.152,0.002,0.077,0.002,0.0063
t_5159,0.103,0.103,0.103,0.003,0.053,0.003,0.0097
t_5160,0.086,0.086,0.086,0.002,0.044,0.002,0.0246
t_5161,0.046,0.046,0.046,0.001,0.024,0.001,0.0216
t_5162,0.023,0.023,0.023,0.000,0.012,0.000,0.0099
t_5163,0.011,0.011,0.011,0.000,0.006,0.000,0.0032
t_5164,0.005,0.005,0.005,0.000,0.003,0.000,0.0012
t_5165,0.003,0.003,0.003,0.000,0.002,0.000,0.0005
t_5166,0.002,0.002,0.002,0.000,0.001,0.000,0.0004
t_5167,0.000,0.000,0.000,0.000,0.000,0.000,0.0019
t_5168,0.002,0.002,0.002,0.000,0.001,0.000,0.0062
t_5169,0.002,0.002,0.002,0.000,0.001,0.000,0.0094
t_5170,0.002,0.002,0.002,0.000,0.001,0.000,0.0083
t_5171,0.002,0.002,0.002,0.000,0.001,0.000,0.016
t_5172,0.002,0.002,0.002,0.000,0.001,0.000,0.0326
t_5173,0.002,0.002,0.002,0.000,0.001,0.000,0.0472
t_5174,0.003,0.003,0.003,0.000,0.002,0.000,0.0513
t_5175,0.004,0.004,0.004,0.000,0.002,0.000,0.0532
t_5176,0.006,0.006,0.006,0.000,0.003,0.000,0.0533
t_5177,0.010,0.010,0.010,0.000,0.005,0.000,0.0551
t_5178,0.023,0.023,0.023,0.000,0.012,0.000,0.042
t_5179,0.062,0.062,0.062,0.000,0.031,0.000,0.0214
t_5180,0.110,0.110,0.110,0.000,0.055,0.000,0.0022
t_5181,0.140,0.140,0.140,0.002,0.071,0.002,0.0001
t_5182,0.109,0.109,0.109,0.006,0.058,0.006,0
t_5183,0.092,0.092,0.092,0.013,0.053,0.013,0.0002
t_5184,0.046,0.046,0.046,0.009,0.028,0.009,0.0006
t_5185,0.017,0.017,0.017,0.001,0.009,0.001,0.0009
t_5186,0.006,0.006,0.006,0.001,0.004,0.001,0.001
t_5187,0.003,0.003,0.003,0.002,0.003,0.002,0.0004
t_5188,0.002,0.002,0.002,0.001,0.002,0.001,0
t_5189,0.001,0.001,0.001,0.001,0.001,0.001,0
t_5190,0.000,0.000,0.000,0.001,0.001,0.001,0
t_5191,0.000,0.000,0.000,0.000,0.000,0.000,0
t_5192,0.000,0.000,0.000,0.000,0.000,0.000,0.0014
t_5193,0.000,0.000,0.000,0.001,0.001,0.001,0.0004
t_5194,0.000,0.000,0.000,0.001,0.001,0.001,0.0001
t_5195,0.000,0.000,0.000,0.001,0.001,0.001,0.0169
t_5196,0.000,0.000,0.000,0.000,0.000,0.000,0.0227
t_5197,0.000,0.000,0.000,0.000,0.000,0.000,0.0269
t_5198,0.000,0.000,0.000,0.000,0.000,0.000,0.0278
t_5199,0.000,0.000,0.000,0.000,0.000,0.000,0.0271
t_5200,0.004,0.004,0.004,0.000,0.002,0.000,0.0276
t_5201,0.006,0.006,0.006,0.000,0.003,0.000,0.0319
t_5202,0.006,0.006,0.006,0.000,0.003,0.000,0.0322
t_5203,0.001,0.001,0.001,0.002,0.002,0.002,0.0206
t_5204,0.002,0.002,0.002,0.007,0.005,0.007,0.0075
t_5205,0.003,0.003,0.003,0.019,0.011,0.019,0.0042
t_5206,0.006,0.006,0.006,0.043,0.025,0.043,0.002
t_5207,0.005,0.005,0.005,0.067,0.036,0.067,0.001
t_5208,0.009,0.009,0.009,0.077,0.043,0.077,0.0005
t_5209,0.012,0.012,0.012,0.073,0.043,0.073,0.0002
t_5210,0.034,0.034,0.034,0.060,0.047,0.060,0
t_5211,0.064,0.064,0.064,0.043,0.054,0.043,0
t_5212,0.077,0.077,0.077,0.030,0.054,0.030,0
t_5213,0.083,0.083,0.083,0.016,0.050,0.016,0.0001
t_5214,0.071,0.071,0.071,0.001,0.036,0.001,0.0001
t_5215,0.039,0.039,0.039,0.000,0.020,0.000,0
t_5216,0.031,0.031,0.031,0.001,0.016,0.001,0
t_5217,0.017,0.017,0.017,0.001,0.009,0.001,0.0024
t_5218,0.009,0.009,0.009,0.000,0.005,0.000,0.0058
t_5219,0.004,0.004,0.004,0.000,0.002,0.000,0.0058
t_5220,0.007,0.007,0.007,0.000,0.004,0.000,0.0015
t_5221,0.006,0.006,0.006,0.000,0.003,0.000,0.0003
t_5222,0.005,0.005,0.005,0.000,0.003,0.000,0
t_5223,0.003,0.003,0.003,0.000,0.002,0.000,0.0001
t_5224,0.000,0.000,0.000,0.000,0.000,0.000,0.0009
t_5225,0.000,0.000,0.000,0.000,0.000,0.000,0.0018
t_5226,0.000,0.000,0.000,0.000,0.000,0.000,0.0014
t_5227,0.000,0.000,0.000,0.000,0.000,0.000,0.0005
t_5228,0.000,0.000,0.000,0.000,0.000,0.000,0.0004
t_5229,0.000,0.000,0.000,0.000,0.000,0.000,0.0005
t_5230,0.000,0.000,0.000,0.000,0.000,0.000,0.0002
t_5231,0.000,0.000,0.000,0.000,0.000,0.000,0.0017
t_5232,0.000,0.000,0.000,0.001,0.001,0.001,0.0018
t_5233,0.001,0.001,0.001,0.008,0.005,0.008,0.0001
t_5234,0.001,0.001,0.001,0.029,0.015,0.029,0
t_5235,0.000,0.000,0.000,0.040,0.020,0.040,0
t_5236,0.000,0.000,0.000,0.031,0.016,0.031,0
t_5237,0.000,0.000,0.000,0.018,0.009,0.018,0.0014
t_5238,0.000,0.000,0.000,0.005,0.003,0.005,0.0012
t_5239,0.000,0.000,0.000,0.000,0.000,0.000,0.0001
t_5240,0.000,0.000,0.000,0.000,0.000,0.000,0.007
t_5241,0.000,0.000,0.000,0.000,0.000,0.000,0.0324
t_5242,0.000,0.000,0.000,0.000,0.000,0.000,0.0281
t_5243,0.000,0.000,0.000,0.000,0.000,0.000,0.0027
t_5244,0.002,0.002,0.002,0.000,0.001,0.000,0.0047
t_5245,0.019,0.019,0.019,0.001,0.010,0.001,0.0365
t_5246,0.062,0.062,0.062,0.009,0.036,0.009,0.0403
t_5247,0.085,0.085,0.085,0.028,0.057,0.028,0.0281
t_5248,0.061,0.061,0.061,0.044,0.053,0.044,0.0244
t_5249,0.008,0.008,0.008,0.051,0.030,0.051,0.0267
t_5250,0.001,0.001,0.001,0.051,0.026,0.051,0.0306
t_5251,0.000,0.000,0.000,0.047,0.024,0.047,0.0338
t_5252,0.000,0.000,0.000,0.029,0.015,0.029,0.0354
t_5253,0.000,0.000,0.000,0.016,0.008,0.016,0.0676
t_5254,0.000,0.000,0.000,0.007,0.004,0.007,0.1196
t_5255,0.000,0.000,0.000,0.003,0.002,0.003,0.1027
t_5256,0.000,0.000,0.000,0.002,0.001,0.002,0.0696
t_5257,0.000,0.000,0.000,0.001,0.001,0.001,0.0324
t_5258,0.000,0.000,0.000,0.001,0.001,0.001,0.0135
t_5259,0.000,0.000,0.000,0.000,0.000,0.000,0.0305
t_5260,0.000,0.000,0.000,0.000,0.000,0.000,0.0942
t_5261,0.000,0.000,0.000,0.000,0.000,0.000,0.1247
t_5262,0.000,0.000,0.000,0.000,0.000,0.000,0.1365
t_5263,0.000,0.000,0.000,0.000,0.000,0.000,0.2098
t_5264,0.000,0.000,0.000,0.000,0.000,0.000,0.207
t_5265,0.000,0.000,0.000,0.000,0.000,0.000,0.1174
t_5266,0.000,0.000,0.000,0.000,0.000,0.000,0.038
t_5267,0.000,0.000,0.000,0.000,0.000,0.000,0.0144
t_5268,0.000,0.000,0.000,0.001,0.001,0.001,0.0183
t_5269,0.017,0.017,0.017,0.001,0.009,0.001,0.0259
t_5270,0.054,0.054,0.054,0.005,0.030,0.005,0.0266
t_5271,0.097,0.097,0.097,0.013,0.055,0.013,0.0236
t_5272,0.102,0.102,0.102,0.035,0.069,0.035,0.0146
t_5273,0.118,0.118,0.118,0.052,0.085,0.052,0.006
t_5274,0.126,0.126,0.126,0.057,0.092,0.057,0.0007
t_5275,0.101,0.101,0.101,0.087,0.094,0.087,0.0005
t_5276,0.030,0.030,0.030,0.122,0.076,0.122,0.0282
t_5277,0.012,0.012,0.012,0.144,0.078,0.144,0.0215
t_5278,0.013,0.013,0.013,0.178,0.096,0.178,0.0117
t_5279,0.015,0.015,0.015,0.187,0.101,0.187,0.0143
t_5280,0.016,0.016,0.016,0.179,0.098,0.179,0.0213
t_5281,0.015,0.015,0.015,0.155,0.085,0.155,0.0366
t_5282,0.013,0.013,0.013,0.134,0.074,0.134,0.0462
t_5283,0.011,0.011,0.011,0.119,0.065,0.119,0.0436
t_5284,0.009,0.009,0.009,0.119,0.064,0.119,0.0381
t_5285,0.006,0.006,0.006,0.120,0.063,0.120,0.0308
t_5286,0.001,0.001,0.001,0.120,0.061,0.120,0.0207
t_5287,0.002,0.002,0.002,0.138,0.070,0.138,0.0145
t_5288,0.005,0.005,0.005,0.202,0.104,0.202,0.0128
t_5289,0.011,0.011,0.011,0.285,0.148,0.285,0.0115
t_5290,0.019,0.019,0.019,0.331,0.175,0.331,0.0106
t_5291,0.025,0.025,0.025,0.340,0.183,0.340,0.0078
t_5292,0.027,0.027,0.027,0.317,0.172,0.317,0.004
t_5293,0.027,0.027,0.027,0.296,0.162,0.296,0.0027
t_5294,0.031,0.031,0.031,0.263,0.147,0.263,0.0025
t_5295,0.047,0.047,0.047,0.221,0.134,0.221,0.0054
t_5296,0.090,0.090,0.090,0.181,0.136,0.181,0.0213
t_5297,0.148,0.148,0.148,0.153,0.151,0.153,0.0272
t_5298,0.181,0.181,0.181,0.105,0.143,0.105,0.0196
t_5299,0.136,0.136,0.136,0.088,0.112,0.088,0.0086
t_5300,0.131,0.131,0.131,0.088,0.110,0.088,0.0026
t_5301,0.138,0.138,0.138,0.072,0.105,0.072,0.0032
t_5302,0.084,0.084,0.084,0.032,0.058,0.032,0.0029
t_5303,0.052,0.052,0.052,0.011,0.032,0.011,0.0012
t_5304,0.039,0.039,0.039,0.005,0.022,0.005,0
t_5305,0.034,0.034,0.034,0.003,0.019,0.003,0
t_5306,0.030,0.030,0.030,0.002,0.016,0.002,0.0003
t_5307,0.022,0.022,0.022,0.001,0.012,0.001,0.0022
t_5308,0.026,0.026,0.026,0.001,0.014,0.001,0.0023
t_5309,0.039,0.039,0.039,0.002,0.021,0.002,0.0018
t_5310,0.035,0.035,0.035,0.002,0.019,0.002,0.0016
t_5311,0.004,0.004,0.004,0.007,0.006,0.007,0.0064
t_5312,0.000,0.000,0.000,0.045,0.023,0.045,0.0104
t_5313,0.000,0.000,0.000,0.088,0.044,0.088,0.0056
t_5314,0.000,0.000,0.000,0.091,0.046,0.091,0.0002
t_5315,0.000,0.000,0.000,0.076,0.038,0.076,0.0001
t_5316,0.001,0.001,0.001,0.060,0.031,0.060,0
t_5317,0.002,0.002,0.002,0.046,0.024,0.046,0.0001
t_5318,0.003,0.003,0.003,0.043,0.023,0.043,0.0007
t_5319,0.005,0.005,0.005,0.051,0.028,0.051,0.0021
t_5320,0.007,0.007,0.007,0.061,0.034,0.061,0.0112
t_5321,0.009,0.009,0.009,0.060,0.035,0.060,0.0199
t_5322,0.013,0.013,0.013,0.046,0.030,0.046,0.0434
t_5323,0.020,0.020,0.020,0.062,0.041,0.062,0.0413
t_5324,0.030,0.030,0.030,0.087,0.059,0.087,0.0252
t_5325,0.024,0.024,0.024,0.094,0.059,0.094,0.0144
t_5326,0.035,0.035,0.035,0.114,0.075,0.114,0.0184
t_5327,0.160,0.160,0.160,0.133,0.147,0.133,0.0252
t_5328,0.252,0.252,0.252,0.148,0.200,0.148,0.0248
t_5329,0.303,0.303,0.303,0.143,0.223,0.143,0.0164
t_5330,0.307,0.307,0.307,0.128,0.218,0.128,0.0081
t_5331,0.263,0.263,0.263,0.105,0.184,0.105,0.0027
t_5332,0.229,0.229,0.229,0.072,0.151,0.072,0.0009
t_5333,0.231,0.231,0.231,0.053,0.142,0.053,0.0005
t_5334,0.195,0.195,0.195,0.023,0.109,0.023,0.0005
t_5335,0.079,0.079,0.079,0.003,0.041,0.003,0.0016
t_5336,0.049,0.049,0.049,0.022,0.036,0.022,0.0039
t_5337,0.036,0.036,0.036,0.073,0.055,0.073,0.0078
t_5338,0.020,0.020,0.020,0.074,0.047,0.074,0.0083
t_5339,0.016,0.016,0.016,0.062,0.039,0.062,0.0103
t_5340,0.010,0.010,0.010,0.045,0.028,0.045,0.0245
t_5341,0.006,0.006,0.006,0.030,0.018,0.030,0.037
t_5342,0.003,0.003,0.003,0.016,0.010,0.016,0.0441
t_5343,0.001,0.001,0.001,0.007,0.004,0.007,0.0425
t_5344,0.007,0.007,0.007,0.006,0.007,0.006,0.0486
t_5345,0.009,0.009,0.009,0.007,0.008,0.007,0.0438
t_5346,0.009,0.009,0.009,0.007,0.008,0.007,0.0063
t_5347,0.008,0.008,0.008,0.012,0.010,0.012,0
t_5348,0.009,0.009,0.009,0.013,0.011,0.013,0
t_5349,0.010,0.010,0.010,0.012,0.011,0.012,0
t_5350,0.006,0.006,0.006,0.015,0.011,0.015,0
t_5351,0.001,0.001,0.001,0.017,0.009,0.017,0
t_5352,0.001,0.001,0.001,0.014,0.008,0.014,0
t_5353,0.002,0.002,0.002,0.011,0.007,0.011,0
t_5354,0.020,0.020,0.020,0.008,0.014,0.008,0.0001
t_5355,0.027,0.027,0.027,0.006,0.017,0.006,0.0003
t_5356,0.017,0.017,0.017,0.005,0.011,0.005,0.0004
t_5357,0.006,0.006,0.006,0.004,0.005,0.004,0.0003
t_5358,0.001,0.001,0.001,0.001,0.001,0.001,0.0006
t_5359,0.000,0.000,0.000,0.000,0.000,0.000,0.0021
t_5360,0.000,0.000,0.000,0.000,0.000,0.000,0.0057
t_5361,0.000,0.000,0.000,0.001,0.001,0.001,0.0101
t_5362,0.000,0.000,0.000,0.003,0.002,0.003,0.0069
t_5363,0.000,0.000,0.000,0.003,0.002,0.003,0.0106
t_5364,0.000,0.000,0.000,0.004,0.002,0.004,0.0291
t_5365,0.000,0.000,0.000,0.003,0.002,0.003,0.0346
t_5366,0.002,0.002,0.002,0.003,0.003,0.003,0.0165
t_5367,0.002,0.002,0.002,0.003,0.003,0.003,0.0041
t_5368,0.001,0.001,0.001,0.003,0.002,0.003,0.001
t_5369,0.000,0.000,0.000,0.003,0.002,0.003,0.0006
t_5370,0.000,0.000,0.000,0.003,0.002,0.003,0.0003
t_5371,0.000,0.000,0.000,0.003,0.002,0.003,0
t_5372,0.000,0.000,0.000,0.003,0.002,0.003,0
t_5373,0.000,0.000,0.000,0.001,0.001,0.001,0
t_5374,0.000,0.000,0.000,0.001,0.001,0.001,0
t_5375,0.000,0.000,0.000,0.000,0.000,0.000,0
t_5376,0.000,0.000,0.000,0.002,0.001,0.002,0.0002
t_5377,0.001,0.001,0.001,0.007,0.004,0.007,0.0006
t_5378,0.003,0.003,0.003,0.015,0.009,0.015,0.0008
t_5379,0.006,0.006,0.006,0.023,0.015,0.023,0.0007
t_5380,0.008,0.008,0.008,0.028,0.018,0.028,0.0009
t_5381,0.010,0.010,0.010,0.026,0.018,0.026,0.0018
t_5382,0.004,0.004,0.004,0.010,0.007,0.010,0.0025
t_5383,0.002,0.002,0.002,0.002,0.002,0.002,0.0042
t_5384,0.001,0.001,0.001,0.002,0.002,0.002,0.007
t_5385,0.005,0.005,0.005,0.001,0.003,0.001,0.0118
t_5386,0.006,0.006,0.006,0.000,0.003,0.000,0.0108
t_5387,0.007,0.007,0.007,0.001,0.004,0.001,0.0107
t_5388,0.006,0.006,0.006,0.002,0.004,0.002,0.0072
t_5389,0.003,0.003,0.003,0.003,0.003,0.003,0.0054
t_5390,0.001,0.001,0.001,0.004,0.003,0.004,0.0044
t_5391,0.000,0.000,0.000,0.005,0.003,0.005,0.0033
t_5392,0.000,0.000,0.000,0.006,0.003,0.006,0.0037
t_5393,0.000,0.000,0.000,0.005,0.003,0.005,0.0063
t_5394,0.000,0.000,0.000,0.004,0.002,0.004,0.0035
t_5395,0.000,0.000,0.000,0.006,0.003,0.006,0.0037
t_5396,0.000,0.000,0.000,0.009,0.005,0.009,0.009
t_5397,0.000,0.000,0.000,0.013,0.007,0.013,0.054
t_5398,0.000,0.000,0.000,0.022,0.011,0.022,0.0742
t_5399,0.000,0.000,0.000,0.031,0.016,0.031,0.0841
t_5400,0.000,0.000,0.000,0.034,0.017,0.034,0.0827
t_5401,0.001,0.001,0.001,0.033,0.017,0.033,0.0773
t_5402,0.001,0.001,0.001,0.031,0.016,0.031,0.0709
t_5403,0.001,0.001,0.001,0.027,0.014,0.027,0.0595
t_5404,0.001,0.001,0.001,0.021,0.011,0.021,0.0573
t_5405,0.000,0.000,0.000,0.013,0.007,0.013,0.0587
t_5406,0.000,0.000,0.000,0.006,0.003,0.006,0.0579
t_5407,0.000,0.000,0.000,0.007,0.004,0.007,0.0914
t_5408,0.000,0.000,0.000,0.006,0.003,0.006,0.0673
t_5409,0.001,0.001,0.001,0.004,0.003,0.004,0.0372
t_5410,0.001,0.001,0.001,0.003,0.002,0.003,0.0176
t_5411,0.001,0.001,0.001,0.002,0.002,0.002,0.008
t_5412,0.001,0.001,0.001,0.002,0.002,0.002,0.0026
t_5413,0.005,0.005,0.005,0.003,0.004,0.003,0.004
t_5414,0.017,0.017,0.017,0.004,0.011,0.004,0.0211
t_5415,0.040,0.040,0.040,0.008,0.024,0.008,0.029
t_5416,0.110,0.110,0.110,0.021,0.066,0.021,0.0327
t_5417,0.108,0.108,0.108,0.029,0.069,0.029,0.0454
t_5418,0.172,0.172,0.172,0.020,0.096,0.020,0.0728
t_5419,0.181,0.181,0.181,0.021,0.101,0.021,0.0756
t_5420,0.166,0.166,0.166,0.022,0.094,0.022,0.1049
t_5421,0.079,0.079,0.079,0.021,0.050,0.021,0.1291
t_5422,0.056,0.056,0.056,0.009,0.033,0.009,0.1444
t_5423,0.040,0.040,0.040,0.002,0.021,0.002,0.1246
t_5424,0.030,0.030,0.030,0.001,0.016,0.001,0.1213
t_5425,0.023,0.023,0.023,0.000,0.012,0.000,0.1155
t_5426,0.020,0.020,0.020,0.000,0.010,0.000,0.1099
t_5427,0.019,0.019,0.019,0.000,0.010,0.000,0.1251
t_5428,0.022,0.022,0.022,0.000,0.011,0.000,0.1415
t_5429,0.025,0.025,0.025,0.000,0.013,0.000,0.1563
t_5430,0.026,0.026,0.026,0.000,0.013,0.000,0.1605
t_5431,0.050,0.050,0.050,0.000,0.025,0.000,0.1732
t_5432,0.115,0.115,0.115,0.000,0.058,0.000,0.1509
t_5433,0.189,0.189,0.189,0.001,0.095,0.001,0.0778
t_5434,0.219,0.219,0.219,0.002,0.111,0.002,0.0342
t_5435,0.216,0.216,0.216,0.002,0.109,0.002,0.019
t_5436,0.216,0.216,0.216,0.003,0.110,0.003,0.0163
t_5437,0.234,0.234,0.234,0.006,0.120,0.006,0.0156
t_5438,0.272,0.272,0.272,0.015,0.144,0.015,0.0185
t_5439,0.319,0.319,0.319,0.024,0.172,0.024,0.04
t_5440,0.370,0.370,0.370,0.020,0.195,0.020,0.0548
t_5441,0.404,0.404,0.404,0.012,0.208,0.012,0.0595
t_5442,0.376,0.376,0.376,0.006,0.191,0.006,0.0448
t_5443,0.257,0.257,0.257,0.006,0.132,0.006,0.0294
t_5444,0.236,0.236,0.236,0.005,0.121,0.005,0.0315
t_5445,0.198,0.198,0.198,0.002,0.100,0.002,0.0564
t_5446,0.185,0.185,0.185,0.000,0.093,0.000,0.0983
t_5447,0.161,0.161,0.161,0.000,0.081,0.000,0.1385
t_5448,0.123,0.123,0.123,0.001,0.062,0.001,0.1435
t_5449,0.096,0.096,0.096,0.001,0.049,0.001,0.1252
t_5450,0.076,0.076,0.076,0.002,0.039,0.002,0.093
t_5451,0.067,0.067,0.067,0.006,0.037,0.006,0.0645
t_5452,0.071,0.071,0.071,0.012,0.042,0.012,0.052
t_5453,0.065,0.065,0.065,0.021,0.043,0.021,0.0539
t_5454,0.054,0.054,0.054,0.016,0.035,0.016,0.0602
t_5455,0.033,0.033,0.033,0.008,0.021,0.008,0.0616
t_5456,0.101,0.101,0.101,0.024,0.063,0.024,0.0576
t_5457,0.175,0.175,0.175,0.037,0.106,0.037,0.062
t_5458,0.199,0.199,0.199,0.042,0.121,0.042,0.0691
t_5459,0.203,0.203,0.203,0.050,0.127,0.050,0.067
t_5460,0.209,0.209,0.209,0.053,0.131,0.053,0.0776
t_5461,0.313,0.313,0.313,0.056,0.185,0.056,0.0976
t_5462,0.301,0.301,0.301,0.051,0.176,0.051,0.1345
t_5463,0.308,0.308,0.308,0.040,0.174,0.040,0.1755
t_5464,0.311,0.311,0.311,0.032,0.172,0.032,0.1888
t_5465,0.324,0.324,0.324,0.023,0.174,0.023,0.2249
t_5466,0.192,0.192,0.192,0.009,0.101,0.009,0.2398
t_5467,0.116,0.116,0.116,0.008,0.062,0.008,0.2559
t_5468,0.093,0.093,0.093,0.008,0.051,0.008,0.2429
t_5469,0.072,0.072,0.072,0.007,0.040,0.007,0.2689
t_5470,0.072,0.072,0.072,0.006,0.039,0.006,0.2269
t_5471,0.059,0.059,0.059,0.007,0.033,0.007,0.1669
t_5472,0.054,0.054,0.054,0.007,0.031,0.007,0.119
t_5473,0.055,0.055,0.055,0.007,0.031,0.007,0.0854
t_5474,0.061,0.061,0.061,0.007,0.034,0.007,0.0554
t_5475,0.074,0.074,0.074,0.007,0.041,0.007,0.0266
t_5476,0.100,0.100,0.100,0.005,0.053,0.005,0.0198
t_5477,0.126,0.126,0.126,0.003,0.065,0.003,0.0105
t_5478,0.114,0.114,0.114,0.001,0.058,0.001,0.0071
t_5479,0.152,0.152,0.152,0.006,0.079,0.006,0.0085
t_5480,0.327,0.327,0.327,0.075,0.201,0.075,0.0105
t_5481,0.427,0.427,0.427,0.153,0.290,0.153,0.0083
t_5482,0.479,0.479,0.479,0.218,0.349,0.218,0.0158
t_5483,0.509,0.509,0.509,0.259,0.384,0.259,0.0342
t_5484,0.510,0.510,0.510,0.267,0.389,0.267,0.0607
t_5485,0.474,0.474,0.474,0.265,0.370,0.265,0.0798
t_5486,0.420,0.420,0.420,0.255,0.338,0.255,0.0875
t_5487,0.371,0.371,0.371,0.242,0.307,0.242,0.0688
t_5488,0.344,0.344,0.344,0.238,0.291,0.238,0.0396
t_5489,0.343,0.343,0.343,0.213,0.278,0.213,0.0117
t_5490,0.287,0.287,0.287,0.141,0.214,0.141,0.0067
t_5491,0.257,0.257,0.257,0.127,0.192,0.127,0.008
t_5492,0.299,0.299,0.299,0.117,0.208,0.117,0.0156
t_5493,0.293,0.293,0.293,0.111,0.202,0.111,0.022
t_5494,0.224,0.224,0.224,0.102,0.163,0.102,0.0263
t_5495,0.190,0.190,0.190,0.084,0.137,0.084,0.0268
t_5496,0.142,0.142,0.142,0.065,0.104,0.065,0.028
t_5497,0.132,0.132,0.132,0.063,0.098,0.063,0.034
t_5498,0.197,0.197,0.197,0.061,0.129,0.061,0.0344
t_5499,0.201,0.201,0.201,0.061,0.131,0.061,0.0273
t_5500,0.215,0.215,0.215,0.049,0.132,0.049,0.0218
t_5501,0.221,0.221,0.221,0.040,0.131,0.040,0.0211
t_5502,0.154,0.154,0.154,0.012,0.083,0.012,0.0276
t_5503,0.019,0.019,0.019,0.002,0.011,0.002,0.0172
t_5504,0.000,0.000,0.000,0.018,0.009,0.018,0.0017
t_5505,0.000,0.000,0.000,0.055,0.028,0.055,0.0035
t_5506,0.000,0.000,0.000,0.076,0.038,0.076,0.0017
t_5507,0.000,0.000,0.000,0.111,0.056,0.111,0.0019
t_5508,0.000,0.000,0.000,0.156,0.078,0.156,0.0007
t_5509,0.002,0.002,0.002,0.219,0.111,0.219,0.0003
