scenario,zone,tech,weather_year,2030,2035,2040,2050,Unnamed: 8,Unnamed: 9
DistributedEnergy,PL00,gas,2009,36339.2483,68866.9674,101394.6864,92592.3731,,
GlobalAmbition,PL00,gas,1995,32842.033,55479.6189,78117.2049,53983.9621,,
GlobalAmbition,PL00,gas,2008,30857.2843,53317.1778,75777.0713,50719.4466,,
GlobalAmbition,PL00,gas,2009,36598.6214,61391.5384,86184.4555,61108.6514,,
DistributedEnergy,PL00,hardcoal,1995,47975.4236,23987.7118,,,,
DistributedEnergy,PL00,hardcoal,2008,49494.2975,24747.1487,,,,
DistributedEnergy,PL00,hardcoal,2009,50238.4673,25119.2337,,,,
GlobalAmbition,PL00,hardcoal,1995,50166.2769,25083.1385,,,,
GlobalAmbition,PL00,hardcoal,2008,51165.078,25582.539,,,,
GlobalAmbition,PL00,hardcoal,2009,51853.3383,25926.6692,,,,
GlobalAmbition,PL00,nuclear,1995,,12673.6267,25347.2535,56768.3932,,
GlobalAmbition,PL00,nuclear,2008,,12922.6907,25845.3814,57049.5402,,
GlobalAmbition,PL00,nuclear,2009,,14099.2245,28198.449,62815.8699,,
DistributedEnergy,PL00,pvrf,1995,9624.4794,14998.3958,20372.3123,40275.4391,,
DistributedEnergy,PL00,pvrf,2008,9504.9002,14875.4402,20245.9801,39993.9151,,
DistributedEnergy,PL00,pvrf,2009,9891.2623,15435.3789,20979.4954,41513.1051,,
GlobalAmbition,PL00,pvrf,1995,8787.2886,12879.7215,16972.1545,20588.3573,,
GlobalAmbition,PL00,pvrf,2008,8749.8756,12833.9356,16917.9957,20438.9207,,
GlobalAmbition,PL00,pvrf,2009,9072.2749,13290.1689,17508.0629,21219.1184,,
DistributedEnergy,PL00,windof,1995,30612.2911,39006.8789,47401.4667,66885.4283,,
DistributedEnergy,PL00,windof,2008,31613.9613,40239.3976,48864.8339,69244.6448,,
DistributedEnergy,PL00,windof,2009,28580.8277,36392.7383,44204.6489,62597.7657,,
GlobalAmbition,PL00,windof,1995,37850.9834,51332.0771,64813.1709,87984.8986,,
GlobalAmbition,PL00,windof,2008,39089.5122,53096.644,67103.7759,91185.6047,,
GlobalAmbition,PL00,windof,2009,35339.1529,48031.807,60724.4611,82815.593,,
DistributedEnergy,PL00,windon,1995,70571.8627,98777.2845,126982.7062,180375.9678,,
DistributedEnergy,PL00,windon,2008,70308.2003,100702.8191,131097.4379,187248.6632,,
DistributedEnergy,PL00,windon,2009,61851.5229,89396.0889,116940.6549,166822.0555,,
GlobalAmbition,PL00,windon,1995,34227.1458,43190.7331,52154.3205,59599.6804,,
GlobalAmbition,PL00,windon,2008,34272.0631,43319.8926,52367.7222,60315.8841,,
GlobalAmbition,PL00,windon,2009,30087.6257,38353.2092,46618.7926,54145.0179,,
DistributedEnergy,PT00,battery,1995,4656.6632,6832.4044,9008.1457,11377.3524,,
DistributedEnergy,PT00,battery,2008,4639.7486,6922.2382,9204.7278,11403.0361,,
DistributedEnergy,PT00,battery,2009,4621.4892,6972.2252,9322.9612,11378.158,,
GlobalAmbition,PT00,battery,1995,1343.6513,3226.7854,5109.9195,6385.8076,,
GlobalAmbition,PT00,battery,2008,1313.5749,3227.3173,5141.0597,6358.5926,,
GlobalAmbition,PT00,battery,2009,1348.5028,3236.3359,5124.169,6164.5983,,
DistributedEnergy,PT00,biomass,1995,5215.9258,5503.1268,5790.3278,5785.7671,,
DistributedEnergy,PT00,biomass,2008,5242.3907,5516.7006,5791.0105,5785.7671,,
DistributedEnergy,PT00,biomass,2009,5227.6863,5515.4296,5803.173,5785.7671,,
GlobalAmbition,PT00,biomass,1995,5079.4108,5388.3828,5697.3548,5668.1484,,
GlobalAmbition,PT00,biomass,2008,5186.8614,5480.8502,5774.839,5746.9078,,
GlobalAmbition,PT00,biomass,2009,5192.9986,5479.9372,5766.8758,5744.6258,,
DistributedEnergy,PT00,gas,1995,5379.0433,6641.9425,7904.8418,7171.184,,
DistributedEnergy,PT00,gas,2008,6233.971,7244.8809,8255.7907,6962.8813,,
DistributedEnergy,PT00,gas,2009,5433.8068,6865.721,8297.6352,7200.1441,,
GlobalAmbition,PT00,gas,1995,4780.4541,5319.614,5858.774,7250.5931,,
GlobalAmbition,PT00,gas,2008,5264.7606,5889.8841,6515.0077,6564.897,,
GlobalAmbition,PT00,gas,2009,4544.0109,5575.1854,6606.36,7808.2098,,
DistributedEnergy,PT00,pvrf,1995,20997.0403,29164.0462,37331.0521,50754.5062,,
DistributedEnergy,PT00,pvrf,2008,21371.5839,29640.3949,37909.2058,51911.9259,,
DistributedEnergy,PT00,pvrf,2009,21438.6471,29651.1724,37863.6976,51669.2114,,
GlobalAmbition,PT00,pvrf,1995,14455.2362,21411.3657,28367.4952,39614.1716,,
GlobalAmbition,PT00,pvrf,2008,14575.4599,21705.632,28835.8041,39898.2965,,
GlobalAmbition,PT00,pvrf,2009,14651.5576,21642.0122,28632.4669,39997.6978,,
DistributedEnergy,PT00,windof,1995,716.2779,1150.6831,1585.0883,2658.1684,,
DistributedEnergy,PT00,windof,2008,617.1288,985.0134,1352.8981,2268.062,,
DistributedEnergy,PT00,windof,2009,660.9453,1058.884,1456.8227,2442.8011,,
GlobalAmbition,PT00,windof,1995,978.4679,1517.6038,2056.7396,3413.7483,,
GlobalAmbition,PT00,windof,2008,864.1478,1331.1349,1798.122,2959.9929,,
GlobalAmbition,PT00,windof,2009,935.2086,1433.7885,1932.3685,3189.5362,,
DistributedEnergy,PT00,windon,1995,30046.3678,41902.0914,53757.8151,67340.8094,,
DistributedEnergy,PT00,windon,2008,29406.9698,41034.257,52661.5441,64570.7934,,
DistributedEnergy,PT00,windon,2009,29876.1188,41942.3699,54008.621,66774.3098,,
GlobalAmbition,PT00,windon,1995,24653.1427,29774.6655,34896.1883,55083.4756,,
GlobalAmbition,PT00,windon,2008,23250.4009,27857.8933,32465.3857,51536.3339,,
GlobalAmbition,PT00,windon,2009,23920.0248,28920.8388,33921.6529,53256.0439,,
DistributedEnergy,RO00,battery,1995,4868.0494,7650.6877,10433.3261,12437.6546,,
DistributedEnergy,RO00,battery,2008,4815.0463,7752.2216,10689.3968,12167.1878,,
DistributedEnergy,RO00,battery,2009,4938.4488,7677.7637,10417.0787,12336.007,,
GlobalAmbition,RO00,battery,1995,1443.8119,2394.1279,3344.4439,4119.7224,,
GlobalAmbition,RO00,battery,2008,1390.4426,2374.3479,3358.2533,4094.3319,,
GlobalAmbition,RO00,battery,2009,1428.9951,2371.4737,3313.9523,4119.1784,,
DistributedEnergy,RO00,biomass,1995,749.6731,1334.3092,1918.9452,1915.2232,,
DistributedEnergy,RO00,biomass,2008,749.6731,1334.3092,1918.9452,1915.2232,,
DistributedEnergy,RO00,biomass,2009,749.6731,1334.3092,1918.9452,1915.2232,,
GlobalAmbition,RO00,biomass,1995,749.6731,1334.3092,1918.9452,1918.9452,,
GlobalAmbition,RO00,biomass,2008,749.6731,1334.3092,1918.9452,1918.9452,,
GlobalAmbition,RO00,biomass,2009,749.6731,1334.3092,1918.9452,1918.9452,,
DistributedEnergy,RO00,gas,1995,8469.8225,12270.9602,16072.098,10628.0994,,
DistributedEnergy,RO00,gas,2008,5097.5947,9704.8651,14312.1356,7559.5037,,
DistributedEnergy,RO00,gas,2009,7175.1122,11847.4437,16519.7752,10345.4596,,
GlobalAmbition,RO00,gas,1995,15329.1313,14759.0337,14188.9361,12638.819,,
GlobalAmbition,RO00,gas,2008,13018.9223,12947.6931,12876.4639,11433.5662,,
GlobalAmbition,RO00,gas,2009,14404.21,14808.6924,15213.1748,12707.2403,,
DistributedEnergy,RO00,hardcoal,1995,11987.9495,5993.9747,,,,
DistributedEnergy,RO00,hardcoal,2008,11989.435,5994.7175,,,,
DistributedEnergy,RO00,hardcoal,2009,11995.0816,5997.5408,,,,
GlobalAmbition,RO00,hardcoal,1995,12136.3293,6068.1646,,,,
GlobalAmbition,RO00,hardcoal,2008,12148.8681,6074.434,,,,
GlobalAmbition,RO00,hardcoal,2009,12148.8681,6074.434,,,,
DistributedEnergy,RO00,nuclear,1995,9885.7745,9521.139,9156.5034,4220.2073,,
DistributedEnergy,RO00,nuclear,2008,10179.3444,9785.86,9392.3757,4463.5412,,
DistributedEnergy,RO00,nuclear,2009,10103.3354,9907.2934,9711.2514,4679.3662,,
GlobalAmbition,RO00,nuclear,1995,16251.0163,18965.8739,21680.7315,21831.0134,,
GlobalAmbition,RO00,nuclear,2008,16291.178,19059.6171,21828.0562,21861.0868,,
GlobalAmbition,RO00,nuclear,2009,16275.1558,19008.3623,21741.5687,21803.3367,,
DistributedEnergy,RO00,pvrf,1995,15146.809,20357.0119,25567.2149,49518.4872,,
DistributedEnergy,RO00,pvrf,2008,15946.4235,21653.4671,27360.5107,52017.8322,,
DistributedEnergy,RO00,pvrf,2009,15782.4799,21478.8216,27175.1632,51710.8559,,
GlobalAmbition,RO00,pvrf,1995,5736.8317,6912.8759,8088.9202,9375.1321,,
GlobalAmbition,RO00,pvrf,2008,6004.5492,7243.2256,8481.902,9848.0163,,
GlobalAmbition,RO00,pvrf,2009,5895.2243,7111.8451,8328.466,9683.2816,,
DistributedEnergy,RO00,windon,1995,37912.8465,58765.606,79618.3654,103109.4457,,
DistributedEnergy,RO00,windon,2008,37762.3034,58764.2507,79766.1979,103313.0115,,
DistributedEnergy,RO00,windon,2009,35966.523,55860.2717,75754.0204,98342.1012,,
GlobalAmbition,RO00,windon,1995,12737.5335,15743.3831,18749.2327,21307.8884,,
GlobalAmbition,RO00,windon,2008,12568.9497,15558.049,18547.1484,21139.2706,,
GlobalAmbition,RO00,windon,2009,12009.5487,14855.7253,17701.9019,20167.6889,,
DistributedEnergy,RS00,battery,1995,95.632,120.5772,145.5224,256.0588,,
DistributedEnergy,RS00,battery,2008,81.2717,120.4231,159.5746,256.8186,,
DistributedEnergy,RS00,battery,2009,98.8421,121.5667,144.2914,245.1933,,
GlobalAmbition,RS00,battery,1995,22.9702,37.1016,51.233,92.2042,,
GlobalAmbition,RS00,battery,2008,19.8359,36.6674,53.4989,97.4574,,
GlobalAmbition,RS00,battery,2009,22.8123,36.8265,50.8406,89.638,,
DistributedEnergy,RS00,biomass,1995,1074.1899,1410.0248,1745.8596,1735.1901,,
DistributedEnergy,RS00,biomass,2008,1074.1899,1410.0248,1745.8596,1736.2932,,
DistributedEnergy,RS00,biomass,2009,1074.1899,1410.0248,1745.8596,1736.2932,,
GlobalAmbition,RS00,biomass,1995,1074.1899,1410.0248,1745.8596,1741.0764,,
GlobalAmbition,RS00,biomass,2008,1074.1899,1410.0248,1745.8596,1741.0764,,
GlobalAmbition,RS00,biomass,2009,1074.1899,1410.0248,1745.8596,1741.0764,,
DistributedEnergy,RS00,gas,1995,837.644,822.6008,807.5575,653.6744,,
DistributedEnergy,RS00,gas,2008,835.8074,774.6109,713.4144,468.0832,,
DistributedEnergy,RS00,gas,2009,890.0137,854.1755,818.3372,610.5472,,
GlobalAmbition,RS00,gas,1995,965.0393,823.1044,681.1694,775.7655,,
GlobalAmbition,RS00,gas,2008,1012.4966,826.7034,640.9102,706.9121,,
GlobalAmbition,RS00,gas,2009,957.342,842.8033,728.2647,780.8917,,
DistributedEnergy,RS00,hardcoal,1995,427.6873,213.8436,,,,
DistributedEnergy,RS00,hardcoal,2008,36.9263,18.4632,,,,
DistributedEnergy,RS00,hardcoal,2009,269.4363,134.7181,,,,
GlobalAmbition,RS00,hardcoal,1995,160.3616,80.1808,,,,
GlobalAmbition,RS00,hardcoal,2008,18.5946,9.2973,,,,
GlobalAmbition,RS00,hardcoal,2009,90.1261,45.063,,,,
DistributedEnergy,RS00,pvrf,1995,534.9033,681.0519,827.2006,1053.7485,,
DistributedEnergy,RS00,pvrf,2008,557.1303,709.3155,861.5006,1097.9544,,
DistributedEnergy,RS00,pvrf,2009,531.9142,676.8191,821.724,1048.2602,,
GlobalAmbition,RS00,pvrf,1995,306.5909,361.0757,415.5605,307.0966,,
GlobalAmbition,RS00,pvrf,2008,319.3308,376.0613,432.7918,319.8304,,
GlobalAmbition,RS00,pvrf,2009,304.8776,358.8434,412.8092,305.0634,,
DistributedEnergy,RS00,windon,1995,10537.4603,10851.3394,11165.2185,11998.118,,
DistributedEnergy,RS00,windon,2008,10451.4104,10750.4679,11049.5253,11902.2495,,
DistributedEnergy,RS00,windon,2009,9435.3043,9737.2527,10039.201,10745.0901,,
GlobalAmbition,RS00,windon,1995,10537.4603,10851.3394,11165.2185,11455.5695,,
GlobalAmbition,RS00,windon,2008,10451.4104,10750.4679,11049.5253,11336.8678,,
GlobalAmbition,RS00,windon,2009,9435.3043,9737.2527,10039.201,10300.27,,
DistributedEnergy,SE01,battery,1995,529.7843,1005.2062,1480.628,1585.0462,,
DistributedEnergy,SE01,battery,2008,517.6977,997.8739,1478.0501,1610.0833,,
DistributedEnergy,SE01,battery,2009,509.857,986.6151,1463.3733,1604.7195,,
GlobalAmbition,SE01,battery,1995,115.3018,360.0417,604.7817,705.9487,,
GlobalAmbition,SE01,battery,2008,123.0652,363.1105,603.1558,689.366,,
GlobalAmbition,SE01,battery,2009,122.2735,358.9565,595.6394,687.6828,,
DistributedEnergy,SE01,biomass,1995,552.42,597.8077,643.1955,828.0746,,
DistributedEnergy,SE01,biomass,2008,729.3734,737.4836,745.5937,835.6959,,
DistributedEnergy,SE01,biomass,2009,690.6888,753.1486,815.6084,844.3322,,
GlobalAmbition,SE01,biomass,1995,399.3023,581.8789,764.4555,855.4585,,
GlobalAmbition,SE01,biomass,2008,624.0874,713.0385,801.9895,857.6115,,
GlobalAmbition,SE01,biomass,2009,603.2115,711.0147,818.818,857.6115,,
DistributedEnergy,SE01,dsr,1995,,81.0162,162.0323,22.2264,,
DistributedEnergy,SE01,dsr,2008,,86.3121,172.6241,75.53,,
DistributedEnergy,SE01,dsr,2009,,123.3071,246.6142,95.6801,,
GlobalAmbition,SE01,dsr,1995,,9.166,18.332,43.6392,,
GlobalAmbition,SE01,dsr,2008,,5.1829,10.3658,62.7367,,
GlobalAmbition,SE01,dsr,2009,3.3859,8.1904,12.9948,151.7348,,
GlobalAmbition,SE01,gas,2009,1.0054,0.5027,,,,
DistributedEnergy,SE01,pvrf,1995,527.8014,568.5242,609.247,1178.2439,,
DistributedEnergy,SE01,pvrf,2008,559.9509,586.1429,612.3348,1165.1097,,
DistributedEnergy,SE01,pvrf,2009,575.8197,618.3089,660.7981,1261.0796,,
GlobalAmbition,SE01,pvrf,1995,174.1239,224.9904,275.8569,399.7886,,
GlobalAmbition,SE01,pvrf,2008,198.1982,236.0775,273.9568,387.9854,,
GlobalAmbition,SE01,pvrf,2009,200.0108,244.8216,289.6323,413.6838,,
DistributedEnergy,SE01,windof,1995,103.6802,415.673,727.6658,2972.3497,,
DistributedEnergy,SE01,windof,2008,138.3246,457.3723,776.4201,2585.5631,,
DistributedEnergy,SE01,windof,2009,118.9188,491.6755,864.4322,2622.6282,,
GlobalAmbition,SE01,windof,1995,101.0859,648.4162,1195.7464,2301.7738,,
GlobalAmbition,SE01,windof,2008,169.2089,649.6905,1130.172,2014.3399,,
GlobalAmbition,SE01,windof,2009,148.8874,635.8368,1122.7862,2004.064,,
DistributedEnergy,SE01,windon,1995,1914.707,3433.4725,4952.238,7440.2722,,
DistributedEnergy,SE01,windon,2008,2353.0069,3861.9221,5370.8372,7164.284,,
DistributedEnergy,SE01,windon,2009,2123.3532,3980.346,5837.3388,7311.0424,,
GlobalAmbition,SE01,windon,1995,1488.7561,2223.5855,2958.4148,3573.4958,,
GlobalAmbition,SE01,windon,2008,2163.5389,2451.448,2739.357,3073.8414,,
GlobalAmbition,SE01,windon,2009,1998.7403,2355.5424,2712.3444,3040.6108,,
DistributedEnergy,SE02,battery,1995,817.2088,1608.1048,2399.0007,2730.4262,,
DistributedEnergy,SE02,battery,2008,850.5807,1625.5832,2400.5857,2708.4565,,
DistributedEnergy,SE02,battery,2009,817.4107,1591.5528,2365.6949,2683.8985,,
GlobalAmbition,SE02,battery,1995,206.1506,603.2363,1000.322,1167.8066,,
GlobalAmbition,SE02,battery,2008,208.2043,599.9451,991.6859,1125.5468,,
GlobalAmbition,SE02,battery,2009,209.7055,593.4735,977.2416,1106.082,,
DistributedEnergy,SE02,biomass,1995,2620.9034,2476.7424,2332.5815,2447.4426,,
DistributedEnergy,SE02,biomass,2008,2638.5648,2535.6166,2432.6683,2547.9796,,
DistributedEnergy,SE02,biomass,2009,2620.5782,2571.7438,2522.9093,2568.8687,,
GlobalAmbition,SE02,biomass,1995,2443.0453,2436.9898,2430.9342,2663.9328,,
GlobalAmbition,SE02,biomass,2008,2564.3434,2545.8831,2527.4227,2678.484,,
GlobalAmbition,SE02,biomass,2009,2516.7404,2521.8282,2526.916,2674.8722,,
DistributedEnergy,SE02,dsr,1995,,141.1494,282.2989,39.9938,,
DistributedEnergy,SE02,dsr,2008,,133.7305,267.4611,130.7295,,
DistributedEnergy,SE02,dsr,2009,5.1744,202.0405,398.9066,162.6326,,
GlobalAmbition,SE02,dsr,1995,6.774,26.1045,45.4351,89.843,,
GlobalAmbition,SE02,dsr,2008,,9.5628,19.1256,109.2613,,
GlobalAmbition,SE02,dsr,2009,5.2822,11.8816,18.481,164.0661,,
DistributedEnergy,SE02,gas,1995,,27.1023,54.2046,2.4724,,
DistributedEnergy,SE02,gas,2008,5.8048,12.2008,18.5968,7.4172,,
DistributedEnergy,SE02,gas,2009,7.7397,27.4893,47.2388,15.2644,,
GlobalAmbition,SE02,gas,1995,9.4596,6.826,4.1923,0.3225,,
GlobalAmbition,SE02,gas,2008,4.7298,2.3649,,3.5474,,
GlobalAmbition,SE02,gas,2009,9.0297,4.5148,,,,
DistributedEnergy,SE02,pvrf,1995,1131.6376,1167.3635,1203.0893,1836.2613,,
DistributedEnergy,SE02,pvrf,2008,1113.2733,1153.2045,1193.1357,1887.0988,,
DistributedEnergy,SE02,pvrf,2009,1086.25,1127.9088,1169.5676,1870.2473,,
GlobalAmbition,SE02,pvrf,1995,432.73,469.8802,507.0304,812.1411,,
GlobalAmbition,SE02,pvrf,2008,428.8267,465.623,502.4193,794.1735,,
GlobalAmbition,SE02,pvrf,2009,411.9492,448.7844,485.6195,781.1279,,
DistributedEnergy,SE02,windof,1995,355.067,992.6934,1630.3199,5060.769,,
DistributedEnergy,SE02,windof,2008,313.7679,918.4331,1523.0983,4648.7342,,
DistributedEnergy,SE02,windof,2009,287.6082,873.6009,1459.5937,4267.8174,,
GlobalAmbition,SE02,windof,1995,443.9137,1340.0634,2236.2132,4203.59,,
GlobalAmbition,SE02,windof,2008,422.6139,1268.1009,2113.588,3704.9517,,
GlobalAmbition,SE02,windof,2009,374.8018,1147.9777,1921.1535,3492.9935,,
DistributedEnergy,SE02,windon,1995,12443.7519,12931.45,13419.1481,14774.2391,,
DistributedEnergy,SE02,windon,2008,10803.1668,11770.5956,12738.0245,14152.3849,,
DistributedEnergy,SE02,windon,2009,9779.9301,11122.6426,12465.355,14072.8342,,
GlobalAmbition,SE02,windon,1995,8401.65,8425.4243,8449.1986,13837.9411,,
GlobalAmbition,SE02,windon,2008,7698.7898,7673.6557,7648.5217,11983.8894,,
GlobalAmbition,SE02,windon,2009,6635.046,6706.5731,6778.1001,11335.6453,,
DistributedEnergy,SE03,battery,1995,3670.4057,7192.9449,10715.4842,10339.763,,
DistributedEnergy,SE03,battery,2008,3582.995,7140.669,10698.3429,10415.833,,
DistributedEnergy,SE03,battery,2009,3616.4476,7147.5542,10678.6608,10368.2904,,
GlobalAmbition,SE03,battery,1995,1013.3436,2980.2562,4947.1688,5034.7672,,
GlobalAmbition,SE03,battery,2008,997.7852,2933.3818,4868.9783,5001.7641,,
GlobalAmbition,SE03,battery,2009,1006.9911,2901.4933,4795.9954,5005.6963,,
DistributedEnergy,SE03,biomass,1995,8556.218,8563.8422,8571.4664,8331.5333,,
DistributedEnergy,SE03,biomass,2008,8556.218,8565.7257,8575.2335,8433.6497,,
DistributedEnergy,SE03,biomass,2009,8555.6765,8559.7742,8563.8719,8444.646,,
GlobalAmbition,SE03,biomass,1995,8537.365,8494.8061,8452.2471,8419.141,,
GlobalAmbition,SE03,biomass,2008,8543.1263,8480.0552,8416.9841,8443.43,,
GlobalAmbition,SE03,biomass,2009,8535.2193,8501.204,8467.1887,8439.1702,,
DistributedEnergy,SE03,dsr,1995,7.5537,530.4539,1053.354,579.3609,,
DistributedEnergy,SE03,dsr,2008,5.9318,460.3556,914.7793,562.9873,,
DistributedEnergy,SE03,dsr,2009,27.3972,780.2779,1533.1587,718.8766,,
GlobalAmbition,SE03,dsr,1995,24.5211,93.5587,162.5964,538.4499,,
GlobalAmbition,SE03,dsr,2008,,54.9962,109.9923,425.8036,,
GlobalAmbition,SE03,dsr,2009,15.6225,56.7628,97.903,655.2184,,
DistributedEnergy,SE03,gas,1995,14.2603,142.787,271.3138,9.0181,,
DistributedEnergy,SE03,gas,2008,7.3012,16.5989,25.8966,4.9055,,
DistributedEnergy,SE03,gas,2009,27.8286,132.9217,238.0149,19.1658,,
GlobalAmbition,SE03,gas,1995,11.0991,7.7742,4.4492,8.5562,,
GlobalAmbition,SE03,gas,2008,5.0196,2.5098,,3.7647,,
GlobalAmbition,SE03,gas,2009,10.9457,5.4729,,6.9134,,
DistributedEnergy,SE03,nuclear,1995,13616.6689,6808.3344,,,,
DistributedEnergy,SE03,nuclear,2008,16216.607,8108.3035,,,,
DistributedEnergy,SE03,nuclear,2009,20234.1546,10117.0773,,,,
GlobalAmbition,SE03,nuclear,1995,16408.8837,19948.4496,23488.0154,20857.3235,,
GlobalAmbition,SE03,nuclear,2008,19389.9376,23360.6608,27331.3841,21172.0581,,
GlobalAmbition,SE03,nuclear,2009,28838.5183,30422.352,32006.1857,23909.7513,,
DistributedEnergy,SE03,pvrf,1995,7667.6764,10351.3801,13035.0838,19204.9099,,
DistributedEnergy,SE03,pvrf,2008,7437.9595,10219.6716,13001.3837,19352.9417,,
DistributedEnergy,SE03,pvrf,2009,7488.7931,10288.4063,13088.0195,19635.7913,,
GlobalAmbition,SE03,pvrf,1995,2439.6441,2640.7409,2841.8376,5370.2232,,
GlobalAmbition,SE03,pvrf,2008,2348.5189,2545.591,2742.663,5189.9974,,
GlobalAmbition,SE03,pvrf,2009,2358.7029,2553.6942,2748.6855,5201.1677,,
DistributedEnergy,SE03,windof,1995,1948.822,6208.9637,10469.1053,29316.4693,,
DistributedEnergy,SE03,windof,2008,1955.2394,6219.4926,10483.7458,29491.9755,,
DistributedEnergy,SE03,windof,2009,1795.8429,5708.7336,9621.6244,27002.4503,,
GlobalAmbition,SE03,windof,1995,4481.6751,10014.7884,15547.9015,23879.715,,
GlobalAmbition,SE03,windof,2008,4495.8184,10040.457,15585.0957,23929.4425,,
GlobalAmbition,SE03,windof,2009,4125.6972,9172.7517,14219.8062,21941.9227,,
DistributedEnergy,SE03,windon,1995,50589.5422,58555.0258,66520.5094,68715.4644,,
DistributedEnergy,SE03,windon,2008,46749.6848,54253.89,61758.0953,65851.8136,,
DistributedEnergy,SE03,windon,2009,42149.3742,50222.2763,58295.1783,65035.498,,
GlobalAmbition,SE03,windon,1995,41366.4587,41197.1777,41027.8968,44325.046,,
GlobalAmbition,SE03,windon,2008,38194.1856,37986.4644,37778.7432,41005.0436,,
GlobalAmbition,SE03,windon,2009,34437.181,34208.3666,33979.5522,36870.3662,,
DistributedEnergy,SE04,battery,1995,1225.2559,2260.6293,3296.0027,3655.2298,,
DistributedEnergy,SE04,battery,2008,1231.8874,2259.9151,3287.9428,3627.5753,,
DistributedEnergy,SE04,battery,2009,1214.8416,2221.0172,3227.1929,3645.1101,,
GlobalAmbition,SE04,battery,1995,321.7035,852.4239,1383.1443,1610.3985,,
GlobalAmbition,SE04,battery,2008,327.5981,844.6042,1361.6102,1605.5434,,
GlobalAmbition,SE04,battery,2009,326.5189,829.811,1333.103,1572.4034,,
DistributedEnergy,SE04,biomass,1995,3095.4566,3100.163,3104.8695,3073.2642,,
DistributedEnergy,SE04,biomass,2008,3095.4566,3099.9597,3104.4628,3089.2596,,
DistributedEnergy,SE04,biomass,2009,3095.4566,3100.0706,3104.6845,3087.7273,,
GlobalAmbition,SE04,biomass,1995,3095.4566,3077.0419,3058.6273,3015.858,,
GlobalAmbition,SE04,biomass,2008,3094.8533,3074.9706,3055.088,3022.7383,,
GlobalAmbition,SE04,biomass,2009,3094.3727,3088.215,3082.0574,3060.2381,,
DistributedEnergy,SE04,dsr,1995,5.2584,212.1247,418.9909,404.4698,,
DistributedEnergy,SE04,dsr,2008,1.6758,167.784,333.8923,310.4705,,
DistributedEnergy,SE04,dsr,2009,10.8808,264.3366,517.7923,443.1743,,
GlobalAmbition,SE04,dsr,1995,7.938,35.8082,63.6784,227.2929,,
GlobalAmbition,SE04,dsr,2008,,20.9098,41.8196,171.3232,,
GlobalAmbition,SE04,dsr,2009,4.4982,23.1676,41.837,228.0334,,
DistributedEnergy,SE04,gas,1995,,63.5465,127.0929,,,
DistributedEnergy,SE04,gas,2008,,9.8978,19.7956,,,
DistributedEnergy,SE04,gas,2009,,55.2346,110.4693,60.7043,,
DistributedEnergy,SE04,pvrf,1995,2153.523,2904.302,3655.0809,4688.3223,,
DistributedEnergy,SE04,pvrf,2008,2152.5784,2933.1059,3713.6334,4779.2054,,
DistributedEnergy,SE04,pvrf,2009,2189.6579,2956.4606,3723.2633,4807.7917,,
GlobalAmbition,SE04,pvrf,1995,671.2897,727.1112,782.9326,1450.6935,,
GlobalAmbition,SE04,pvrf,2008,663.379,718.1169,772.8547,1438.0788,,
GlobalAmbition,SE04,pvrf,2009,676.3684,732.5158,788.6632,1466.5819,,
DistributedEnergy,SE04,windof,1995,524.1139,1669.7757,2815.4375,7927.853,,
DistributedEnergy,SE04,windof,2008,540.0132,1718.1551,2896.297,8170.7585,,
DistributedEnergy,SE04,windof,2009,494.593,1574.9585,2655.324,7482.2042,,
GlobalAmbition,SE04,windof,1995,1210.341,2731.3124,4252.2838,6702.4798,,
GlobalAmbition,SE04,windof,2008,1246.5464,2801.8623,4357.1782,6894.131,,
GlobalAmbition,SE04,windof,2009,1141.2752,2581.874,4022.4728,6361.4842,,
DistributedEnergy,SE04,windon,1995,12571.4257,15460.8461,18350.2665,20933.1692,,
DistributedEnergy,SE04,windon,2008,12471.9684,15349.8412,18227.714,21798.3655,,
DistributedEnergy,SE04,windon,2009,11497.6335,14442.9658,17388.2982,21680.0401,,
GlobalAmbition,SE04,windon,1995,12257.3429,14592.9868,16928.6306,22866.4643,,
GlobalAmbition,SE04,windon,2008,12169.1685,14392.147,16615.1255,22570.2899,,
GlobalAmbition,SE04,windon,2009,11156.8804,13357.2137,15557.547,21639.8925,,
DistributedEnergy,SI00,battery,1995,1469.0933,2098.9356,2728.778,3646.364,,
DistributedEnergy,SI00,battery,2008,1467.4381,2132.4093,2797.3806,3647.6137,,
DistributedEnergy,SI00,battery,2009,1475.7739,2096.1683,2716.5627,3692.9722,,
GlobalAmbition,SI00,battery,1995,418.8737,1009.5618,1600.2499,2125.1136,,
GlobalAmbition,SI00,battery,2008,399.8061,1009.1131,1618.4202,2154.8433,,
GlobalAmbition,SI00,battery,2009,411.9123,1011.1594,1610.4065,2145.7873,,
DistributedEnergy,SI00,biomass,1995,609.84,747.2495,884.659,879.912,,
DistributedEnergy,SI00,biomass,2008,609.84,747.3,884.76,879.912,,
DistributedEnergy,SI00,biomass,2009,609.84,747.199,884.558,879.912,,
GlobalAmbition,SI00,biomass,1995,609.84,747.3,884.76,882.336,,
GlobalAmbition,SI00,biomass,2008,609.84,747.3,884.76,882.336,,
GlobalAmbition,SI00,biomass,2009,609.84,747.3,884.76,882.336,,
DistributedEnergy,SI00,dsr,1995,,58.0229,116.0457,201.6309,,
