time_step,AT00,DE00,FR00,IT00
t_2323,34.0,32.0,25.0,49.0
t_2324,34.0,32.0,26.0,50.0
t_2325,34.0,31.0,26.0,49.0
t_2326,33.0,31.0,26.0,49.0
t_2327,33.0,31.0,26.0,48.0
t_2328,32.0,35.0,27.0,51.0
t_2329,31.0,30.0,25.0,48.0
t_2330,30.0,33.0,24.0,48.0
t_2331,30.0,33.0,22.0,48.0
t_2332,26.0,33.0,20.0,44.0
t_2333,28.0,32.0,18.0,42.0
t_2334,26.0,29.0,16.0,31.0
t_2335,20.0,20.0,12.0,14.0
t_2336,20.0,19.0,6.0,8.0
t_2337,18.0,16.0,5.0,4.0
t_2338,19.0,16.0,3.0,3.0
t_2339,18.0,13.0,2.0,2.0
t_2340,18.0,14.0,2.0,2.0
t_2341,18.0,15.0,3.0,3.0
t_2342,19.0,16.0,3.0,5.0
t_2343,20.0,19.0,4.0,10.0
t_2344,22.0,21.0,5.0,16.0
t_2345,29.0,27.0,9.0,36.0
t_2346,33.0,31.0,16.0,44.0
t_2347,35.0,33.0,24.0,47.0
t_2348,35.0,33.0,25.0,48.0
t_2349,35.0,34.0,25.0,48.0
t_2350,35.0,34.0,26.0,47.0
t_2351,35.0,33.0,27.0,46.0
t_2352,34.0,33.0,27.0,46.0
t_2353,32.0,43.0,28.0,56.0
t_2354,31.0,44.0,25.0,54.0
t_2355,30.0,46.0,20.0,53.0
t_2356,34.0,42.0,19.0,52.0
t_2357,30.0,42.0,22.0,52.0
t_2358,31.0,41.0,23.0,51.0
t_2359,35.0,45.0,22.0,54.0
t_2360,36.0,37.0,26.0,43.0
t_2361,34.0,34.0,18.0,34.0
t_2362,33.0,31.0,12.0,40.0
t_2363,33.0,32.0,7.0,38.0
t_2364,33.0,27.0,6.0,32.0
t_2365,33.0,27.0,6.0,34.0
t_2366,36.0,28.0,7.0,35.0
t_2367,36.0,31.0,14.0,35.0
t_2368,42.0,40.0,19.0,48.0
t_2369,42.0,45.0,22.0,56.0
t_2370,43.0,49.0,28.0,59.0
t_2371,44.0,43.0,36.0,62.0
t_2372,45.0,45.0,37.0,63.0
t_2373,44.0,50.0,35.0,62.0
t_2374,43.0,48.0,35.0,59.0
t_2375,42.0,48.0,35.0,57.0
t_2376,38.0,43.0,35.0,53.0
t_2377,32.0,43.0,28.0,56.0
t_2378,31.0,44.0,25.0,54.0
t_2379,30.0,46.0,20.0,53.0
t_2380,34.0,42.0,19.0,52.0
t_2381,30.0,42.0,22.0,52.0
t_2382,31.0,41.0,23.0,51.0
t_2383,35.0,45.0,22.0,54.0
t_2384,36.0,37.0,26.0,43.0
t_2385,34.0,34.0,18.0,34.0
t_2386,33.0,31.0,12.0,40.0
t_2387,33.0,32.0,7.0,38.0
t_2388,33.0,27.0,6.0,32.0
t_2389,33.0,27.0,6.0,34.0
t_2390,36.0,28.0,7.0,35.0
t_2391,36.0,31.0,14.0,35.0
t_2392,42.0,40.0,19.0,48.0
t_2393,42.0,45.0,22.0,56.0
t_2394,43.0,49.0,28.0,59.0
t_2395,44.0,43.0,36.0,62.0
t_2396,45.0,45.0,37.0,63.0
t_2397,44.0,50.0,35.0,62.0
t_2398,43.0,48.0,35.0,59.0
t_2399,42.0,48.0,35.0,57.0
t_2400,38.0,43.0,35.0,53.0
t_2401,32.0,43.0,28.0,56.0
t_2402,31.0,44.0,25.0,54.0
t_2403,30.0,46.0,20.0,53.0
t_2404,34.0,42.0,19.0,52.0
t_2405,30.0,42.0,22.0,52.0
t_2406,31.0,41.0,23.0,51.0
t_2407,35.0,45.0,22.0,54.0
t_2408,36.0,37.0,26.0,43.0
t_2409,34.0,34.0,18.0,34.0
t_2410,33.0,31.0,12.0,40.0
t_2411,33.0,32.0,7.0,38.0
t_2412,33.0,27.0,6.0,32.0
t_2413,33.0,27.0,6.0,34.0
t_2414,36.0,28.0,7.0,35.0
t_2415,36.0,31.0,14.0,35.0
t_2416,42.0,40.0,19.0,48.0
t_2417,42.0,45.0,22.0,56.0
t_2418,43.0,49.0,28.0,59.0
t_2419,44.0,43.0,36.0,62.0
t_2420,45.0,45.0,37.0,63.0
t_2421,44.0,50.0,35.0,62.0
t_2422,43.0,48.0,35.0,59.0
t_2423,42.0,48.0,35.0,57.0
t_2424,38.0,43.0,35.0,53.0
t_2425,32.0,43.0,28.0,56.0
t_2426,31.0,44.0,25.0,54.0
t_2427,30.0,46.0,20.0,53.0
t_2428,34.0,42.0,19.0,52.0
t_2429,30.0,42.0,22.0,52.0
t_2430,31.0,41.0,23.0,51.0
t_2431,35.0,45.0,22.0,54.0
t_2432,36.0,37.0,26.0,43.0
t_2433,34.0,34.0,18.0,34.0
t_2434,33.0,31.0,12.0,40.0
t_2435,33.0,32.0,7.0,38.0
t_2436,33.0,27.0,6.0,32.0
t_2437,33.0,27.0,6.0,34.0
t_2438,36.0,28.0,7.0,35.0
t_2439,36.0,31.0,14.0,35.0
t_2440,42.0,40.0,19.0,48.0
t_2441,42.0,45.0,22.0,56.0
t_2442,43.0,49.0,28.0,59.0
t_2443,44.0,43.0,36.0,62.0
t_2444,45.0,45.0,37.0,63.0
t_2445,44.0,50.0,35.0,62.0
t_2446,43.0,48.0,35.0,59.0
t_2447,42.0,48.0,35.0,57.0
t_2448,38.0,43.0,35.0,53.0
t_2449,32.0,43.0,28.0,56.0
t_2450,31.0,44.0,25.0,54.0
t_2451,30.0,46.0,20.0,53.0
t_2452,34.0,42.0,19.0,52.0
t_2453,30.0,42.0,22.0,52.0
t_2454,31.0,41.0,23.0,51.0
t_2455,35.0,45.0,22.0,54.0
t_2456,36.0,37.0,26.0,43.0
t_2457,34.0,34.0,18.0,34.0
t_2458,33.0,31.0,12.0,40.0
t_2459,33.0,32.0,7.0,38.0
t_2460,33.0,27.0,6.0,32.0
t_2461,33.0,27.0,6.0,34.0
t_2462,36.0,28.0,7.0,35.0
t_2463,36.0,31.0,14.0,35.0
t_2464,42.0,40.0,19.0,48.0
t_2465,42.0,45.0,22.0,56.0
t_2466,43.0,49.0,28.0,59.0
t_2467,44.0,43.0,36.0,62.0
t_2468,45.0,45.0,37.0,63.0
t_2469,44.0,50.0,35.0,62.0
t_2470,43.0,48.0,35.0,59.0
t_2471,42.0,48.0,35.0,57.0
t_2472,38.0,43.0,35.0,53.0
t_2473,31.0,42.0,26.0,54.0
t_2474,34.0,37.0,27.0,49.0
t_2475,33.0,35.0,24.0,53.0
t_2476,29.0,35.0,20.0,50.0
t_2477,29.0,35.0,19.0,47.0
t_2478,28.0,35.0,18.0,45.0
t_2479,27.0,31.0,16.0,31.0
t_2480,28.0,22.0,12.0,17.0
t_2481,25.0,20.0,7.0,12.0
t_2482,23.0,18.0,6.0,11.0
t_2483,22.0,16.0,4.0,7.0
t_2484,23.0,13.0,4.0,6.0
t_2485,21.0,16.0,4.0,4.0
t_2486,23.0,17.0,5.0,6.0
t_2487,27.0,21.0,6.0,12.0
t_2488,30.0,27.0,8.0,26.0
t_2489,32.0,32.0,11.0,51.0
t_2490,33.0,33.0,19.0,48.0
t_2491,34.0,32.0,25.0,49.0
t_2492,34.0,32.0,26.0,50.0
t_2493,34.0,31.0,26.0,49.0
t_2494,33.0,31.0,26.0,49.0
t_2495,33.0,31.0,26.0,48.0
t_2496,32.0,35.0,27.0,51.0
t_2497,31.0,30.0,25.0,48.0
t_2498,30.0,33.0,24.0,48.0
t_2499,30.0,33.0,22.0,48.0
t_2500,26.0,33.0,20.0,44.0
t_2501,28.0,32.0,18.0,42.0
t_2502,26.0,29.0,16.0,31.0
t_2503,20.0,20.0,12.0,14.0
t_2504,20.0,19.0,6.0,8.0
t_2505,18.0,16.0,5.0,4.0
t_2506,19.0,16.0,3.0,3.0
t_2507,18.0,13.0,2.0,2.0
t_2508,18.0,14.0,2.0,2.0
t_2509,18.0,15.0,3.0,3.0
t_2510,19.0,16.0,3.0,5.0
t_2511,20.0,19.0,4.0,10.0
t_2512,22.0,21.0,5.0,16.0
t_2513,29.0,27.0,9.0,36.0
t_2514,33.0,31.0,16.0,44.0
t_2515,35.0,33.0,24.0,47.0
t_2516,35.0,33.0,25.0,48.0
t_2517,35.0,34.0,25.0,48.0
t_2518,35.0,34.0,26.0,47.0
t_2519,35.0,33.0,27.0,46.0
t_2520,34.0,33.0,27.0,46.0
t_2521,32.0,43.0,28.0,56.0
t_2522,31.0,44.0,25.0,54.0
t_2523,30.0,46.0,20.0,53.0
t_2524,34.0,42.0,19.0,52.0
t_2525,30.0,42.0,22.0,52.0
t_2526,31.0,41.0,23.0,51.0
t_2527,35.0,45.0,22.0,54.0
t_2528,36.0,37.0,26.0,43.0
t_2529,34.0,34.0,18.0,34.0
t_2530,33.0,31.0,12.0,40.0
t_2531,33.0,32.0,7.0,38.0
t_2532,33.0,27.0,6.0,32.0
t_2533,33.0,27.0,6.0,34.0
t_2534,36.0,28.0,7.0,35.0
t_2535,36.0,31.0,14.0,35.0
t_2536,42.0,40.0,19.0,48.0
t_2537,42.0,45.0,22.0,56.0
t_2538,43.0,49.0,28.0,59.0
t_2539,44.0,43.0,36.0,62.0
t_2540,45.0,45.0,37.0,63.0
t_2541,44.0,50.0,35.0,62.0
t_2542,43.0,48.0,35.0,59.0
t_2543,42.0,48.0,35.0,57.0
t_2544,38.0,43.0,35.0,53.0
t_2545,32.0,43.0,28.0,56.0
t_2546,31.0,44.0,25.0,54.0
t_2547,30.0,46.0,20.0,53.0
t_2548,34.0,42.0,19.0,52.0
t_2549,30.0,42.0,22.0,52.0
t_2550,31.0,41.0,23.0,51.0
t_2551,35.0,45.0,22.0,54.0
t_2552,36.0,37.0,26.0,43.0
t_2553,34.0,34.0,18.0,34.0
t_2554,33.0,31.0,12.0,40.0
t_2555,33.0,32.0,7.0,38.0
t_2556,33.0,27.0,6.0,32.0
t_2557,33.0,27.0,6.0,34.0
t_2558,36.0,28.0,7.0,35.0
t_2559,36.0,31.0,14.0,35.0
t_2560,42.0,40.0,19.0,48.0
t_2561,42.0,45.0,22.0,56.0
t_2562,43.0,49.0,28.0,59.0
t_2563,44.0,43.0,36.0,62.0
t_2564,45.0,45.0,37.0,63.0
t_2565,44.0,50.0,35.0,62.0
t_2566,43.0,48.0,35.0,59.0
t_2567,42.0,48.0,35.0,57.0
t_2568,38.0,43.0,35.0,53.0
t_2569,32.0,43.0,28.0,56.0
t_2570,31.0,44.0,25.0,54.0
t_2571,30.0,46.0,20.0,53.0
t_2572,34.0,42.0,19.0,52.0
t_2573,30.0,42.0,22.0,52.0
t_2574,31.0,41.0,23.0,51.0
t_2575,35.0,45.0,22.0,54.0
t_2576,36.0,37.0,26.0,43.0
t_2577,34.0,34.0,18.0,34.0
t_2578,33.0,31.0,12.0,40.0
t_2579,33.0,32.0,7.0,38.0
t_2580,33.0,27.0,6.0,32.0
t_2581,33.0,27.0,6.0,34.0
t_2582,36.0,28.0,7.0,35.0
t_2583,36.0,31.0,14.0,35.0
t_2584,42.0,40.0,19.0,48.0
t_2585,42.0,45.0,22.0,56.0
t_2586,43.0,49.0,28.0,59.0
t_2587,44.0,43.0,36.0,62.0
t_2588,45.0,45.0,37.0,63.0
t_2589,44.0,50.0,35.0,62.0
t_2590,43.0,48.0,35.0,59.0
t_2591,42.0,48.0,35.0,57.0
t_2592,38.0,43.0,35.0,53.0
t_2593,32.0,43.0,28.0,56.0
t_2594,31.0,44.0,25.0,54.0
t_2595,30.0,46.0,20.0,53.0
t_2596,34.0,42.0,19.0,52.0
t_2597,30.0,42.0,22.0,52.0
t_2598,31.0,41.0,23.0,51.0
t_2599,35.0,45.0,22.0,54.0
t_2600,36.0,37.0,26.0,43.0
t_2601,34.0,34.0,18.0,34.0
t_2602,33.0,31.0,12.0,40.0
t_2603,33.0,32.0,7.0,38.0
t_2604,33.0,27.0,6.0,32.0
t_2605,33.0,27.0,6.0,34.0
t_2606,36.0,28.0,7.0,35.0
t_2607,36.0,31.0,14.0,35.0
t_2608,42.0,40.0,19.0,48.0
t_2609,42.0,45.0,22.0,56.0
t_2610,43.0,49.0,28.0,59.0
t_2611,44.0,43.0,36.0,62.0
t_2612,45.0,45.0,37.0,63.0
t_2613,44.0,50.0,35.0,62.0
t_2614,43.0,48.0,35.0,59.0
t_2615,42.0,48.0,35.0,57.0
t_2616,38.0,43.0,35.0,53.0
t_2617,32.0,43.0,28.0,56.0
t_2618,31.0,44.0,25.0,54.0
t_2619,30.0,46.0,20.0,53.0
t_2620,34.0,42.0,19.0,52.0
t_2621,30.0,42.0,22.0,52.0
t_2622,31.0,41.0,23.0,51.0
t_2623,35.0,45.0,22.0,54.0
t_2624,36.0,37.0,26.0,43.0
t_2625,34.0,34.0,18.0,34.0
t_2626,33.0,31.0,12.0,40.0
t_2627,33.0,32.0,7.0,38.0
t_2628,33.0,27.0,6.0,32.0
t_2629,33.0,27.0,6.0,34.0
t_2630,36.0,28.0,7.0,35.0
t_2631,36.0,31.0,14.0,35.0
t_2632,42.0,40.0,19.0,48.0
t_2633,42.0,45.0,22.0,56.0
t_2634,43.0,49.0,28.0,59.0
t_2635,44.0,43.0,36.0,62.0
t_2636,45.0,45.0,37.0,63.0
t_2637,44.0,50.0,35.0,62.0
t_2638,43.0,48.0,35.0,59.0
t_2639,42.0,48.0,35.0,57.0
t_2640,38.0,43.0,35.0,53.0
t_2641,31.0,42.0,26.0,54.0
t_2642,34.0,37.0,27.0,49.0
t_2643,33.0,35.0,24.0,53.0
t_2644,29.0,35.0,20.0,50.0
t_2645,29.0,35.0,19.0,47.0
t_2646,28.0,35.0,18.0,45.0
t_2647,27.0,31.0,16.0,31.0
t_2648,28.0,22.0,12.0,17.0
t_2649,25.0,20.0,7.0,12.0
t_2650,23.0,18.0,6.0,11.0
t_2651,22.0,16.0,4.0,7.0
t_2652,23.0,13.0,4.0,6.0
t_2653,21.0,16.0,4.0,4.0
t_2654,23.0,17.0,5.0,6.0
t_2655,27.0,21.0,6.0,12.0
t_2656,30.0,27.0,8.0,26.0
t_2657,32.0,32.0,11.0,51.0
t_2658,33.0,33.0,19.0,48.0
t_2659,34.0,32.0,25.0,49.0
t_2660,34.0,32.0,26.0,50.0
t_2661,34.0,31.0,26.0,49.0
t_2662,33.0,31.0,26.0,49.0
t_2663,33.0,31.0,26.0,48.0
t_2664,32.0,35.0,27.0,51.0
t_2665,31.0,30.0,25.0,48.0
t_2666,30.0,33.0,24.0,48.0
t_2667,30.0,33.0,22.0,48.0
t_2668,26.0,33.0,20.0,44.0
t_2669,28.0,32.0,18.0,42.0
t_2670,26.0,29.0,16.0,31.0
t_2671,20.0,20.0,12.0,14.0
t_2672,20.0,19.0,6.0,8.0
t_2673,18.0,16.0,5.0,4.0
t_2674,19.0,16.0,3.0,3.0
t_2675,18.0,13.0,2.0,2.0
t_2676,18.0,14.0,2.0,2.0
t_2677,18.0,15.0,3.0,3.0
t_2678,19.0,16.0,3.0,5.0
t_2679,20.0,19.0,4.0,10.0
t_2680,22.0,21.0,5.0,16.0
t_2681,29.0,27.0,9.0,36.0
t_2682,33.0,31.0,16.0,44.0
t_2683,35.0,33.0,24.0,47.0
t_2684,35.0,33.0,25.0,48.0
t_2685,35.0,34.0,25.0,48.0
t_2686,35.0,34.0,26.0,47.0
t_2687,35.0,33.0,27.0,46.0
t_2688,34.0,33.0,27.0,46.0
t_2689,32.0,43.0,28.0,56.0
t_2690,31.0,44.0,25.0,54.0
t_2691,30.0,46.0,20.0,53.0
t_2692,34.0,42.0,19.0,52.0
t_2693,30.0,42.0,22.0,52.0
t_2694,31.0,41.0,23.0,51.0
t_2695,35.0,45.0,22.0,54.0
t_2696,36.0,37.0,26.0,43.0
t_2697,34.0,34.0,18.0,34.0
t_2698,33.0,31.0,12.0,40.0
t_2699,33.0,32.0,7.0,38.0
t_2700,33.0,27.0,6.0,32.0
t_2701,33.0,27.0,6.0,34.0
t_2702,36.0,28.0,7.0,35.0
t_2703,36.0,31.0,14.0,35.0
t_2704,42.0,40.0,19.0,48.0
t_2705,42.0,45.0,22.0,56.0
t_2706,43.0,49.0,28.0,59.0
t_2707,44.0,43.0,36.0,62.0
t_2708,45.0,45.0,37.0,63.0
t_2709,44.0,50.0,35.0,62.0
t_2710,43.0,48.0,35.0,59.0
t_2711,42.0,48.0,35.0,57.0
t_2712,38.0,43.0,35.0,53.0
t_2713,32.0,43.0,28.0,56.0
t_2714,31.0,44.0,25.0,54.0
t_2715,30.0,46.0,20.0,53.0
t_2716,34.0,42.0,19.0,52.0
t_2717,30.0,42.0,22.0,52.0
t_2718,31.0,41.0,23.0,51.0
t_2719,35.0,45.0,22.0,54.0
t_2720,36.0,37.0,26.0,43.0
t_2721,34.0,34.0,18.0,34.0
t_2722,33.0,31.0,12.0,40.0
t_2723,33.0,32.0,7.0,38.0
t_2724,33.0,27.0,6.0,32.0
t_2725,33.0,27.0,6.0,34.0
t_2726,36.0,28.0,7.0,35.0
t_2727,36.0,31.0,14.0,35.0
t_2728,42.0,40.0,19.0,48.0
t_2729,42.0,45.0,22.0,56.0
t_2730,43.0,49.0,28.0,59.0
t_2731,44.0,43.0,36.0,62.0
t_2732,45.0,45.0,37.0,63.0
t_2733,44.0,50.0,35.0,62.0
t_2734,43.0,48.0,35.0,59.0
t_2735,42.0,48.0,35.0,57.0
t_2736,38.0,43.0,35.0,53.0
t_2737,32.0,43.0,28.0,56.0
t_2738,31.0,44.0,25.0,54.0
t_2739,30.0,46.0,20.0,53.0
t_2740,34.0,42.0,19.0,52.0
t_2741,30.0,42.0,22.0,52.0
t_2742,31.0,41.0,23.0,51.0
t_2743,35.0,45.0,22.0,54.0
t_2744,36.0,37.0,26.0,43.0
t_2745,34.0,34.0,18.0,34.0
t_2746,33.0,31.0,12.0,40.0
t_2747,33.0,32.0,7.0,38.0
t_2748,33.0,27.0,6.0,32.0
t_2749,33.0,27.0,6.0,34.0
t_2750,36.0,28.0,7.0,35.0
t_2751,36.0,31.0,14.0,35.0
t_2752,42.0,40.0,19.0,48.0
t_2753,42.0,45.0,22.0,56.0
t_2754,43.0,49.0,28.0,59.0
t_2755,44.0,43.0,36.0,62.0
t_2756,45.0,45.0,37.0,63.0
t_2757,44.0,50.0,35.0,62.0
t_2758,43.0,48.0,35.0,59.0
t_2759,42.0,48.0,35.0,57.0
t_2760,38.0,43.0,35.0,53.0
t_2761,32.0,43.0,28.0,56.0
t_2762,31.0,44.0,25.0,54.0
t_2763,30.0,46.0,20.0,53.0
t_2764,34.0,42.0,19.0,52.0
t_2765,30.0,42.0,22.0,52.0
t_2766,31.0,41.0,23.0,51.0
t_2767,35.0,45.0,22.0,54.0
t_2768,36.0,37.0,26.0,43.0
t_2769,34.0,34.0,18.0,34.0
t_2770,33.0,31.0,12.0,40.0
t_2771,33.0,32.0,7.0,38.0
t_2772,33.0,27.0,6.0,32.0
t_2773,33.0,27.0,6.0,34.0
t_2774,36.0,28.0,7.0,35.0
t_2775,36.0,31.0,14.0,35.0
t_2776,42.0,40.0,19.0,48.0
t_2777,42.0,45.0,22.0,56.0
t_2778,43.0,49.0,28.0,59.0
t_2779,44.0,43.0,36.0,62.0
t_2780,45.0,45.0,37.0,63.0
t_2781,44.0,50.0,35.0,62.0
t_2782,43.0,48.0,35.0,59.0
t_2783,42.0,48.0,35.0,57.0
t_2784,38.0,43.0,35.0,53.0
t_2785,32.0,43.0,28.0,56.0
t_2786,31.0,44.0,25.0,54.0
t_2787,30.0,46.0,20.0,53.0
t_2788,34.0,42.0,19.0,52.0
t_2789,30.0,42.0,22.0,52.0
t_2790,31.0,41.0,23.0,51.0
t_2791,35.0,45.0,22.0,54.0
t_2792,36.0,37.0,26.0,43.0
t_2793,34.0,34.0,18.0,34.0
t_2794,33.0,31.0,12.0,40.0
t_2795,33.0,32.0,7.0,38.0
t_2796,33.0,27.0,6.0,32.0
t_2797,33.0,27.0,6.0,34.0
t_2798,36.0,28.0,7.0,35.0
t_2799,36.0,31.0,14.0,35.0
t_2800,42.0,40.0,19.0,48.0
t_2801,42.0,45.0,22.0,56.0
t_2802,43.0,49.0,28.0,59.0
t_2803,44.0,43.0,36.0,62.0
t_2804,45.0,45.0,37.0,63.0
t_2805,44.0,50.0,35.0,62.0
t_2806,43.0,48.0,35.0,59.0
t_2807,42.0,48.0,35.0,57.0
t_2808,38.0,43.0,35.0,53.0
t_2809,31.0,42.0,26.0,54.0
t_2810,34.0,37.0,27.0,49.0
t_2811,33.0,35.0,24.0,53.0
t_2812,29.0,35.0,20.0,50.0
t_2813,29.0,35.0,19.0,47.0
t_2814,28.0,35.0,18.0,45.0
t_2815,27.0,31.0,16.0,31.0
t_2816,28.0,22.0,12.0,17.0
t_2817,25.0,20.0,7.0,12.0
t_2818,23.0,18.0,6.0,11.0
t_2819,22.0,16.0,4.0,7.0
t_2820,23.0,13.0,4.0,6.0
t_2821,21.0,16.0,4.0,4.0
t_2822,23.0,17.0,5.0,6.0
t_2823,27.0,21.0,6.0,12.0
t_2824,30.0,27.0,8.0,26.0
t_2825,32.0,32.0,11.0,51.0
t_2826,33.0,33.0,19.0,48.0
t_2827,34.0,32.0,25.0,49.0
t_2828,34.0,32.0,26.0,50.0
t_2829,34.0,31.0,26.0,49.0
t_2830,33.0,31.0,26.0,49.0
t_2831,33.0,31.0,26.0,48.0
t_2832,32.0,35.0,27.0,51.0
t_2833,31.0,30.0,25.0,48.0
t_2834,30.0,33.0,24.0,48.0
t_2835,30.0,33.0,22.0,48.0
t_2836,26.0,33.0,20.0,44.0
t_2837,28.0,32.0,18.0,42.0
t_2838,26.0,29.0,16.0,31.0
t_2839,20.0,20.0,12.0,14.0
t_2840,20.0,19.0,6.0,8.0
t_2841,18.0,16.0,5.0,4.0
t_2842,19.0,16.0,3.0,3.0
t_2843,18.0,13.0,2.0,2.0
t_2844,18.0,14.0,2.0,2.0
t_2845,18.0,15.0,3.0,3.0
t_2846,19.0,16.0,3.0,5.0
t_2847,20.0,19.0,4.0,10.0
t_2848,22.0,21.0,5.0,16.0
t_2849,29.0,27.0,9.0,36.0
t_2850,33.0,31.0,16.0,44.0
t_2851,35.0,33.0,24.0,47.0
t_2852,35.0,33.0,25.0,48.0
t_2853,35.0,34.0,25.0,48.0
t_2854,35.0,34.0,26.0,47.0
t_2855,35.0,33.0,27.0,46.0
t_2856,34.0,33.0,27.0,46.0
t_2857,32.0,43.0,28.0,56.0
t_2858,31.0,44.0,25.0,54.0
t_2859,30.0,46.0,20.0,53.0
t_2860,34.0,42.0,19.0,52.0
t_2861,30.0,42.0,22.0,52.0
t_2862,31.0,41.0,23.0,51.0
t_2863,35.0,45.0,22.0,54.0
t_2864,36.0,37.0,26.0,43.0
t_2865,34.0,34.0,18.0,34.0
t_2866,33.0,31.0,12.0,40.0
t_2867,33.0,32.0,7.0,38.0
t_2868,33.0,27.0,6.0,32.0
t_2869,33.0,27.0,6.0,34.0
t_2870,36.0,28.0,7.0,35.0
t_2871,36.0,31.0,14.0,35.0
t_2872,42.0,40.0,19.0,48.0
t_2873,42.0,45.0,22.0,56.0
t_2874,43.0,49.0,28.0,59.0
t_2875,44.0,43.0,36.0,62.0
t_2876,45.0,45.0,37.0,63.0
t_2877,44.0,50.0,35.0,62.0
t_2878,43.0,48.0,35.0,59.0
t_2879,42.0,48.0,35.0,57.0
t_2880,38.0,43.0,35.0,53.0
t_2881,32.0,43.0,28.0,56.0
t_2882,31.0,44.0,25.0,54.0
t_2883,30.0,46.0,20.0,53.0
t_2884,34.0,42.0,19.0,52.0
t_2885,30.0,42.0,22.0,52.0
t_2886,31.0,41.0,23.0,51.0
t_2887,35.0,45.0,22.0,54.0
t_2888,36.0,37.0,26.0,43.0
t_2889,34.0,34.0,18.0,34.0
t_2890,33.0,31.0,12.0,40.0
t_2891,33.0,32.0,7.0,38.0
t_2892,33.0,27.0,6.0,32.0
t_2893,33.0,27.0,6.0,34.0
t_2894,36.0,28.0,7.0,35.0
t_2895,36.0,31.0,14.0,35.0
t_2896,42.0,40.0,19.0,48.0
t_2897,42.0,45.0,22.0,56.0
t_2898,43.0,49.0,28.0,59.0
t_2899,44.0,43.0,36.0,62.0
t_2900,45.0,45.0,37.0,63.0
t_2901,44.0,50.0,35.0,62.0
t_2902,43.0,48.0,35.0,59.0
t_2903,42.0,48.0,35.0,57.0
t_2904,38.0,43.0,35.0,53.0
t_2905,32.0,43.0,28.0,56.0
t_2906,31.0,44.0,25.0,54.0
t_2907,30.0,46.0,20.0,53.0
t_2908,34.0,42.0,19.0,52.0
t_2909,30.0,42.0,22.0,52.0
t_2910,31.0,41.0,23.0,51.0
t_2911,35.0,45.0,22.0,54.0
t_2912,36.0,37.0,26.0,43.0
t_2913,34.0,34.0,18.0,34.0
t_2914,33.0,31.0,12.0,40.0
t_2915,33.0,32.0,7.0,38.0
t_2916,33.0,27.0,6.0,32.0
t_2917,33.0,27.0,6.0,34.0
t_2918,36.0,28.0,7.0,35.0
t_2919,36.0,31.0,14.0,35.0
t_2920,42.0,40.0,19.0,48.0
t_2921,42.0,45.0,22.0,56.0
t_2922,43.0,49.0,28.0,59.0
t_2923,44.0,43.0,36.0,62.0
t_2924,45.0,45.0,37.0,63.0
t_2925,44.0,50.0,35.0,62.0
t_2926,43.0,48.0,35.0,59.0
t_2927,42.0,48.0,35.0,57.0
t_2928,38.0,43.0,35.0,53.0
t_2929,32.0,43.0,28.0,56.0
t_2930,31.0,44.0,25.0,54.0
t_2931,30.0,46.0,20.0,53.0
t_2932,34.0,42.0,19.0,52.0
t_2933,30.0,42.0,22.0,52.0
t_2934,31.0,41.0,23.0,51.0
t_2935,35.0,45.0,22.0,54.0
t_2936,36.0,37.0,26.0,43.0
t_2937,34.0,34.0,18.0,34.0
t_2938,33.0,31.0,12.0,40.0
t_2939,33.0,32.0,7.0,38.0
t_2940,33.0,27.0,6.0,32.0
t_2941,33.0,27.0,6.0,34.0
t_2942,36.0,28.0,7.0,35.0
t_2943,36.0,31.0,14.0,35.0
t_2944,42.0,40.0,19.0,48.0
t_2945,42.0,45.0,22.0,56.0
t_2946,43.0,49.0,28.0,59.0
t_2947,44.0,43.0,36.0,62.0
t_2948,45.0,45.0,37.0,63.0
t_2949,44.0,50.0,35.0,62.0
t_2950,43.0,48.0,35.0,59.0
t_2951,42.0,48.0,35.0,57.0
t_2952,38.0,43.0,35.0,53.0
t_2953,32.0,43.0,28.0,56.0
t_2954,31.0,44.0,25.0,54.0
t_2955,30.0,46.0,20.0,53.0
t_2956,34.0,42.0,19.0,52.0
t_2957,30.0,42.0,22.0,52.0
t_2958,31.0,41.0,23.0,51.0
t_2959,35.0,45.0,22.0,54.0
t_2960,36.0,37.0,26.0,43.0
t_2961,34.0,34.0,18.0,34.0
t_2962,33.0,31.0,12.0,40.0
t_2963,33.0,32.0,7.0,38.0
t_2964,33.0,27.0,6.0,32.0
t_2965,33.0,27.0,6.0,34.0
t_2966,36.0,28.0,7.0,35.0
t_2967,36.0,31.0,14.0,35.0
t_2968,42.0,40.0,19.0,48.0
t_2969,42.0,45.0,22.0,56.0
t_2970,43.0,49.0,28.0,59.0
t_2971,44.0,43.0,36.0,62.0
t_2972,45.0,45.0,37.0,63.0
t_2973,44.0,50.0,35.0,62.0
t_2974,43.0,48.0,35.0,59.0
t_2975,42.0,48.0,35.0,57.0
t_2976,38.0,43.0,35.0,53.0
t_2977,31.0,42.0,26.0,54.0
t_2978,34.0,37.0,27.0,49.0
t_2979,33.0,35.0,24.0,53.0
t_2980,29.0,35.0,20.0,50.0
t_2981,29.0,35.0,19.0,47.0
t_2982,28.0,35.0,18.0,45.0
t_2983,27.0,31.0,16.0,31.0
t_2984,28.0,22.0,12.0,17.0
t_2985,25.0,20.0,7.0,12.0
t_2986,23.0,18.0,6.0,11.0
t_2987,22.0,16.0,4.0,7.0
