time_step,AT00,DE00,FR00,IT00
t_4061,30.0,42.0,22.0,52.0
t_4062,31.0,41.0,23.0,51.0
t_4063,35.0,45.0,22.0,54.0
t_4064,36.0,37.0,26.0,43.0
t_4065,34.0,34.0,18.0,34.0
t_4066,33.0,31.0,12.0,40.0
t_4067,33.0,32.0,7.0,38.0
t_4068,33.0,27.0,6.0,32.0
t_4069,33.0,27.0,6.0,34.0
t_4070,36.0,28.0,7.0,35.0
t_4071,36.0,31.0,14.0,35.0
t_4072,42.0,40.0,19.0,48.0
t_4073,42.0,45.0,22.0,56.0
t_4074,43.0,49.0,28.0,59.0
t_4075,44.0,43.0,36.0,62.0
t_4076,45.0,45.0,37.0,63.0
t_4077,44.0,50.0,35.0,62.0
t_4078,43.0,48.0,35.0,59.0
t_4079,42.0,48.0,35.0,57.0
t_4080,38.0,43.0,35.0,53.0
t_4081,32.0,43.0,28.0,56.0
t_4082,31.0,44.0,25.0,54.0
t_4083,30.0,46.0,20.0,53.0
t_4084,34.0,42.0,19.0,52.0
t_4085,30.0,42.0,22.0,52.0
t_4086,31.0,41.0,23.0,51.0
t_4087,35.0,45.0,22.0,54.0
t_4088,36.0,37.0,26.0,43.0
t_4089,34.0,34.0,18.0,34.0
t_4090,33.0,31.0,12.0,40.0
t_4091,33.0,32.0,7.0,38.0
t_4092,33.0,27.0,6.0,32.0
t_4093,33.0,27.0,6.0,34.0
t_4094,36.0,28.0,7.0,35.0
t_4095,36.0,31.0,14.0,35.0
t_4096,42.0,40.0,19.0,48.0
t_4097,42.0,45.0,22.0,56.0
t_4098,43.0,49.0,28.0,59.0
t_4099,44.0,43.0,36.0,62.0
t_4100,45.0,45.0,37.0,63.0
t_4101,44.0,50.0,35.0,62.0
t_4102,43.0,48.0,35.0,59.0
t_4103,42.0,48.0,35.0,57.0
t_4104,38.0,43.0,35.0,53.0
t_4105,32.0,43.0,28.0,56.0
t_4106,31.0,44.0,25.0,54.0
t_4107,30.0,46.0,20.0,53.0
t_4108,34.0,42.0,19.0,52.0
t_4109,30.0,42.0,22.0,52.0
t_4110,31.0,41.0,23.0,51.0
t_4111,35.0,45.0,22.0,54.0
t_4112,36.0,37.0,26.0,43.0
t_4113,34.0,34.0,18.0,34.0
t_4114,33.0,31.0,12.0,40.0
t_4115,33.0,32.0,7.0,38.0
t_4116,33.0,27.0,6.0,32.0
t_4117,33.0,27.0,6.0,34.0
t_4118,36.0,28.0,7.0,35.0
t_4119,36.0,31.0,14.0,35.0
t_4120,42.0,40.0,19.0,48.0
t_4121,42.0,45.0,22.0,56.0
t_4122,43.0,49.0,28.0,59.0
t_4123,44.0,43.0,36.0,62.0
t_4124,45.0,45.0,37.0,63.0
t_4125,44.0,50.0,35.0,62.0
t_4126,43.0,48.0,35.0,59.0
t_4127,42.0,48.0,35.0,57.0
t_4128,38.0,43.0,35.0,53.0
t_4129,32.0,43.0,28.0,56.0
t_4130,31.0,44.0,25.0,54.0
t_4131,30.0,46.0,20.0,53.0
t_4132,34.0,42.0,19.0,52.0
t_4133,30.0,42.0,22.0,52.0
t_4134,31.0,41.0,23.0,51.0
t_4135,35.0,45.0,22.0,54.0
t_4136,36.0,37.0,26.0,43.0
t_4137,34.0,34.0,18.0,34.0
t_4138,33.0,31.0,12.0,40.0
t_4139,33.0,32.0,7.0,38.0
t_4140,33.0,27.0,6.0,32.0
t_4141,33.0,27.0,6.0,34.0
t_4142,36.0,28.0,7.0,35.0
t_4143,36.0,31.0,14.0,35.0
t_4144,42.0,40.0,19.0,48.0
t_4145,42.0,45.0,22.0,56.0
t_4146,43.0,49.0,28.0,59.0
t_4147,44.0,43.0,36.0,62.0
t_4148,45.0,45.0,37.0,63.0
t_4149,44.0,50.0,35.0,62.0
t_4150,43.0,48.0,35.0,59.0
t_4151,42.0,48.0,35.0,57.0
t_4152,38.0,43.0,35.0,53.0
t_4153,31.0,42.0,26.0,54.0
t_4154,34.0,37.0,27.0,49.0
t_4155,33.0,35.0,24.0,53.0
t_4156,29.0,35.0,20.0,50.0
t_4157,29.0,35.0,19.0,47.0
t_4158,28.0,35.0,18.0,45.0
t_4159,27.0,31.0,16.0,31.0
t_4160,28.0,22.0,12.0,17.0
t_4161,25.0,20.0,7.0,12.0
t_4162,23.0,18.0,6.0,11.0
t_4163,22.0,16.0,4.0,7.0
t_4164,23.0,13.0,4.0,6.0
t_4165,21.0,16.0,4.0,4.0
t_4166,23.0,17.0,5.0,6.0
t_4167,27.0,21.0,6.0,12.0
t_4168,30.0,27.0,8.0,26.0
t_4169,32.0,32.0,11.0,51.0
t_4170,33.0,33.0,19.0,48.0
t_4171,34.0,32.0,25.0,49.0
t_4172,34.0,32.0,26.0,50.0
t_4173,34.0,31.0,26.0,49.0
t_4174,33.0,31.0,26.0,49.0
t_4175,33.0,31.0,26.0,48.0
t_4176,32.0,35.0,27.0,51.0
t_4177,31.0,30.0,25.0,48.0
t_4178,30.0,33.0,24.0,48.0
t_4179,30.0,33.0,22.0,48.0
t_4180,26.0,33.0,20.0,44.0
t_4181,28.0,32.0,18.0,42.0
t_4182,26.0,29.0,16.0,31.0
t_4183,20.0,20.0,12.0,14.0
t_4184,20.0,19.0,6.0,8.0
t_4185,18.0,16.0,5.0,4.0
t_4186,19.0,16.0,3.0,3.0
t_4187,18.0,13.0,2.0,2.0
t_4188,18.0,14.0,2.0,2.0
t_4189,18.0,15.0,3.0,3.0
t_4190,19.0,16.0,3.0,5.0
t_4191,20.0,19.0,4.0,10.0
t_4192,22.0,21.0,5.0,16.0
t_4193,29.0,27.0,9.0,36.0
t_4194,33.0,31.0,16.0,44.0
t_4195,35.0,33.0,24.0,47.0
t_4196,35.0,33.0,25.0,48.0
t_4197,35.0,34.0,25.0,48.0
t_4198,35.0,34.0,26.0,47.0
t_4199,35.0,33.0,27.0,46.0
t_4200,34.0,33.0,27.0,46.0
t_4201,32.0,43.0,28.0,56.0
t_4202,31.0,44.0,25.0,54.0
t_4203,30.0,46.0,20.0,53.0
t_4204,34.0,42.0,19.0,52.0
t_4205,30.0,42.0,22.0,52.0
t_4206,31.0,41.0,23.0,51.0
t_4207,35.0,45.0,22.0,54.0
t_4208,36.0,37.0,26.0,43.0
t_4209,34.0,34.0,18.0,34.0
t_4210,33.0,31.0,12.0,40.0
t_4211,33.0,32.0,7.0,38.0
t_4212,33.0,27.0,6.0,32.0
t_4213,33.0,27.0,6.0,34.0
t_4214,36.0,28.0,7.0,35.0
t_4215,36.0,31.0,14.0,35.0
t_4216,42.0,40.0,19.0,48.0
t_4217,42.0,45.0,22.0,56.0
t_4218,43.0,49.0,28.0,59.0
t_4219,44.0,43.0,36.0,62.0
t_4220,45.0,45.0,37.0,63.0
t_4221,44.0,50.0,35.0,62.0
t_4222,43.0,48.0,35.0,59.0
t_4223,42.0,48.0,35.0,57.0
t_4224,38.0,43.0,35.0,53.0
t_4225,32.0,43.0,28.0,56.0
t_4226,31.0,44.0,25.0,54.0
t_4227,30.0,46.0,20.0,53.0
t_4228,34.0,42.0,19.0,52.0
t_4229,30.0,42.0,22.0,52.0
t_4230,31.0,41.0,23.0,51.0
t_4231,35.0,45.0,22.0,54.0
t_4232,36.0,37.0,26.0,43.0
t_4233,34.0,34.0,18.0,34.0
t_4234,33.0,31.0,12.0,40.0
t_4235,33.0,32.0,7.0,38.0
t_4236,33.0,27.0,6.0,32.0
t_4237,33.0,27.0,6.0,34.0
t_4238,36.0,28.0,7.0,35.0
t_4239,36.0,31.0,14.0,35.0
t_4240,42.0,40.0,19.0,48.0
t_4241,42.0,45.0,22.0,56.0
t_4242,43.0,49.0,28.0,59.0
t_4243,44.0,43.0,36.0,62.0
t_4244,45.0,45.0,37.0,63.0
t_4245,44.0,50.0,35.0,62.0
t_4246,43.0,48.0,35.0,59.0
t_4247,42.0,48.0,35.0,57.0
t_4248,38.0,43.0,35.0,53.0
t_4249,32.0,43.0,28.0,56.0
t_4250,31.0,44.0,25.0,54.0
t_4251,30.0,46.0,20.0,53.0
t_4252,34.0,42.0,19.0,52.0
t_4253,30.0,42.0,22.0,52.0
t_4254,31.0,41.0,23.0,51.0
t_4255,35.0,45.0,22.0,54.0
t_4256,36.0,37.0,26.0,43.0
t_4257,34.0,34.0,18.0,34.0
t_4258,33.0,31.0,12.0,40.0
t_4259,33.0,32.0,7.0,38.0
t_4260,33.0,27.0,6.0,32.0
t_4261,33.0,27.0,6.0,34.0
t_4262,36.0,28.0,7.0,35.0
t_4263,36.0,31.0,14.0,35.0
t_4264,42.0,40.0,19.0,48.0
t_4265,42.0,45.0,22.0,56.0
t_4266,43.0,49.0,28.0,59.0
t_4267,44.0,43.0,36.0,62.0
t_4268,45.0,45.0,37.0,63.0
t_4269,44.0,50.0,35.0,62.0
t_4270,43.0,48.0,35.0,59.0
t_4271,42.0,48.0,35.0,57.0
t_4272,38.0,43.0,35.0,53.0
t_4273,32.0,43.0,28.0,56.0
t_4274,31.0,44.0,25.0,54.0
t_4275,30.0,46.0,20.0,53.0
t_4276,34.0,42.0,19.0,52.0
t_4277,30.0,42.0,22.0,52.0
t_4278,31.0,41.0,23.0,51.0
t_4279,35.0,45.0,22.0,54.0
t_4280,36.0,37.0,26.0,43.0
t_4281,34.0,34.0,18.0,34.0
t_4282,33.0,31.0,12.0,40.0
t_4283,33.0,32.0,7.0,38.0
t_4284,33.0,27.0,6.0,32.0
t_4285,33.0,27.0,6.0,34.0
t_4286,36.0,28.0,7.0,35.0
t_4287,36.0,31.0,14.0,35.0
t_4288,42.0,40.0,19.0,48.0
t_4289,42.0,45.0,22.0,56.0
t_4290,43.0,49.0,28.0,59.0
t_4291,44.0,43.0,36.0,62.0
t_4292,45.0,45.0,37.0,63.0
t_4293,44.0,50.0,35.0,62.0
t_4294,43.0,48.0,35.0,59.0
t_4295,42.0,48.0,35.0,57.0
t_4296,38.0,43.0,35.0,53.0
t_4297,32.0,43.0,28.0,56.0
t_4298,31.0,44.0,25.0,54.0
t_4299,30.0,46.0,20.0,53.0
t_4300,34.0,42.0,19.0,52.0
t_4301,30.0,42.0,22.0,52.0
t_4302,31.0,41.0,23.0,51.0
t_4303,35.0,45.0,22.0,54.0
t_4304,36.0,37.0,26.0,43.0
t_4305,34.0,34.0,18.0,34.0
t_4306,33.0,31.0,12.0,40.0
t_4307,33.0,32.0,7.0,38.0
t_4308,33.0,27.0,6.0,32.0
t_4309,33.0,27.0,6.0,34.0
t_4310,36.0,28.0,7.0,35.0
t_4311,36.0,31.0,14.0,35.0
t_4312,42.0,40.0,19.0,48.0
t_4313,42.0,45.0,22.0,56.0
t_4314,43.0,49.0,28.0,59.0
t_4315,44.0,43.0,36.0,62.0
t_4316,45.0,45.0,37.0,63.0
t_4317,44.0,50.0,35.0,62.0
t_4318,43.0,48.0,35.0,59.0
t_4319,42.0,48.0,35.0,57.0
t_4320,38.0,43.0,35.0,53.0
t_4321,31.0,42.0,26.0,54.0
t_4322,34.0,37.0,27.0,49.0
t_4323,33.0,35.0,24.0,53.0
t_4324,29.0,35.0,20.0,50.0
t_4325,29.0,35.0,19.0,47.0
t_4326,28.0,35.0,18.0,45.0
t_4327,27.0,31.0,16.0,31.0
t_4328,28.0,22.0,12.0,17.0
t_4329,25.0,20.0,7.0,12.0
t_4330,23.0,18.0,6.0,11.0
t_4331,22.0,16.0,4.0,7.0
t_4332,23.0,13.0,4.0,6.0
t_4333,21.0,16.0,4.0,4.0
t_4334,23.0,17.0,5.0,6.0
t_4335,27.0,21.0,6.0,12.0
t_4336,30.0,27.0,8.0,26.0
t_4337,32.0,32.0,11.0,51.0
t_4338,33.0,33.0,19.0,48.0
t_4339,34.0,32.0,25.0,49.0
t_4340,34.0,32.0,26.0,50.0
t_4341,34.0,31.0,26.0,49.0
t_4342,33.0,31.0,26.0,49.0
t_4343,33.0,31.0,26.0,48.0
t_4344,32.0,35.0,27.0,51.0
t_4345,31.0,30.0,25.0,48.0
t_4346,30.0,33.0,24.0,48.0
t_4347,30.0,33.0,22.0,48.0
t_4348,26.0,33.0,20.0,44.0
t_4349,28.0,32.0,18.0,42.0
t_4350,26.0,29.0,16.0,31.0
t_4351,20.0,20.0,12.0,14.0
t_4352,20.0,19.0,6.0,8.0
t_4353,18.0,16.0,5.0,4.0
t_4354,19.0,16.0,3.0,3.0
t_4355,18.0,13.0,2.0,2.0
t_4356,18.0,14.0,2.0,2.0
t_4357,18.0,15.0,3.0,3.0
t_4358,19.0,16.0,3.0,5.0
t_4359,20.0,19.0,4.0,10.0
t_4360,22.0,21.0,5.0,16.0
t_4361,29.0,27.0,9.0,36.0
t_4362,33.0,31.0,16.0,44.0
t_4363,35.0,33.0,24.0,47.0
t_4364,35.0,33.0,25.0,48.0
t_4365,35.0,34.0,25.0,48.0
t_4366,35.0,34.0,26.0,47.0
t_4367,35.0,33.0,27.0,46.0
t_4368,34.0,33.0,27.0,46.0
t_4369,18.0,24.0,14.0,41.0
t_4370,17.0,23.0,12.0,30.0
t_4371,17.0,23.0,10.0,29.0
t_4372,17.0,22.0,9.0,29.0
t_4373,17.0,22.0,9.0,28.0
t_4374,15.0,24.0,9.0,30.0
t_4375,15.0,21.0,7.0,40.0
t_4376,11.0,29.0,0.0,38.0
t_4377,10.0,28.0,1.0,33.0
t_4378,16.0,16.0,1.0,25.0
t_4379,17.0,11.0,0.0,21.0
t_4380,19.0,8.0,1.0,18.0
t_4381,20.0,8.0,3.0,20.0
t_4382,18.0,16.0,4.0,29.0
t_4383,19.0,16.0,6.0,23.0
t_4384,19.0,19.0,7.0,29.0
t_4385,22.0,18.0,9.0,51.0
t_4386,23.0,23.0,14.0,56.0
t_4387,25.0,21.0,19.0,83.0
t_4388,24.0,23.0,19.0,87.0
t_4389,23.0,23.0,16.0,87.0
t_4390,23.0,23.0,15.0,69.0
t_4391,23.0,22.0,18.0,54.0
t_4392,20.0,21.0,17.0,59.0
t_4393,18.0,24.0,14.0,41.0
t_4394,17.0,23.0,12.0,30.0
t_4395,17.0,23.0,10.0,29.0
t_4396,17.0,22.0,9.0,29.0
t_4397,17.0,22.0,9.0,28.0
t_4398,15.0,24.0,9.0,30.0
t_4399,15.0,21.0,7.0,40.0
t_4400,11.0,29.0,0.0,38.0
t_4401,10.0,28.0,1.0,33.0
t_4402,16.0,16.0,1.0,25.0
t_4403,17.0,11.0,0.0,21.0
t_4404,19.0,8.0,1.0,18.0
t_4405,20.0,8.0,3.0,20.0
t_4406,18.0,16.0,4.0,29.0
t_4407,19.0,16.0,6.0,23.0
t_4408,19.0,19.0,7.0,29.0
t_4409,22.0,18.0,9.0,51.0
t_4410,23.0,23.0,14.0,56.0
t_4411,25.0,21.0,19.0,83.0
t_4412,24.0,23.0,19.0,87.0
t_4413,23.0,23.0,16.0,87.0
t_4414,23.0,23.0,15.0,69.0
t_4415,23.0,22.0,18.0,54.0
t_4416,20.0,21.0,17.0,59.0
t_4417,18.0,24.0,14.0,41.0
t_4418,17.0,23.0,12.0,30.0
t_4419,17.0,23.0,10.0,29.0
t_4420,17.0,22.0,9.0,29.0
t_4421,17.0,22.0,9.0,28.0
t_4422,15.0,24.0,9.0,30.0
t_4423,15.0,21.0,7.0,40.0
t_4424,11.0,29.0,0.0,38.0
t_4425,10.0,28.0,1.0,33.0
t_4426,16.0,16.0,1.0,25.0
t_4427,17.0,11.0,0.0,21.0
t_4428,19.0,8.0,1.0,18.0
t_4429,20.0,8.0,3.0,20.0
t_4430,18.0,16.0,4.0,29.0
t_4431,19.0,16.0,6.0,23.0
t_4432,19.0,19.0,7.0,29.0
t_4433,22.0,18.0,9.0,51.0
t_4434,23.0,23.0,14.0,56.0
t_4435,25.0,21.0,19.0,83.0
t_4436,24.0,23.0,19.0,87.0
t_4437,23.0,23.0,16.0,87.0
t_4438,23.0,23.0,15.0,69.0
t_4439,23.0,22.0,18.0,54.0
t_4440,20.0,21.0,17.0,59.0
t_4441,18.0,24.0,14.0,41.0
t_4442,17.0,23.0,12.0,30.0
t_4443,17.0,23.0,10.0,29.0
t_4444,17.0,22.0,9.0,29.0
t_4445,17.0,22.0,9.0,28.0
t_4446,15.0,24.0,9.0,30.0
t_4447,15.0,21.0,7.0,40.0
t_4448,11.0,29.0,0.0,38.0
t_4449,10.0,28.0,1.0,33.0
t_4450,16.0,16.0,1.0,25.0
t_4451,17.0,11.0,0.0,21.0
t_4452,19.0,8.0,1.0,18.0
t_4453,20.0,8.0,3.0,20.0
t_4454,18.0,16.0,4.0,29.0
t_4455,19.0,16.0,6.0,23.0
t_4456,19.0,19.0,7.0,29.0
t_4457,22.0,18.0,9.0,51.0
t_4458,23.0,23.0,14.0,56.0
t_4459,25.0,21.0,19.0,83.0
t_4460,24.0,23.0,19.0,87.0
t_4461,23.0,23.0,16.0,87.0
t_4462,23.0,23.0,15.0,69.0
t_4463,23.0,22.0,18.0,54.0
t_4464,20.0,21.0,17.0,59.0
t_4465,18.0,24.0,14.0,41.0
t_4466,17.0,23.0,12.0,30.0
t_4467,17.0,23.0,10.0,29.0
t_4468,17.0,22.0,9.0,29.0
t_4469,17.0,22.0,9.0,28.0
t_4470,15.0,24.0,9.0,30.0
t_4471,15.0,21.0,7.0,40.0
t_4472,11.0,29.0,0.0,38.0
t_4473,10.0,28.0,1.0,33.0
t_4474,16.0,16.0,1.0,25.0
t_4475,17.0,11.0,0.0,21.0
t_4476,19.0,8.0,1.0,18.0
t_4477,20.0,8.0,3.0,20.0
t_4478,18.0,16.0,4.0,29.0
t_4479,19.0,16.0,6.0,23.0
t_4480,19.0,19.0,7.0,29.0
t_4481,22.0,18.0,9.0,51.0
t_4482,23.0,23.0,14.0,56.0
t_4483,25.0,21.0,19.0,83.0
t_4484,24.0,23.0,19.0,87.0
t_4485,23.0,23.0,16.0,87.0
t_4486,23.0,23.0,15.0,69.0
t_4487,23.0,22.0,18.0,54.0
t_4488,20.0,21.0,17.0,59.0
t_4489,18.0,18.0,17.0,29.0
t_4490,17.0,18.0,16.0,25.0
t_4491,16.0,18.0,15.0,25.0
t_4492,16.0,18.0,12.0,25.0
t_4493,15.0,17.0,12.0,26.0
t_4494,14.0,17.0,10.0,22.0
t_4495,12.0,13.0,3.0,12.0
t_4496,12.0,10.0,2.0,13.0
t_4497,12.0,8.0,1.0,7.0
t_4498,12.0,7.0,1.0,4.0
t_4499,12.0,4.0,1.0,2.0
t_4500,12.0,5.0,1.0,2.0
t_4501,11.0,6.0,1.0,2.0
t_4502,11.0,8.0,1.0,4.0
t_4503,12.0,10.0,2.0,6.0
t_4504,12.0,12.0,2.0,13.0
t_4505,16.0,15.0,4.0,25.0
t_4506,17.0,16.0,11.0,25.0
t_4507,18.0,17.0,16.0,26.0
t_4508,18.0,17.0,16.0,27.0
t_4509,18.0,16.0,16.0,27.0
t_4510,17.0,16.0,15.0,26.0
t_4511,17.0,16.0,16.0,25.0
t_4512,16.0,18.0,15.0,26.0
t_4513,17.0,16.0,15.0,25.0
t_4514,16.0,17.0,13.0,26.0
t_4515,16.0,17.0,12.0,27.0
t_4516,16.0,17.0,11.0,27.0
t_4517,15.0,16.0,10.0,24.0
t_4518,12.0,13.0,7.0,16.0
t_4519,8.0,8.0,2.0,4.0
t_4520,7.0,7.0,1.0,2.0
t_4521,7.0,6.0,0.0,1.0
t_4522,7.0,6.0,0.0,0.0
t_4523,7.0,5.0,0.0,0.0
t_4524,7.0,5.0,0.0,0.0
t_4525,7.0,6.0,0.0,0.0
t_4526,8.0,7.0,1.0,1.0
t_4527,8.0,8.0,1.0,2.0
t_4528,11.0,10.0,2.0,8.0
t_4529,16.0,14.0,4.0,21.0
t_4530,18.0,16.0,8.0,24.0
t_4531,18.0,17.0,14.0,26.0
t_4532,18.0,17.0,14.0,26.0
t_4533,18.0,17.0,14.0,26.0
t_4534,18.0,17.0,14.0,26.0
t_4535,18.0,17.0,16.0,26.0
t_4536,18.0,16.0,14.0,26.0
t_4537,18.0,24.0,14.0,41.0
t_4538,17.0,23.0,12.0,30.0
t_4539,17.0,23.0,10.0,29.0
t_4540,17.0,22.0,9.0,29.0
t_4541,17.0,22.0,9.0,28.0
t_4542,15.0,24.0,9.0,30.0
t_4543,15.0,21.0,7.0,40.0
t_4544,11.0,29.0,0.0,38.0
t_4545,10.0,28.0,1.0,33.0
t_4546,16.0,16.0,1.0,25.0
t_4547,17.0,11.0,0.0,21.0
t_4548,19.0,8.0,1.0,18.0
t_4549,20.0,8.0,3.0,20.0
t_4550,18.0,16.0,4.0,29.0
t_4551,19.0,16.0,6.0,23.0
t_4552,19.0,19.0,7.0,29.0
t_4553,22.0,18.0,9.0,51.0
t_4554,23.0,23.0,14.0,56.0
t_4555,25.0,21.0,19.0,83.0
t_4556,24.0,23.0,19.0,87.0
t_4557,23.0,23.0,16.0,87.0
t_4558,23.0,23.0,15.0,69.0
t_4559,23.0,22.0,18.0,54.0
t_4560,20.0,21.0,17.0,59.0
t_4561,18.0,24.0,14.0,41.0
t_4562,17.0,23.0,12.0,30.0
t_4563,17.0,23.0,10.0,29.0
t_4564,17.0,22.0,9.0,29.0
t_4565,17.0,22.0,9.0,28.0
t_4566,15.0,24.0,9.0,30.0
t_4567,15.0,21.0,7.0,40.0
t_4568,11.0,29.0,0.0,38.0
t_4569,10.0,28.0,1.0,33.0
t_4570,16.0,16.0,1.0,25.0
t_4571,17.0,11.0,0.0,21.0
t_4572,19.0,8.0,1.0,18.0
t_4573,20.0,8.0,3.0,20.0
t_4574,18.0,16.0,4.0,29.0
t_4575,19.0,16.0,6.0,23.0
t_4576,19.0,19.0,7.0,29.0
t_4577,22.0,18.0,9.0,51.0
t_4578,23.0,23.0,14.0,56.0
t_4579,25.0,21.0,19.0,83.0
t_4580,24.0,23.0,19.0,87.0
t_4581,23.0,23.0,16.0,87.0
t_4582,23.0,23.0,15.0,69.0
t_4583,23.0,22.0,18.0,54.0
t_4584,20.0,21.0,17.0,59.0
t_4585,18.0,24.0,14.0,41.0
t_4586,17.0,23.0,12.0,30.0
t_4587,17.0,23.0,10.0,29.0
t_4588,17.0,22.0,9.0,29.0
t_4589,17.0,22.0,9.0,28.0
t_4590,15.0,24.0,9.0,30.0
t_4591,15.0,21.0,7.0,40.0
t_4592,11.0,29.0,0.0,38.0
t_4593,10.0,28.0,1.0,33.0
t_4594,16.0,16.0,1.0,25.0
t_4595,17.0,11.0,0.0,21.0
t_4596,19.0,8.0,1.0,18.0
t_4597,20.0,8.0,3.0,20.0
t_4598,18.0,16.0,4.0,29.0
t_4599,19.0,16.0,6.0,23.0
t_4600,19.0,19.0,7.0,29.0
t_4601,22.0,18.0,9.0,51.0
t_4602,23.0,23.0,14.0,56.0
t_4603,25.0,21.0,19.0,83.0
t_4604,24.0,23.0,19.0,87.0
t_4605,23.0,23.0,16.0,87.0
t_4606,23.0,23.0,15.0,69.0
t_4607,23.0,22.0,18.0,54.0
t_4608,20.0,21.0,17.0,59.0
t_4609,18.0,24.0,14.0,41.0
t_4610,17.0,23.0,12.0,30.0
t_4611,17.0,23.0,10.0,29.0
t_4612,17.0,22.0,9.0,29.0
t_4613,17.0,22.0,9.0,28.0
t_4614,15.0,24.0,9.0,30.0
t_4615,15.0,21.0,7.0,40.0
t_4616,11.0,29.0,0.0,38.0
t_4617,10.0,28.0,1.0,33.0
t_4618,16.0,16.0,1.0,25.0
t_4619,17.0,11.0,0.0,21.0
t_4620,19.0,8.0,1.0,18.0
t_4621,20.0,8.0,3.0,20.0
t_4622,18.0,16.0,4.0,29.0
t_4623,19.0,16.0,6.0,23.0
t_4624,19.0,19.0,7.0,29.0
t_4625,22.0,18.0,9.0,51.0
t_4626,23.0,23.0,14.0,56.0
t_4627,25.0,21.0,19.0,83.0
t_4628,24.0,23.0,19.0,87.0
t_4629,23.0,23.0,16.0,87.0
t_4630,23.0,23.0,15.0,69.0
t_4631,23.0,22.0,18.0,54.0
t_4632,20.0,21.0,17.0,59.0
t_4633,18.0,24.0,14.0,41.0
t_4634,17.0,23.0,12.0,30.0
t_4635,17.0,23.0,10.0,29.0
t_4636,17.0,22.0,9.0,29.0
t_4637,17.0,22.0,9.0,28.0
t_4638,15.0,24.0,9.0,30.0
t_4639,15.0,21.0,7.0,40.0
t_4640,11.0,29.0,0.0,38.0
t_4641,10.0,28.0,1.0,33.0
t_4642,16.0,16.0,1.0,25.0
t_4643,17.0,11.0,0.0,21.0
t_4644,19.0,8.0,1.0,18.0
t_4645,20.0,8.0,3.0,20.0
t_4646,18.0,16.0,4.0,29.0
t_4647,19.0,16.0,6.0,23.0
t_4648,19.0,19.0,7.0,29.0
t_4649,22.0,18.0,9.0,51.0
t_4650,23.0,23.0,14.0,56.0
t_4651,25.0,21.0,19.0,83.0
t_4652,24.0,23.0,19.0,87.0
t_4653,23.0,23.0,16.0,87.0
t_4654,23.0,23.0,15.0,69.0
t_4655,23.0,22.0,18.0,54.0
t_4656,20.0,21.0,17.0,59.0
t_4657,18.0,18.0,17.0,29.0
t_4658,17.0,18.0,16.0,25.0
t_4659,16.0,18.0,15.0,25.0
t_4660,16.0,18.0,12.0,25.0
t_4661,15.0,17.0,12.0,26.0
t_4662,14.0,17.0,10.0,22.0
t_4663,12.0,13.0,3.0,12.0
t_4664,12.0,10.0,2.0,13.0
t_4665,12.0,8.0,1.0,7.0
t_4666,12.0,7.0,1.0,4.0
t_4667,12.0,4.0,1.0,2.0
t_4668,12.0,5.0,1.0,2.0
t_4669,11.0,6.0,1.0,2.0
t_4670,11.0,8.0,1.0,4.0
t_4671,12.0,10.0,2.0,6.0
t_4672,12.0,12.0,2.0,13.0
t_4673,16.0,15.0,4.0,25.0
t_4674,17.0,16.0,11.0,25.0
t_4675,18.0,17.0,16.0,26.0
t_4676,18.0,17.0,16.0,27.0
t_4677,18.0,16.0,16.0,27.0
t_4678,17.0,16.0,15.0,26.0
t_4679,17.0,16.0,16.0,25.0
t_4680,16.0,18.0,15.0,26.0
t_4681,17.0,16.0,15.0,25.0
t_4682,16.0,17.0,13.0,26.0
t_4683,16.0,17.0,12.0,27.0
t_4684,16.0,17.0,11.0,27.0
t_4685,15.0,16.0,10.0,24.0
t_4686,12.0,13.0,7.0,16.0
t_4687,8.0,8.0,2.0,4.0
t_4688,7.0,7.0,1.0,2.0
t_4689,7.0,6.0,0.0,1.0
t_4690,7.0,6.0,0.0,0.0
t_4691,7.0,5.0,0.0,0.0
t_4692,7.0,5.0,0.0,0.0
t_4693,7.0,6.0,0.0,0.0
t_4694,8.0,7.0,1.0,1.0
t_4695,8.0,8.0,1.0,2.0
t_4696,11.0,10.0,2.0,8.0
t_4697,16.0,14.0,4.0,21.0
t_4698,18.0,16.0,8.0,24.0
t_4699,18.0,17.0,14.0,26.0
t_4700,18.0,17.0,14.0,26.0
t_4701,18.0,17.0,14.0,26.0
t_4702,18.0,17.0,14.0,26.0
t_4703,18.0,17.0,16.0,26.0
t_4704,18.0,16.0,14.0,26.0
t_4705,18.0,24.0,14.0,41.0
t_4706,17.0,23.0,12.0,30.0
t_4707,17.0,23.0,10.0,29.0
t_4708,17.0,22.0,9.0,29.0
t_4709,17.0,22.0,9.0,28.0
t_4710,15.0,24.0,9.0,30.0
t_4711,15.0,21.0,7.0,40.0
t_4712,11.0,29.0,0.0,38.0
t_4713,10.0,28.0,1.0,33.0
t_4714,16.0,16.0,1.0,25.0
t_4715,17.0,11.0,0.0,21.0
t_4716,19.0,8.0,1.0,18.0
t_4717,20.0,8.0,3.0,20.0
t_4718,18.0,16.0,4.0,29.0
t_4719,19.0,16.0,6.0,23.0
t_4720,19.0,19.0,7.0,29.0
t_4721,22.0,18.0,9.0,51.0
t_4722,23.0,23.0,14.0,56.0
t_4723,25.0,21.0,19.0,83.0
t_4724,24.0,23.0,19.0,87.0
t_4725,23.0,23.0,16.0,87.0
